,storeNumber,city,totalSalesDollars,avgSalesDollars,countyNumber,avgPrice(L),zipCode,totalVolSold(L),avgVolSold(L),avgMargin,totalSalesQ1,avgSalesQ1
1081,4890,URBANDALE,2874.02,92.7103225806,77.0,16.2792319508,50323,200.3,6.46129032258,4.03129032258,992.64,99.264
1082,4891,SIBLEY,19374.02,95.4385221675,72.0,17.0058761436,51249,1423.05,7.01009852217,5.30384236453,5302.66,101.974230769
1083,4892,DAVENPORT,13617.19,49.6977737226,82.0,21.7800486618,52802,769.36,2.80788321168,3.94602189781,3957.7,67.0796610169
1084,4893,WEST DES MOINES,5457.69,82.6922727273,77.0,15.3267388167,50265,418.35,6.33863636364,3.44121212121,1416.45,101.175
1085,4895,CEDAR RAPIDS,10318.85,75.3200729927,57.0,23.7265658672,52402,564.91,4.12343065693,4.9796350365,2086.32,86.93
1086,4896,HARPERS FERRY,3221.71,74.9234883721,3.0,18.2393909192,52146,222.86,5.18279069767,5.17395348837,60.12,60.12
1087,4897,BURLINGTON,22729.56,134.49443787,29.0,19.7099380107,52601,1321.75,7.82100591716,4.00023668639,3934.74,135.680689655
1088,4898,BURLINGTON,7751.86,107.664722222,29.0,25.0535648148,52601,356.1,4.94583333333,3.73611111111,2246.45,118.234210526
1089,4899,GRAETTINGER,5277.36,68.5371428571,74.0,14.538961039,51342,454.75,5.90584415584,4.72428571429,982.62,61.41375
1090,4900,WATERLOO,14796.63,76.2712886598,7.0,21.1766593029,50703,801.63,4.13211340206,3.21567010309,3186.4,83.8526315789
1091,4901,POLK CITY,20201.87,134.679133333,77.0,15.0877714286,50226,1716.0,11.44,5.18373333333,4730.81,118.27025
1092,4902,WATERLOO,10655.42,88.7951666667,7.0,21.2918511905,50703,570.93,4.75775,3.38825,1582.45,60.8634615385
1093,4904,LARCHWOOD,6719.35,48.690942029,60.0,15.7924706694,51241,620.55,4.49673913043,4.55702898551,1625.67,50.8021875
1094,4905,ROCKWELL CITY,2906.29,46.1315873016,13.0,10.1743613001,50579,325.62,5.16857142857,3.28428571429,456.41,35.1084615385
1095,4907,CEDAR FALLS,7768.07,80.9173958333,7.0,16.7639781746,50613,630.28,6.56541666667,3.90916666667,2413.94,86.2121428571
1096,4908,ELKADER,5887.23,72.6818518519,22.0,16.4109171076,52043,549.63,6.78555555556,4.93888888889,1438.6,84.6235294118
1097,4909,ROCK VALLEY,9541.14,125.541315789,84.0,15.1816353383,51247,754.9,9.93289473684,4.31828947368,1514.85,94.678125
1098,4910,WATERLOO,13182.17,113.639396552,7.0,21.2655541872,50702,714.82,6.16224137931,4.49155172414,4747.89,139.643823529
1099,4911,PRINCETON,2199.21,64.6826470588,82.0,14.7606162465,52768,221.29,6.50852941176,3.24764705882,313.78,62.756
1100,4912,ELDRIDGE,3134.61,104.487,82.0,17.2783809524,52748,219.9,7.33,3.64233333333,296.32,98.7733333333
1101,4914,CEDAR FALLS,9152.07,99.4790217391,7.0,14.4354244306,50613,755.55,8.2125,3.38108695652,1619.94,85.26
1102,4915,BETTENDORF,1359.54,79.9729411765,82.0,18.4759103641,52722,84.31,4.95941176471,3.85411764706,257.04,85.68
1103,4917,PERRY,2218.52,50.4209090909,25.0,15.2992424242,50220,200.09,4.5475,2.9725,622.3,56.5727272727
1104,4919,ALTOONA,3954.84,104.074736842,77.0,16.3204636591,50009,285.51,7.51342105263,3.94947368421,587.89,65.3211111111
1105,4920,JOHNSTON,3587.91,70.3511764706,77.0,19.9992530345,50131,225.86,4.42862745098,4.48705882353,1175.12,69.1247058824
1106,4921,CEDAR RAPIDS,4792.44,69.4556521739,57.0,19.292705314,52404,316.46,4.58637681159,3.80405797101,1189.8,91.5230769231
1107,4923,AURELIA,1502.82,166.98,18.0,12.0692063492,51005,139.5,15.5,3.95666666667,79.2,79.2
1108,4924,NASHUA,4879.24,82.6989830508,19.0,16.0970702179,50658,385.55,6.53474576271,4.67559322034,1213.62,86.6871428571
1109,4925,URBANDALE,2968.25,76.108974359,77.0,16.494993895,50266,195.86,5.02205128205,4.30641025641,413.78,68.9633333333
1110,4926,DES MOINES,4033.2,52.3792207792,77.0,23.8061750155,50322,200.0,2.5974025974,4.90467532468,556.72,39.7657142857
1111,4927,WEST DES MOINES,2158.74,41.5142307692,77.0,17.0795604396,50265,150.6,2.89615384615,3.515,500.31,50.031
1112,4929,ADEL,528.24,132.06,25.0,12.9866666667,50003,45.0,11.25,2.3975,342.0,171.0
1113,4930,BOONE,2837.16,157.62,8.0,15.3695238095,50036,221.2,12.2888888889,4.07388888889,535.68,178.56
1114,4932,CEDAR FALLS,9197.58,104.517954545,7.0,15.1848160173,50613,711.81,8.08875,3.64795454545,2308.51,104.932272727
1115,4933,BURLINGTON,2150.76,126.515294118,29.0,18.1319327731,52601,164.7,9.68823529412,2.27,977.04,122.13
1116,4934,SPRINGVILLE,3820.14,181.911428571,57.0,12.4493424036,52336,361.5,17.2142857143,4.10428571429,701.1,175.275
1117,4935,WATERLOO,28466.11,222.391484375,7.0,24.2044084821,50703,1706.66,13.33328125,3.5140625,3928.69,135.472068966
1118,4937,SHENANDOAH,2003.36,117.844705882,73.0,15.1319327731,51601,179.85,10.5794117647,3.64823529412,543.12,135.78
1119,4938,HAZLETON,3370.78,124.843703704,10.0,14.9930335097,50641,251.9,9.32962962963,3.17,872.8,124.685714286
1120,4939,URBANDALE,53.4,17.8,77.0,16.2033333333,50322,4.35,1.45,4.83,53.4,17.8
1121,4940,CAMBRIDGE,1425.39,38.5240540541,77.0,15.8173487773,50046,110.46,2.98540540541,4.21594594595,323.36,32.336
1122,4941,URBANDALE,6832.39,80.3810588235,77.0,15.3574789916,50322,482.05,5.67117647059,3.50823529412,1891.17,94.5585
1123,4942,DES MOINES,3511.18,113.263870968,77.0,15.9771368962,50309,249.6,8.05161290323,4.62451612903,696.6,139.32
1124,4943,ELDON,3206.83,97.1766666667,90.0,15.4986580087,52554,238.5,7.22727272727,4.20181818182,654.18,59.4709090909
1125,4944,MARTENSDALE,2233.98,131.410588235,91.0,19.6735014006,50160,121.5,7.14705882353,4.75235294118,270.72,135.36
1126,4945,OSAGE,12057.11,34.5475931232,66.0,16.6718802019,50461,907.22,2.59948424069,4.97621776504,3152.48,38.9195061728
1127,4947,CEDAR FALLS,17190.81,48.4248169014,7.0,18.2847391013,50647,1202.06,3.38608450704,4.5705915493,3181.19,48.1998484848
1128,4948,WHEATLAND,894.04,47.0547368421,23.0,16.6363909774,52777,78.12,4.11157894737,4.29421052632,324.53,64.906
1129,4949,DAVENPORT,5017.54,76.0233333333,82.0,16.4127922078,52802,425.96,6.45393939394,3.02742424242,1180.06,78.6706666667
1130,4950,CEDAR RAPIDS,4532.63,82.4114545455,57.0,17.2252900433,52403,306.89,5.57981818182,3.16181818182,1063.04,96.64
1131,4952,DAVENPORT,8550.78,140.176721311,82.0,21.0132084309,52804,465.3,7.62786885246,4.52836065574,1639.58,126.121538462
1132,4953,LOST NATION,2555.05,106.460416667,23.0,20.489702381,52254,170.27,7.09458333333,4.59125,806.78,115.254285714
1133,4954,URBANDALE,570.6,142.65,77.0,8.08166666667,50322,72.6,18.15,1.6325,188.4,188.4
1134,4956,CEDAR RAPIDS,7224.64,84.9957647059,57.0,20.6664593838,52405,467.77,5.50317647059,4.32764705882,1591.71,79.5855
1135,4957,WALL LAKE,1712.64,171.264,81.0,17.7476190476,51466,103.5,10.35,4.47,297.0,148.5
1136,4958,CEDAR FALLS,11312.56,57.4241624365,7.0,18.4222649263,50613,768.63,3.9016751269,4.58670050761,2239.2,57.4153846154
1137,4959,CEDAR FALLS,26035.06,150.491676301,7.0,17.2291038843,50613,1897.2,10.9664739884,4.4676300578,4118.95,132.869354839
1138,4960,AMES,4769.37,183.437307692,85.0,14.9165384615,50010,493.5,18.9807692308,4.49346153846,807.17,134.528333333
1139,4961,DUBUQUE,450.01,45.001,31.0,19.8073333333,52003,21.63,2.163,3.727,67.26,67.26
1140,4962,DAVENPORT,34468.97,247.978201439,82.0,20.7101336074,52803,2257.15,16.2384892086,3.38467625899,5823.46,181.983125
1141,4967,BLUE GRASS,8644.12,24.9110086455,82.0,16.0173775216,52726,697.83,2.01103746398,4.03942363112,1046.51,18.0432758621
1142,4968,BROOKLYN,994.74,124.3425,79.0,13.3658333333,52211,87.0,10.875,3.06625,55.32,55.32
1143,4969,CLEAR LAKE,59746.53,130.450938865,17.0,20.407819713,50428,4024.75,8.78766375546,6.24364628821,10599.38,111.572421053
1144,4970,WEST LIBERTY,6050.11,40.3340666667,70.0,17.7231333333,52776,478.31,3.18873333333,4.61313333333,1121.65,32.9897058824
1145,4971,PLEASANT HILL,20142.38,214.280638298,77.0,18.5581724179,50327,1887.95,20.0845744681,5.2620212766,2352.25,168.017857143
1146,4972,MONONA,5796.74,50.4064347826,22.0,15.1062443064,52159,450.75,3.91956521739,4.7452173913,809.5,44.9722222222
1147,4973,WEST UNION,18474.4,98.7935828877,33.0,14.5243952126,52175,1772.13,9.47663101604,4.82695187166,2378.18,67.948
1148,4974,DES MOINES,4640.72,84.3767272727,77.0,21.2403636364,50317,272.54,4.95527272727,4.20654545455,835.64,69.6366666667
1149,4975,SIOUX CITY,2866.64,130.301818182,97.0,18.7936147186,51104,166.2,7.55454545455,4.28227272727,603.3,150.825
1150,4978,WATERLOO,9250.67,126.721506849,7.0,19.4375994781,50702,571.95,7.83493150685,4.84123287671,3287.37,131.4948
1151,4979,CEDAR RAPIDS,31883.49,113.869607143,57.0,23.899329932,52402,1262.79,4.50996428571,3.91525,6794.03,78.0922988506
1152,4980,WASHBURN,1864.14,155.345,7.0,18.5888888889,50702,141.75,11.8125,4.27333333333,252.84,126.42
1153,4981,TRAER,2824.86,201.775714286,86.0,17.4014285714,50675,178.3,12.7357142857,3.19785714286,252.84,126.42
1154,4982,ALTA,1731.36,133.181538462,11.0,12.5223443223,51002,143.25,11.0192307692,3.94,490.98,122.745
1156,4984,MUSCATINE,7833.09,38.5866502463,70.0,20.8652451325,52761,519.62,2.5597044335,4.14832512315,2149.08,49.9786046512
1158,4986,FLOYD,15528.97,149.317019231,34.0,16.6791254579,50435,1043.62,10.0348076923,5.10692307692,5967.09,192.486774194
1159,4987,AMES,3417.01,31.9346728972,85.0,16.9942189586,50010,252.49,2.35971962617,4.20093457944,1298.68,37.1051428571
1160,4988,CEDAR FALLS,49640.33,56.4736405006,7.0,23.1625088033,50613,2780.32,3.16304891923,5.70935153584,7959.26,48.2379393939
1161,4989,IOWA CITY,1612.36,84.8610526316,52.0,13.5227568922,52240,161.8,8.51578947368,3.37421052632,321.28,80.32
1162,4990,GRISWOLD,420.81,84.162,15.0,14.286,51535,34.5,6.9,4.75,420.81,84.162
1163,4991,ELKADER,1762.54,110.15875,22.0,12.5505357143,52043,181.35,11.334375,3.140625,446.08,89.216
1164,4992,DANVILLE,851.34,85.134,29.0,12.8224761905,52623,72.75,7.275,3.065,99.9,33.3
1165,4993,KEOKUK,9309.45,105.789204545,56.0,16.1734902597,52632,659.25,7.49147727273,3.93761363636,2267.28,113.364
1166,4995,HARLAN,4455.28,79.5585714286,83.0,13.5741411565,51537,405.05,7.23303571429,3.5625,1003.14,83.595
1167,4996,DUBUQUE,756.42,126.07,31.0,20.4105555556,52001,42.0,7.0,3.78666666667,157.84,78.92
1168,4997,DES MOINES,21706.63,133.169509202,77.0,15.9871487,50309,1831.45,11.2358895706,4.15570552147,5399.17,131.687073171
1169,4998,LAKE CITY,9881.33,102.930520833,13.0,13.0354265873,51449,888.75,9.2578125,4.36520833333,2333.28,101.446956522
1170,4999,CLARKSVILLE,2373.52,74.1725,12.0,16.709672619,50619,186.39,5.8246875,3.498125,562.27,56.227
1171,5000,NEVADA,1303.56,118.505454545,85.0,12.9287445887,50201,102.6,9.32727272727,3.16818181818,188.88,188.88
1172,5001,INDEPENDENCE,15661.33,58.0049259259,10.0,18.9540740741,50644,1124.52,4.16488888889,4.53648148148,2457.92,43.1214035088
1173,5003,DAVENPORT,23966.65,148.861180124,82.0,24.4038598048,52804,1384.59,8.5999378882,5.76658385093,3376.2,96.4628571429
1174,5004,IDA GROVE,14350.01,97.6191156463,47.0,13.1237512148,51445,1290.25,8.77721088435,4.33489795918,3497.01,87.42525
1175,5005,LAURENS,9635.34,69.8213043478,76.0,12.3990269151,50554,986.87,7.15123188406,4.21028985507,3127.37,76.2773170732
1177,5007,DENVER,9702.39,103.216914894,9.0,12.9034549139,50622,899.25,9.5664893617,4.34287234043,2068.74,71.335862069
1178,5008,EMMETSBURG,1919.47,73.8257692308,74.0,16.0242307692,50536,172.0,6.61538461538,5.09153846154,1919.47,73.8257692308
1179,5009,CORALVILLE,4052.89,101.32225,52.0,31.444,52241,159.0,3.975,7.629,796.69,113.812857143
1180,5010,SAC CITY,7581.09,59.6936220472,81.0,13.1458230221,50583,743.55,5.85472440945,4.05645669291,1522.5,63.4375
1181,5011,WILLIAMSBURG,4606.07,76.7678333333,48.0,20.5308412698,52361,285.56,4.75933333333,4.619,1072.35,134.04375
1182,5012,PERRY,3768.17,49.5811842105,8.0,22.1751754386,50220,302.14,3.97552631579,5.12592105263,1448.91,55.7273076923
1183,5013,BETTENDORF,8765.72,84.2857692308,82.0,14.898040293,52722,728.75,7.00721153846,3.88192307692,2826.17,80.7477142857
1184,5014,IOWA CITY,5370.07,99.4457407407,52.0,32.3819753086,52240,199.49,3.69425925926,7.76462962963,808.31,115.472857143
1185,5017,LANSING,8060.58,68.31,3.0,13.944842615,52151,748.85,6.34618644068,4.13737288136,1257.2,66.1684210526
1186,5018,DAVENPORT,19538.85,100.715721649,82.0,21.0292734413,52802,1201.66,6.19412371134,3.69324742268,5013.51,94.5945283019
1188,5020,STANWOOD,472.08,118.02,16.0,12.165,52337,42.6,10.65,1.515,148.8,74.4
1189,5021,OKOBOJI,2799.69,93.323,30.0,20.3145079365,51355,161.87,5.39566666667,4.50733333333,11.21,11.21
1190,5022,WEST DES MOINES,6545.47,76.1101162791,77.0,17.8097231451,50265,428.03,4.97709302326,4.06441860465,1184.83,78.9886666667
1191,5023,CEDAR RAPIDS,1525.44,117.341538462,57.0,14.8184615385,52404,114.9,8.83846153846,1.54076923077,179.88,179.88
1192,5024,CEDAR RAPIDS,1473.48,98.232,57.0,12.7622222222,52404,124.5,8.3,1.48866666667,252.48,84.16
1193,5025,CEDAR RAPIDS,2051.52,113.973333333,57.0,14.04,52403,157.5,8.75,1.66722222222,397.68,99.42
1194,5026,NORTH ENGLISH,1301.32,40.66625,48.0,12.050625,52316,161.63,5.0509375,3.5715625,679.29,35.7521052632
1195,5027,SIOUX CITY,11906.43,212.614821429,97.0,30.1691751701,51101,544.5,9.72321428571,9.41339285714,1718.87,214.85875
1196,5028,STORM LAKE,9854.93,161.556229508,11.0,22.5675117096,50588,572.4,9.38360655738,4.51557377049,1994.04,199.404
1197,5029,DAVENPORT,30094.57,139.326712963,82.0,22.8711177249,52806,1603.14,7.42194444444,5.10037037037,6166.71,140.1525
1198,5030,WATERLOO,600.55,85.7928571429,7.0,15.8329931973,50701,48.37,6.91,3.67714285714,600.55,85.7928571429
1199,5031,RAYMOND,6025.64,50.6356302521,7.0,19.6442897159,50667,376.57,3.16445378151,4.75504201681,1060.21,55.8005263158
1200,5032,DES MOINES,793.62,79.362,77.0,17.7663333333,50314,70.5,7.05,2.73,291.36,48.56
1201,5033,WATERLOO,827.9,165.58,7.0,20.6833333333,50702,41.85,8.37,4.548,827.9,165.58
1202,5034,MASON CITY,19995.27,113.609488636,17.0,17.2256277056,50401,1298.87,7.37994318182,4.09392045455,3923.51,91.2444186047
1203,5035,COUNCIL BLUFFS,1016.58,112.953333333,78.0,20.8325925926,51503,50.55,5.61666666667,3.63666666667,162.0,162.0
1204,5036,CEDAR RAPIDS,9495.01,211.000222222,57.0,31.2332592593,52402,316.5,7.03333333333,5.78066666667,6969.7,199.134285714
1205,5037,JEFFERSON,7412.71,57.0208461538,37.0,19.8960201465,50129,479.17,3.68592307692,6.14623076923,2293.74,67.4629411765
1206,5038,WATERLOO,5560.5,55.0544554455,7.0,19.3865676568,50701,289.26,2.86396039604,2.60772277228,2274.03,43.7313461538
1207,5039,SOLON,3498.42,134.554615385,52.0,14.8424542125,52333,286.5,11.0192307692,4.19269230769,1505.16,188.145
1208,5040,WILTON,2133.84,112.307368421,70.0,16.2270175439,52778,140.24,7.38105263158,3.36473684211,591.84,98.64
1209,5041,MONTEZUMA,2232.62,93.0258333333,79.0,17.2084920635,50171,169.5,7.0625,4.3175,229.44,114.72
1210,5042,DUBUQUE,10852.72,117.964347826,31.0,22.0867805383,52001,570.55,6.20163043478,4.045,1823.18,82.8718181818
1211,5043,WATERLOO,14515.63,100.107793103,7.0,17.1900246305,50702,1007.72,6.94979310345,2.97586206897,3173.26,93.3311764706
1212,5044,CRESCENT,2109.99,95.9086363636,78.0,18.9910822511,51526,144.14,6.55181818182,4.11318181818,682.08,97.44
1213,5045,SIOUX CITY,6600.6,104.771428571,97.0,15.9999017385,51103,487.5,7.7380952381,3.79571428571,1925.02,80.2091666667
1214,5046,KEOKUK,1915.08,147.313846154,56.0,16.2666666667,52632,126.0,9.69230769231,3.50230769231,769.08,153.816
1215,5047,CEDAR RAPIDS,795.06,132.51,57.0,26.1126984127,52402,36.0,6.0,7.94666666667,221.28,110.64
1216,5048,ROLFE,1566.34,78.317,76.0,15.8117142857,50581,129.25,6.4625,4.763,335.48,83.87
1217,5050,CARLISLE,23639.01,195.363719008,91.0,15.8691892956,50047,2137.0,17.6611570248,4.69537190083,7048.32,293.68
1218,5051,DES MOINES,5602.57,57.7584536082,77.0,22.8663132057,50309,301.04,3.10350515464,4.59257731959,1896.36,72.9369230769
1219,5052,GREENFIELD,2310.3,121.594736842,1.0,15.6036591479,50849,170.85,8.99210526316,3.47315789474,594.18,84.8828571429
1221,5054,MANCHESTER,41078.22,129.176792453,28.0,17.5182060497,52087,2966.0,9.32704402516,5.12836477987,10543.16,162.202461538
1222,5055,LATIMER,1033.02,147.574285714,35.0,9.47401360544,50452,114.0,16.2857142857,4.91,95.94,95.94
1224,5057,DES MOINES,4258.48,73.4220689655,77.0,17.9700328407,50317,274.47,4.73224137931,4.19120689655,741.57,67.4154545455
1225,5058,Urbandale,3187.54,109.915172414,77.0,17.358456486,50323,200.85,6.92586206897,4.82448275862,695.67,173.9175
1226,5059,HUMESTON,2418.45,100.76875,93.0,15.0390079365,50123,227.57,9.48208333333,3.0475,519.24,103.848
1227,5060,IOWA CITY,7500.54,89.2921428571,52.0,17.0797278912,52240,542.1,6.45357142857,4.13095238095,1298.38,108.198333333
1228,5061,CEDAR RAPIDS,2882.76,144.138,57.0,18.5544285714,52404,197.1,9.855,3.7935,580.44,145.11
1229,5062,MONTROSE,1610.61,94.7417647059,56.0,15.895070028,52639,110.4,6.49411764706,3.07529411765,291.78,97.26
1230,5063,WATERLOO,25038.56,198.718730159,7.0,20.2898110355,50703,1384.34,10.9868253968,3.23944444444,4562.35,157.322413793
1231,5064,FAIRFAX,3293.81,109.793666667,57.0,14.9723809524,52228,254.25,8.475,3.24166666667,274.26,68.565
1232,5065,SIOUX CITY,2728.39,37.8943055556,97.0,19.0028703704,51106,172.67,2.39819444444,3.68902777778,787.86,43.77
1233,5066,DUBUQUE,6365.22,219.490344828,31.0,18.7007553366,52003,388.5,13.3965517241,6.21896551724,2928.84,209.202857143
1234,5067,STORM LAKE,8554.3,91.0031914894,11.0,29.331602077,50588,450.11,4.78840425532,7.26968085106,1057.88,117.542222222
1235,5068,ARNOLDS PARK,21599.25,71.2846534653,30.0,17.6929828697,51331,1490.19,4.91811881188,4.90128712871,5653.31,86.974
1236,5069,LAKE MILLS,3350.21,139.592083333,95.0,15.8553174603,50450,308.62,12.8591666667,3.57291666667,1019.13,113.236666667
1237,5070,WILTON,6691.12,29.4762995595,70.0,14.0563624921,52778,635.19,2.7981938326,3.88295154185,2259.37,32.2767142857
1238,5071,DURANT,7149.19,36.6625128205,16.0,14.811985348,52747,615.77,3.15779487179,4.23753846154,1564.15,35.5488636364
1239,5072,MOUNT PLEASANT,2676.94,127.473333333,44.0,18.0047165533,52641,216.0,10.2857142857,4.23238095238,393.72,131.24
1240,5073,CEDAR RAPIDS,7409.64,172.317209302,57.0,16.0227464009,52404,497.7,11.5744186047,4.40023255814,1332.36,166.545
1242,5075,NEW SHARON,1656.08,87.1621052632,62.0,17.0636842105,50207,111.75,5.88157894737,4.77947368421,711.86,79.0955555556
1243,5076,SIOUX CITY,1631.04,77.6685714286,97.0,22.9003174603,51106,79.55,3.7880952381,3.99523809524,875.05,109.38125
1244,5077,COUNCIL BLUFFS,25290.6,160.067088608,78.0,14.4980018083,51501,1861.5,11.7816455696,4.90594936709,6004.26,207.043448276
1245,5078,COUNCIL BLUFFS,1104.11,61.3394444444,78.0,20.8381481481,51501,62.46,3.47,3.69388888889,594.51,66.0566666667
1246,5079,DENISON,1710.09,90.0047368421,24.0,16.0953634085,51442,109.64,5.77052631579,3.53421052632,185.85,61.95
1247,5080,SPENCER,23506.93,131.323631285,21.0,16.4257488694,51301,2314.28,12.9289385475,4.70994413408,5659.02,120.404680851
1248,5081,ATLANTIC,3024.42,112.015555556,15.0,13.4029982363,50022,263.84,9.77185185185,3.03074074074,564.9,70.6125
1249,5082,ATLANTIC,1091.43,90.9525,15.0,14.8007142857,50022,79.19,6.59916666667,3.38666666667,362.79,60.465
1250,5083,SIOUX CITY,2564.4,106.85,97.0,19.1577380952,51104,162.45,6.76875,3.76,74.4,74.4
1251,5084,CEDAR RAPIDS,1284.0,91.7142857143,57.0,18.1128911565,52402,74.85,5.34642857143,4.00428571429,814.62,74.0563636364
1252,5085,HUDSON,809.63,73.6027272727,7.0,25.6318181818,50643,46.63,4.23909090909,7.77545454545,809.63,73.6027272727
1253,5086,SIOUX CITY,6410.35,123.275961538,97.0,16.2319413919,51106,452.15,8.69519230769,3.28230769231,810.6,101.325
1255,5088,HOSPERS,2015.45,95.9738095238,84.0,16.9139229025,51238,161.14,7.67333333333,3.56714285714,479.16,119.79
1256,5089,MISSOURI VALLEY,3198.24,35.536,43.0,18.9780714286,51555,216.82,2.40911111111,3.43888888889,884.03,26.7887878788
1257,5090,MUSCATINE,3827.79,103.453783784,70.0,19.7596396396,52761,226.69,6.12675675676,3.96216216216,2193.89,109.6945
1258,5091,MUSCATINE,2068.66,38.3085185185,70.0,18.5421516755,52761,159.42,2.95222222222,3.46018518519,523.82,47.62
1259,5092,WEST DES MOINES,5816.74,83.0962857143,77.0,19.9654965986,50265,328.09,4.687,4.16057142857,1815.54,139.656923077
1260,5093,LE CLAIRE,8847.96,42.3347368421,82.0,20.9037047163,52753,571.67,2.73526315789,4.96483253589,2430.57,43.4030357143
1261,5094,CEDAR RAPIDS,1384.32,86.52,57.0,13.9439880952,52401,139.72,8.7325,2.888125,511.86,85.31
1263,5096,NORTH LIBERTY,6711.18,113.748813559,52.0,17.2511702986,52317,437.5,7.41525423729,5.6293220339,2040.42,85.0175
1264,5097,CEDAR RAPIDS,8452.3,130.035384615,57.0,15.7311721612,52402,597.75,9.19615384615,4.66230769231,3160.02,126.4008
1265,5098,DES MOINES,9819.41,94.4174038462,77.0,20.8337454212,50311,556.4,5.35,3.91548076923,1360.74,61.8518181818
1266,5099,ANKENY,2953.83,89.51,77.0,17.718037518,50023,179.06,5.42606060606,4.07454545455,1250.49,78.155625
1267,5100,DAVENPORT,11772.55,140.149404762,82.0,18.7415079365,52802,740.77,8.81869047619,2.74916666667,2180.76,155.768571429
1268,5101,WATERLOO,10142.1,99.4323529412,7.0,18.5321008403,50701,651.36,6.38588235294,4.07431372549,1701.47,141.789166667
1269,5102,MOUNT VERNON,184582.16,279.246838124,57.0,20.8535811541,52314,12158.2,18.3936459909,6.27468986384,27695.76,208.238796992
1270,5103,MUSCATINE,1004.17,32.3925806452,70.0,19.3159139785,52761,60.14,1.94,4.82258064516,42.76,42.76
1271,5104,ARNOLD'S PARK,10013.69,44.1131718062,30.0,20.519700021,51331,557.77,2.45713656388,5.92127753304,1555.83,31.7516326531
1272,5105,NORTH LIBERTY,48834.45,129.878856383,52.0,19.8532260005,52317,3122.81,8.30534574468,5.79050531915,2708.56,79.6635294118
1273,5106,DEWITT,24079.12,183.810076336,23.0,15.0797128317,52742,1698.32,12.9642748092,4.71908396947,2691.84,192.274285714
1275,5108,BETTENDORF,6700.34,72.8297826087,82.0,17.2983126294,52722,523.91,5.69467391304,3.8575,999.95,71.425
1279,5112,Inwood,4219.35,156.272222222,60.0,18.9771781305,51240,257.0,9.51851851852,5.92666666667,803.56,200.89
1280,5113,WATERLOO,11490.03,101.681681416,7.0,22.4655836494,50703,645.47,5.71212389381,3.30946902655,2427.84,151.74
1281,5114,MISSOURI VALLEY,1589.1,93.4764705882,43.0,17.802464986,51555,100.87,5.93352941176,4.05529411765,406.02,67.67
1282,5115,MANLY,2205.14,78.755,98.0,12.8732823129,50456,173.7,6.20357142857,3.47178571429,601.02,150.255
1283,5116,NEWTON,13278.17,77.1986627907,94.0,19.1079094539,50702,885.4,5.1476744186,4.36872093023,1406.57,61.1552173913
1286,5119,CORWITH,2690.94,112.1225,41.0,13.4373015873,50430,226.75,9.44791666667,5.24166666667,112.5,112.5
1293,5128,DES MOINES,19885.48,92.9228037383,77.0,13.6330312639,50310,1680.68,7.85364485981,4.30476635514,477.0,159.0
1367,9001,SWISHER,28208.52,1226.4573913,52.0,40.1437681159,52338,639.0,27.7826086957,9.47391304348,2341.08,468.216
1368,9002,LECLAIRE,37700.52,856.83,82.0,34.4963636364,52753,1242.0,28.2272727273,6.87159090909,4865.16,540.573333333
1369,9010,NORWALK,5757.96,359.8725,91.0,26.9641666667,50211,212.4,13.275,5.96375,3861.6,482.7
