,storeNumber,city,totalSales15,averageSale15,countyNumber,averagePrice(L),zipCode,totalVolSold(L)15,averageVolSold(L)15,averageMargin15,predictor,Q1AverageSales15,TotalSales16toDate,AverageSale16toDate,Q1TotalSales16,Q1AverageSale16
303,3766.0,NEW HAMPTON,8716.96,64.0952941176,19.0,15.3404691877,50659,845.23,6.21492647059,4.9525,2504.24,80.7819354839,130.81,43.6033333333,130.81,43.6033333333
304,3769.0,CEDAR FALLS,55042.92,174.739428571,7.0,13.4785608466,50613,4584.0,14.5523809524,4.97819047619,9034.26,153.123050847,10626.06,134.507088608,10626.06,134.507088608
305,3772.0,DES MOINES,26845.27,187.729160839,77.0,21.5747236097,50314,1334.65,9.33321678322,3.65846153846,1055.58,150.797142857,10185.88,172.642033898,10185.88,172.642033898
306,3773.0,CEDAR RAPIDS,232460.41,249.421040773,57.0,24.6613019875,52401,12564.22,13.4809227468,6.96030042918,48574.94,224.883981481,66202.79,271.322909836,66202.79,271.322909836
307,3774.0,DUBUQUE,15309.07,125.484180328,31.0,11.133735363,52001,1724.25,14.1331967213,3.19991803279,4602.58,131.502285714,2665.62,95.2007142857,2665.62,95.2007142857
308,3776.0,DAVENPORT,51421.2,156.295440729,82.0,14.7093718338,52806,3595.5,10.9285714286,5.01015197568,11921.76,170.310857143,9287.52,128.993333333,9287.52,128.993333333
309,3778.0,DES MOINES,10820.72,48.5234080717,77.0,21.4447683109,50310,608.77,2.7299103139,4.26650224215,2306.88,49.0825531915,2863.85,58.4459183673,2863.85,58.4459183673
310,3779.0,FORT DODGE,5435.14,98.8207272727,94.0,16.0560692641,50501,459.4,8.35272727273,4.238,1331.64,95.1171428571,1676.12,76.1872727273,1676.12,76.1872727273
311,3782.0,GUTTENBURG,11397.73,103.615727273,22.0,13.902534632,52052,887.3,8.06636363636,4.71609090909,1935.21,80.63375,2112.26,57.0881081081,2112.26,57.0881081081
312,3783.0,POCAHONTAS,21527.77,88.2285655738,76.0,15.568481655,50574,1995.84,8.17967213115,4.53729508197,10062.43,164.957868852,4561.96,86.0747169811,4561.96,86.0747169811
313,3784.0,INDEPENDENCE,25800.13,123.445598086,10.0,16.59789018,50644,1794.39,8.58559808612,4.94459330144,4709.89,104.664222222,4816.36,117.472195122,4816.36,117.472195122
314,3785.0,DES MOINES,13057.3,70.2005376344,77.0,18.8366199437,50315,962.15,5.17284946237,4.51193548387,4234.02,78.4077777778,2989.03,67.9325,2989.03,67.9325
315,3789.0,OSKALOOSA,24149.4,206.405128205,62.0,15.0085470085,52577,1800.0,15.3846153846,5.31521367521,5779.92,251.300869565,3536.22,141.4488,3536.22,141.4488
316,3790.0,MT PLEASANT,27576.48,194.20056338,44.0,15.2756002683,52641,2064.0,14.5352112676,5.33598591549,4193.76,174.74,4619.7,149.022580645,4619.7,149.022580645
317,3803.0,STRAWBERRY POINT,4281.48,115.715675676,22.0,11.1361647362,52076,406.5,10.9864864865,4.83297297297,1073.76,119.306666667,1533.66,90.2152941176,1533.66,90.2152941176
318,3805.0,DAVENPORT,38364.56,129.61,82.0,26.273957529,52084,1685.68,5.69486486486,4.48023648649,9046.09,119.0275,9393.84,125.2512,9393.84,125.2512
319,3806.0,WEST DES MOINES,24603.3,201.666393443,77.0,18.5584289617,50266,1377.3,11.2893442623,6.14852459016,4585.08,152.836,6479.1,179.975,6479.1,179.975
320,3808.0,LA PORTE CITY,11738.16,60.8194818653,7.0,15.3089958056,50651,953.95,4.94274611399,4.42901554404,2766.17,56.4524489796,3191.1,58.02,3191.1,58.02
321,3811.0,KEOKUK,19715.34,154.02609375,56.0,14.7588244048,52632,1503.0,11.7421875,5.46109375,3549.72,141.9888,4353.46,131.923030303,4353.46,131.923030303
322,3813.0,MOUNT AYR,9506.28,83.3884210526,80.0,13.0390768588,50854,814.65,7.14605263158,4.91280701754,1262.37,70.1316666667,1532.34,72.9685714286,1532.34,72.9685714286
323,3814.0,WEST DES MOINES,247417.42,2061.81183333,25.0,27.8608452381,50266,12984.0,108.2,8.78108333333,56443.62,2454.07043478,63118.98,3322.05157895,63118.98,3322.05157895
324,3816.0,RED OAK,15948.97,83.9419473684,69.0,17.4260388471,51566,1189.89,6.26257894737,5.23336842105,3338.59,81.4290243902,2319.13,56.5641463415,2319.13,56.5641463415
325,3818.0,KNOXVILLE,19976.56,31.8098089172,63.0,17.4340938732,50138,1352.93,2.15434713376,4.49469745223,4946.14,34.1113103448,4371.32,33.8862015504,4371.32,33.8862015504
326,3819.0,DECORAH,24303.36,79.683147541,96.0,17.8435579015,52101,1923.39,6.30619672131,5.22452459016,4160.36,86.6741666667,7703.96,92.8187951807,7703.96,92.8187951807
327,3820.0,SIOUX CITY,172792.22,210.9795116,97.0,20.5334045584,51103,9760.14,11.9171428571,5.36652014652,51033.86,219.973534483,41398.82,229.993444444,41398.82,229.993444444
328,3822.0,SWISHER,5395.65,42.8226190476,52.0,21.1644633409,52338,320.38,2.5426984127,6.58182539683,1264.93,63.2465,1252.13,50.0852,1252.13,50.0852
329,3825.0,DES MOINES,18004.38,92.8060824742,77.0,20.1589175258,50316,1119.0,5.76804123711,3.64922680412,3711.98,84.3631818182,4339.24,92.3242553191,4339.24,92.3242553191
331,3829.0,MOUNT VERNON,12884.31,59.6495833333,57.0,15.5845061728,52314,1002.75,4.64236111111,4.35365740741,4591.15,58.1158227848,5071.3,75.6910447761,5071.3,75.6910447761
332,3830.0,CRESTON,31623.3,163.851295337,88.0,14.630984456,50801,2367.0,12.2642487047,5.59357512953,6652.26,166.3065,5499.96,148.647567568,5499.96,148.647567568
333,3831.0,MADRID,8566.47,56.3583552632,8.0,14.8874686717,50156,691.26,4.54776315789,4.11690789474,1824.2,82.9181818182,1514.25,54.0803571429,1514.25,54.0803571429
334,3833.0,ATLANTIC,17176.62,157.583669725,15.0,13.7102315422,50022,1485.0,13.623853211,5.07623853211,4127.4,179.452173913,4377.24,156.33,4377.24,156.33
335,3838.0,BETTENDORF,43016.15,164.812835249,48.0,15.762334428,52722,2951.25,11.3074712644,5.19191570881,9240.54,130.148450704,10676.48,177.941333333,10676.48,177.941333333
336,3841.0,DUBUQUE,7184.5,43.2801204819,31.0,14.0172834194,52001,706.89,4.25837349398,3.48608433735,2267.87,51.5425,803.48,21.1442105263,803.48,21.1442105263
337,3842.0,BANCROFT,32827.2,101.318518519,55.0,17.9039008112,50517,2322.57,7.16842592593,5.4575617284,6050.89,81.7687837838,6864.75,146.058510638,6864.75,146.058510638
338,3845.0,OTHO,1860.06,97.8978947368,94.0,12.9162907268,50569,154.5,8.13157894737,2.95631578947,142.98,71.49,102.06,102.06,102.06,102.06
339,3849.0,DYERSVILLE,8149.51,83.1582653061,31.0,16.5285325559,52040,634.55,6.475,4.62418367347,1500.73,83.3738888889,3624.31,129.439642857,3624.31,129.439642857
340,3853.0,DAVENPORT,15222.18,140.946111111,82.0,19.6592857143,52804,989.68,9.1637037037,2.9825,3194.39,103.04483871,2476.62,130.348421053,2476.62,130.348421053
341,3855.0,STORM LAKE,7747.87,68.5652212389,11.0,19.6039780868,50588,524.91,4.64522123894,4.70601769912,1231.9,45.6259259259,1319.05,47.1089285714,1319.05,47.1089285714
342,3857.0,WAUKON,31604.56,99.6989274448,3.0,15.8074042361,52172,2225.12,7.01930599369,5.36788643533,4735.92,98.665,7069.83,84.1646428571,7069.83,84.1646428571
343,3858.0,DAVENPORT,18985.81,68.7891666667,82.0,17.0375741891,52806,1477.66,5.35384057971,4.27746376812,4368.13,76.6338596491,4772.75,73.4269230769,4772.75,73.4269230769
344,3859.0,INDEPENDENCE,26230.26,194.298222222,10.0,14.9074144621,50644,1995.0,14.7777777778,5.20192592593,7131.72,182.864615385,4498.38,179.9352,4498.38,179.9352
346,3866.0,AMES,12133.42,173.334571429,85.0,18.3200170068,50010,704.7,10.0671428571,6.23071428571,1346.88,149.653333333,3110.42,182.965882353,3110.42,182.965882353
347,3868.0,MARION,60919.23,168.285165746,57.0,14.264130492,52302,4838.25,13.3653314917,5.22872928177,13585.26,159.826588235,11568.66,167.66173913,11568.66,167.66173913
348,3869.0,CORALVILLE,35131.57,51.7401620029,52.0,22.6027691902,52241,1767.0,2.60235640648,5.6748011782,7153.37,54.1921969697,10155.24,54.8931891892,10155.24,54.8931891892
349,3870.0,ALTOONA,9749.34,180.543333333,77.0,20.422292769,50009,517.5,9.58333333333,6.235,1744.38,145.365,1444.26,180.5325,1444.26,180.5325
350,3871.0,WEST DES MOINES,9398.2,180.734615385,77.0,19.8006639194,50266,494.7,9.51346153846,6.65673076923,2081.94,189.267272727,2881.2,205.8,2881.2,205.8
351,3872.0,DUBUQUE,6713.22,163.737073171,31.0,19.5565156794,52003,360.0,8.78048780488,6.15682926829,2026.32,168.86,2028.12,184.374545455,2028.12,184.374545455
352,3873.0,CORALVILLE,17021.34,175.477731959,52.0,18.4603043692,52241,978.0,10.0824742268,5.68773195876,2482.68,165.512,2136.12,164.316923077,2136.12,164.316923077
353,3876.0,MANSON,6387.86,69.4332608696,13.0,14.3279813665,50563,492.62,5.35456521739,4.2697826087,1181.42,47.2568,1611.86,73.2663636364,1611.86,73.2663636364
354,3877.0,DES MOINES,14305.82,174.461219512,77.0,19.9706286295,50322,762.6,9.3,6.71256097561,2928.66,172.274117647,1568.36,156.836,1568.36,156.836
355,3879.0,SIOUX CITY,11804.84,171.084637681,97.0,18.9646290545,51106,651.9,9.44782608696,6.54057971014,2242.56,140.16,1838.82,183.882,1838.82,183.882
356,3880.0,COUNCIL BLUFFS,10512.68,219.014166667,78.0,22.8817286706,51503,500.1,10.41875,7.67291666667,3018.8,251.566666667,1909.46,146.881538462,1909.46,146.881538462
357,3881.0,MARSHALLTOWN,46690.89,196.180210084,64.0,20.241432573,50158,2659.2,11.1731092437,6.57478991597,10907.73,178.815245902,11918.88,192.24,11918.88,192.24
358,3882.0,DAVENPORT,4969.34,54.0145652174,82.0,15.1570082816,52802,419.74,4.56239130435,3.07304347826,1370.95,52.7288461538,1136.42,71.02625,1136.42,71.02625
359,3886.0,ANAMOSA,30174.78,214.005531915,53.0,15.097723742,52205,2386.5,16.9255319149,5.19794326241,5928.9,211.746428571,6639.48,201.196363636,6639.48,201.196363636
360,3888.0,GRINNELL,20069.4,165.862809917,79.0,14.3689413617,50112,1543.5,12.7561983471,5.27016528926,4748.16,175.857777778,2419.98,151.24875,2419.98,151.24875
361,3889.0,WAVERLY,21290.94,204.720576923,9.0,13.5321886447,50677,1888.5,18.1586538462,5.09317307692,5664.54,182.727096774,5879.7,178.172727273,5879.7,178.172727273
362,3890.0,CEDAR RAPIDS,16125.57,30.1976966292,57.0,19.4807949884,52405,1094.88,2.05033707865,3.19279026217,4052.72,27.9497931034,3366.09,38.6906896552,3366.09,38.6906896552
363,3891.0,EMMETSBURG,3875.16,168.485217391,74.0,15.4973913043,50536,265.5,11.5434782609,4.94956521739,1556.64,222.377142857,1474.05,163.783333333,1474.05,163.783333333
364,3894.0,CEDAR RAPIDS,12705.42,55.7255263158,57.0,17.3531411863,52402,1005.58,4.41043859649,2.25026315789,2757.56,70.7066666667,2272.53,90.9012,2272.53,90.9012
365,3896.0,IOWA CITY,20643.38,59.3200574713,52.0,21.0080637657,52240,1145.98,3.29304597701,3.09704022989,4474.94,53.914939759,3576.07,77.7406521739,3576.07,77.7406521739
366,3899.0,WEST DES MOINES,47295.36,161.970410959,77.0,14.9442857143,50266,3513.0,12.0308219178,5.30907534247,9444.84,157.414,11355.66,153.454864865,11355.66,153.454864865
367,3901.0,FORT DODGE,7514.0,183.268292683,94.0,19.6721864111,50501,422.1,10.2951219512,6.48536585366,1957.34,163.111666667,2209.08,200.825454545,2209.08,200.825454545
368,3907.0,MUSCATINE,8407.24,35.0301666667,70.0,19.8248472222,52761,537.8,2.24083333333,3.53775,2222.85,36.4401639344,1450.37,26.3703636364,1450.37,26.3703636364
369,3908.0,FORT MADISON,18547.2,118.135031847,56.0,11.504974219,52627,1725.0,10.9872611465,4.26929936306,5800.26,120.83875,1295.76,107.98,1295.76,107.98
370,3909.0,MELCHER-DALLAS,13171.39,93.4141134752,63.0,17.4483046268,50163,941.51,6.67737588652,4.92106382979,3068.1,109.575,3111.35,103.711666667,3111.35,103.711666667
371,3910.0,RIVERSIDE,11935.51,172.978405797,92.0,23.3202691511,52327,591.25,8.56884057971,6.64782608696,3418.58,162.78952381,3612.18,180.609,3612.18,180.609
372,3912.0,CEDAR RAPIDS,14785.72,32.8571555556,57.0,20.8841978836,52405,993.94,2.20875555556,3.29471111111,3958.84,25.3771794872,2860.99,32.1459550562,2860.99,32.1459550562
373,3916.0,OTTUMWA,7762.55,27.4295053004,90.0,17.2216574121,52501,610.65,2.15777385159,2.89077738516,1519.7,24.5112903226,1475.69,26.8307272727,1475.69,26.8307272727
374,3917.0,DAVENPORT,18041.52,63.9770212766,82.0,19.6281914894,52804,1252.11,4.44010638298,3.40234042553,3882.01,63.6395081967,4070.1,65.6467741935,4070.1,65.6467741935
375,3918.0,DAVENPORT,5308.28,62.4503529412,82.0,18.3359439776,52802,437.6,5.14823529412,3.64776470588,1229.99,53.477826087,1625.31,56.0451724138,1625.31,56.0451724138
376,3920.0,CLINTON,14166.2,32.4912844037,23.0,18.6839602446,52732,1082.14,2.48197247706,3.65626146789,2716.59,26.6332352941,3170.04,29.3522222222,3170.04,29.3522222222
378,3926.0,IOWA CITY,73182.73,145.49250497,52.0,18.0079702736,52240,5506.73,10.9477733598,4.76584493042,21966.77,152.547013889,20558.16,153.419104478,20558.16,153.419104478
379,3928.0,NORTH LIBERTY,12098.48,47.6318110236,52.0,20.9661698538,52317,763.8,3.00708661417,3.41511811024,3684.3,38.378125,4318.28,73.1911864407,4318.28,73.1911864407
380,3930.0,ST LUCAS,6810.42,174.626153846,33.0,18.8448717949,52166,394.25,10.108974359,7.82948717949,2240.58,149.372,2958.66,164.37,2958.66,164.37
381,3932.0,MAPLETON,22826.04,67.9346428571,67.0,15.4145510913,51034,1797.38,5.3493452381,5.12574404762,5327.24,71.0298666667,6179.33,69.4306741573,6179.33,69.4306741573
382,3934.0,MAQUOKETA,19990.92,178.490357143,49.0,13.7883928571,52060,1723.5,15.3883928571,5.81223214286,5382.3,244.65,5223.12,145.086666667,5223.12,145.086666667
383,3942.0,TOLEDO,37912.43,75.0741188119,86.0,17.1470933522,52342,2781.38,5.50768316832,4.49697029703,8336.23,66.68984,11939.54,85.2824285714,11939.54,85.2824285714
384,3943.0,NEVADA,13837.01,36.222539267,85.0,16.1062203939,50201,1137.74,2.97837696335,4.10154450262,3225.37,34.3124468085,4605.58,50.6107692308,4605.58,50.6107692308
385,3944.0,DUBUQUE,100137.19,705.191478873,31.0,17.2899362844,52002,8272.25,58.2552816901,6.28014084507,16624.74,664.9896,6649.5,246.277777778,6649.5,246.277777778
386,3947.0,BROOKLYN,9976.63,65.6357236842,79.0,16.7764379699,52211,788.2,5.18552631579,5.23236842105,2504.81,69.5780555556,2138.0,64.7878787879,2138.0,64.7878787879
387,3949.0,PELLA,17988.12,199.868,63.0,15.1601481481,50219,1267.5,14.0833333333,5.153,2430.42,162.028,2108.94,131.80875,2108.94,131.80875
388,3950.0,STATE CENTER,3368.04,28.7866666667,48.0,13.7653886854,50247,298.32,2.54974358974,3.60085470085,960.46,26.6794444444,1311.18,35.4372972973,1311.18,35.4372972973
389,3952.0,BETTENDORF,333311.98,363.48089422,82.0,23.1686311471,52722,18637.38,20.3242966194,6.58895310796,85840.78,390.185363636,59139.45,265.199327354,59139.45,265.199327354
390,3957.0,EDGEWOOD,4914.12,69.2129577465,22.0,13.5141649899,52042,415.5,5.85211267606,4.60464788732,1020.52,63.7825,1094.49,72.966,1094.49,72.966
391,3959.0,DUBUQUE,9140.08,58.9682580645,31.0,14.0517880184,52001,989.48,6.38374193548,3.71187096774,1459.92,45.6225,1293.32,51.7328,1293.32,51.7328
392,3963.0,COUNCIL BLUFFS,14750.81,34.7896462264,78.0,17.6092722372,51501,1023.52,2.41396226415,3.14622641509,4032.91,34.7664655172,8990.36,96.6705376344,8990.36,96.6705376344
393,3964.0,SIOUX RAPIDS,7190.41,50.2825874126,11.0,13.3428737929,50585,619.22,4.33020979021,4.83853146853,2144.54,53.6135,1806.36,38.4331914894,1806.36,38.4331914894
394,3968.0,MONROE,4695.59,85.3743636364,50.0,14.8768917749,50170,352.25,6.40454545455,4.76563636364,694.26,86.7825,906.16,75.5133333333,906.16,75.5133333333
397,3972.0,HUBBARD,3876.58,63.5504918033,42.0,13.245175644,50122,408.12,6.69049180328,4.20147540984,462.58,51.3977777778,788.5,46.3823529412,788.5,46.3823529412
399,3980.0,IOWA CITY,61060.5,165.925271739,52.0,15.1510468427,52246,4342.5,11.8002717391,5.05157608696,12531.36,156.642,11244.36,144.158461538,11244.36,144.158461538
400,3981.0,SIOUX CENTER,37057.56,174.799811321,84.0,16.0400404313,51250,2562.0,12.0849056604,5.40462264151,7297.14,177.97902439,7067.04,196.306666667,7067.04,196.306666667
401,3986.0,SIOUX CITY,33925.38,100.370946746,97.0,19.449443153,51101,2083.49,6.16417159763,5.06023668639,7878.25,101.003205128,9184.11,105.564482759,9184.11,105.564482759
402,3987.0,ALGONA,25765.52,142.350939227,55.0,17.2616521968,50511,1969.52,10.8813259669,5.49729281768,3848.2,124.135483871,2617.12,90.2455172414,2617.12,90.2455172414
403,3989.0,CHEROKEE,14416.42,100.114027778,18.0,15.9637772817,51012,1055.21,7.32784722222,4.63930555556,3076.96,90.4988235294,3857.89,110.225428571,3857.89,110.225428571
404,3990.0,OSKALOOSA,33335.34,69.448625,62.0,20.2822708333,52577,2316.74,4.82654166667,5.36070833333,7278.46,56.86296875,8896.66,80.8787272727,8896.66,80.8787272727
405,3993.0,WATERLOO,28992.83,115.509282869,7.0,21.7750664011,50701,1530.72,6.09848605578,4.14466135458,5680.49,103.281636364,5477.26,89.791147541,5477.26,89.791147541
406,3995.0,CEDAR FALLS,43059.99,219.693826531,7.0,18.0724854227,50613,3022.0,15.4183673469,5.38469387755,10739.71,268.49275,10613.79,221.120625,10613.79,221.120625
407,3997.0,OSCEOLA,14799.54,178.307710843,20.0,14.82356856,50213,1107.0,13.3373493976,5.46,2734.98,170.93625,2118.24,192.567272727,2118.24,192.567272727
408,4000.0,WOODBINE,6444.7,52.3959349593,43.0,15.2271738289,51579,449.2,3.65203252033,4.13853658537,1499.72,45.4460606061,1655.58,51.736875,1655.58,51.736875
409,4001.0,CARROLL,23931.66,168.532816901,14.0,14.244674715,51401,1919.25,13.5158450704,5.58971830986,5343.78,172.38,4607.82,135.524117647,4607.82,135.524117647
410,4004.0,AMES,41235.72,171.8155,85.0,15.1873055556,50010,3094.5,12.89375,5.28204166667,7689.42,150.772941176,9080.7,156.563793103,9080.7,156.563793103
411,4006.0,LARCHWOOD,11546.42,183.276507937,60.0,16.6863340892,51241,752.25,11.9404761905,5.4073015873,3116.64,164.033684211,1748.04,174.804,1748.04,174.804
412,4008.0,ANTHON,9452.11,64.3000680272,97.0,15.6005830904,51004,769.93,5.23761904762,4.48755102041,1891.05,75.642,926.41,54.4947058824,926.41,54.4947058824
413,4010.0,GLENWOOD,6845.82,112.226557377,65.0,12.3954957065,51534,587.25,9.62704918033,3.85016393443,1366.74,97.6242857143,2837.22,113.4888,2837.22,113.4888
414,4011.0,ALBIA,16557.65,108.931907895,68.0,16.8207550125,52531,1172.17,7.71164473684,4.65440789474,4273.14,112.451052632,2477.02,82.5673333333,2477.02,82.5673333333
416,4013.0,TIPTON,11077.08,162.898235294,16.0,16.7857913165,52772,733.5,10.7867647059,4.85382352941,1210.56,151.32,604.56,201.52,604.56,201.52
417,4014.0,DENISON,21490.96,147.198356164,24.0,14.9926647097,51442,1565.7,10.7239726027,5.12452054795,4378.48,132.681212121,4446.64,130.783529412,4446.64,130.783529412
418,4015.0,AMES,28580.48,204.146285714,85.0,16.4441564626,50010,2370.0,16.9285714286,5.5095,5421.54,159.457058824,5206.5,173.55,5206.5,173.55
419,4016.0,CONRAD,3709.55,63.9577586207,38.0,15.2670935961,50621,320.88,5.5324137931,5.01155172414,775.66,59.6661538462,831.54,63.9646153846,831.54,63.9646153846
420,4018.0,GLADBROOK,3213.47,57.3833928571,48.0,13.7704676871,50635,278.25,4.96875,3.89857142857,582.7,64.7444444444,919.91,51.1061111111,919.91,51.1061111111
421,4019.0,MANCHESTER,27067.2,170.233962264,28.0,14.638065289,52057,2148.0,13.5094339623,5.40748427673,4521.42,137.012727273,6373.68,199.1775,6373.68,199.1775
422,4021.0,FAIRFIELD,20316.54,136.35261745,51.0,15.3099968041,52556,1451.4,9.74093959732,5.09476510067,3220.86,123.879230769,4365.6,140.825806452,4365.6,140.825806452
423,4023.0,BOONE,23959.8,146.992638037,8.0,15.2768331873,50036,1668.0,10.2331288344,5.57944785276,5830.92,153.445263158,5134.2,151.005882353,5134.2,151.005882353
424,4024.0,IOWA FALLS,11173.1,159.615714286,42.0,16.382122449,50126,867.0,12.3857142857,5.00157142857,2709.24,142.591578947,798.78,159.756,798.78,159.756
425,4025.0,BELLE PLAINE,7568.84,55.2470072993,6.0,15.5486930831,52208,701.45,5.1200729927,4.27897810219,1226.32,53.3182608696,2074.39,62.8603030303,2074.39,62.8603030303
426,4027.0,CENTERVILLE,15417.66,130.658135593,4.0,13.1810371267,52544,1233.0,10.4491525424,4.52737288136,4314.66,154.095,3891.48,111.185142857,3891.48,111.185142857
428,4034.0,POSTVILLE,2923.33,94.3009677419,3.0,13.5258064516,52162,273.8,8.83225806452,4.33935483871,275.79,55.158,1513.17,100.878,1513.17,100.878
429,4042.0,GLENWOOD,3990.9,166.2875,65.0,29.2890277778,51534,224.25,9.34375,11.65375,1877.56,208.617777778,1187.22,197.87,1187.22,197.87
430,4046.0,CENTERVILLE,5127.31,39.1397709924,4.0,15.3302762632,52544,435.57,3.32496183206,4.19977099237,530.33,26.5165,1584.43,40.6264102564,1584.43,40.6264102564
431,4051.0,MAQUOKETA,22808.58,205.482702703,49.0,12.567022737,52060,2345.25,21.1283783784,4.57315315315,2330.43,105.928636364,2342.73,106.487727273,2342.73,106.487727273
432,4057.0,DES MOINES,45577.42,167.564044118,77.0,27.4755103291,50316,2238.1,8.22830882353,6.32658088235,7995.22,111.044722222,11434.07,184.420483871,11434.07,184.420483871
434,4062.0,DES MOINES,31916.59,97.3066768293,77.0,22.9442846254,50314,1636.71,4.9899695122,4.53777439024,10364.64,112.659130435,5731.92,106.146666667,5731.92,106.146666667
435,4067.0,WELLMAN,10487.18,52.4359,90.0,17.7163886905,52356,823.99,4.11995,5.15865,1907.68,44.3646511628,1740.89,38.6864444444,1740.89,38.6864444444
436,4068.0,WEST DES MOINES,19787.8,74.3902255639,77.0,20.8845238095,50265,1146.73,4.31101503759,4.11721804511,4530.93,88.8417647059,5923.02,82.2641666667,5923.02,82.2641666667
437,4069.0,OTTUMWA,19921.06,321.307419355,90.0,16.3273655914,52501,960.0,15.4838709677,5.20290322581,1035.2,60.8941176471,1742.03,116.135333333,1742.03,116.135333333
438,4070.0,BELLE PLAINE,19144.09,101.830265957,6.0,18.1897213779,52208,1540.74,8.19542553191,5.79021276596,4293.11,84.178627451,4975.44,97.5576470588,4975.44,97.5576470588
440,4073.0,FOREST CITY,46202.84,143.934080997,95.0,14.3492256342,50436,3956.74,12.3262928349,5.14,7508.99,112.074477612,12220.53,120.995346535,12220.53,120.995346535
441,4077.0,WATERLOO,16559.96,131.428253968,7.0,23.8743915344,50703,785.5,6.23412698413,4.19063492063,4665.76,155.525333333,3305.8,103.30625,3305.8,103.30625
442,4081.0,STORY CITY,7511.9,72.9310679612,85.0,12.4227600555,50248,695.5,6.75242718447,3.72213592233,1742.96,79.2254545455,1255.67,66.0878947368,1255.67,66.0878947368
443,4083.0,ANKENY,30771.23,130.941404255,77.0,16.8430131712,50021,2335.37,9.93774468085,5.03123404255,5822.39,76.6103947368,3718.97,77.4785416667,3718.97,77.4785416667
444,4084.0,ANKENY,17843.37,134.160676692,77.0,15.1218761189,50023,1470.5,11.0563909774,4.70556390977,3584.39,99.5663888889,3286.47,156.498571429,3286.47,156.498571429
446,4090.0,WINTHROP,3783.14,145.505384615,10.0,16.9297252747,50682,248.25,9.54807692308,5.60192307692,204.18,68.06,795.91,132.651666667,795.91,132.651666667
447,4091.0,CLEAR LAKE,18256.78,95.0873958333,17.0,14.3400570437,50428,1819.75,9.47786458333,4.54151041667,2317.93,57.94825,4369.76,82.4483018868,4369.76,82.4483018868
448,4092.0,NORWALK,23610.98,314.813066667,91.0,14.4851301587,50211,1741.87,23.2249333333,4.54786666667,3797.62,180.839047619,16880.58,482.302285714,16880.58,482.302285714
449,4097.0,SCHLESWIG,9918.29,54.7971823204,24.0,16.4196132597,51461,695.25,3.84116022099,5.8635359116,2280.81,50.6846666667,1425.68,52.802962963,1425.68,52.802962963
450,4098.0,WASHINGTON,16995.36,153.111351351,92.0,15.0381638782,52353,1171.5,10.5540540541,4.90144144144,3480.96,151.346086957,2954.88,140.708571429,2954.88,140.708571429
451,4102.0,AMES,14778.5,83.0252808989,85.0,12.7203986089,50010,1519.0,8.53370786517,4.00921348315,2645.43,55.113125,2267.22,62.9783333333,2267.22,62.9783333333
452,4103.0,AMES,17187.79,128.267089552,85.0,16.9993212509,50010,1165.2,8.69552238806,5.2773880597,4731.48,152.628387097,6697.89,171.740769231,6697.89,171.740769231
453,4104.0,MASON CITY,26620.96,260.989803922,17.0,11.8220961718,50401,2619.55,25.6818627451,4.4537254902,11220.6,487.852173913,7465.65,439.155882353,7465.65,439.155882353
454,4105.0,NEVADA,12605.43,58.9038785047,85.0,14.6782109479,50201,1129.25,5.27686915888,4.64476635514,2199.41,54.98525,3101.76,60.8188235294,3101.76,60.8188235294
455,4106.0,DUBUQUE,6393.22,38.7467878788,31.0,15.5608773449,52002,648.2,3.92848484848,3.66824242424,1484.89,32.9975555556,1228.59,40.953,1228.59,40.953
456,4107.0,BOONE,31116.14,123.968685259,8.0,15.2247846708,50036,2558.45,10.1930278884,5.00972111554,12006.94,222.350740741,3443.74,74.8639130435,3443.74,74.8639130435
457,4110.0,PARKERSBURG,7255.65,122.977118644,12.0,11.4877239709,50665,654.0,11.0847457627,4.09474576271,889.08,80.8254545455,4144.2,159.392307692,4144.2,159.392307692
459,4114.0,ATLANTIC,13719.45,102.383955224,15.0,23.5327398721,50022,938.52,7.00388059701,6.94014925373,2520.9,84.03,3762.66,104.518333333,3762.66,104.518333333
460,4116.0,LAKE VIEW,5304.84,123.368372093,81.0,19.4611184939,51450,377.75,8.78488372093,5.68627906977,747.78,149.556,1186.1,148.2625,1186.1,148.2625
461,4118.0,LAKE VIEW,13027.99,106.786803279,81.0,14.1590007806,51450,1079.7,8.85,4.86221311475,2393.95,88.6648148148,2073.39,98.7328571429,2073.39,98.7328571429
462,4119.0,CEDAR FALLS,7169.42,183.831282051,7.0,19.5919413919,50613,403.0,10.3333333333,5.7841025641,438.12,146.04,1810.98,164.634545455,1810.98,164.634545455
464,4125.0,WAPELLO,5688.35,44.7901574803,58.0,13.4666891639,52653,500.48,3.94078740157,3.89496062992,1558.2,33.1531914894,1007.19,53.01,1007.19,53.01
465,4126.0,SOLON,15522.81,146.441603774,52.0,15.9795867026,52333,1079.75,10.1863207547,5.0029245283,2272.26,133.662352941,5443.14,170.098125,5443.14,170.098125
466,4129.0,AMES,68035.93,67.4959623016,85.0,23.0789162887,50010,3370.91,3.34415674603,6.15203373016,13513.26,60.3270535714,19373.49,81.0606276151,19373.49,81.0606276151
467,4130.0,KEOSAUQUA,3319.86,144.34173913,89.0,14.9772049689,52565,231.0,10.0434782609,4.93652173913,777.48,194.37,1123.38,124.82,1123.38,124.82
