Country,72.3741666667
Electronica,60.2777777778
Gospel,56.0
Jazz,14.0
Latin,74.6531791908
Pop,58.8102189781
R&B,38.4597701149
Rap,60.0310633214
Reggae,42.0
Rock,78.7885581755
