schoolID,sysID,schoolName,sysName,county,street,city,state,zip,adress,latitude,longitude,locClass,chrtr,titleI,stdTchRatio,freeLnch,reducedLnch
193,660,CRABAPPLE CROSSING ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,12775 BIRMINGHAM HWY,ALPHARETTA,GA,30004,"12775 BIRMINGHAM HWY,ALPHARETTA,GA,30004",34.092973,-84.339388,21,No,No,16.8,13,8
104,656,CRABAPPLE LANE ELEMENTARY SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,450 CRABAPPLE LN,PEACHTREE CITY,GA,30269,"450 CRABAPPLE LN,PEACHTREE CITY,GA,30269",33.440161,-84.594429,21,No,No,16.6,97,13
184,660,CRABAPPLE MIDDLE SCHOOL,FULTON COUNTY,FULTON COUNTY,10700 CRABAPPLE RD,ROSWELL,GA,30075,"10700 CRABAPPLE RD,ROSWELL,GA,30075",34.040359,-84.363685,13,No,No,14.1,135,26
194,667,CRAIG ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1075 ROCKY RD,LAWRENCEVILLE,GA,30044,"1075 ROCKY RD,LAWRENCEVILLE,GA,30044",33.902078,-84.017789,21,No,No,14.5,264,76
101,721,CRAIG-HOUGHTON ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1001 4TH ST,AUGUSTA,GA,30901,"1001 4TH ST,AUGUSTA,GA,30901",33.462553,-81.961846,12,No,Yes,14.8,359,0
192,639,CRAWFORD COUNTY ELEMENTARY SCHOOL,CRAWFORD COUNTY,CRAWFORD COUNTY,P.O. BOX 308,ROBERTA,GA,31078,"P.O. BOX 308,ROBERTA,GA,31078",32.721807,-84.013243,42,No,Yes,16.6,671,71
193,639,CRAWFORD COUNTY HIGH SCHOOL,CRAWFORD COUNTY,CRAWFORD COUNTY,400 E AGENCY ST,ROBERTA,GA,31078,"400 E AGENCY ST,ROBERTA,GA,31078",32.720415,-84.004877,42,No,Yes,15.1,353,43
202,639,CRAWFORD COUNTY MIDDLE SCHOOL,CRAWFORD COUNTY,CRAWFORD COUNTY,P.O. BOX 335,ROBERTA,GA,31078,"P.O. BOX 335,ROBERTA,GA,31078",32.721807,-84.013243,42,No,Yes,14.8,263,42
102,660,CREEK VIEW ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,3995 WEBB BRIDGE RD,ALPHARETTA,GA,30005,"3995 WEBB BRIDGE RD,ALPHARETTA,GA,30005",34.074085,-84.241793,13,No,No,17.9,106,30
197,667,CREEKLAND MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,170 RUSSELL RD,LAWRENCEVILLE,GA,30043,"170 RUSSELL RD,LAWRENCEVILLE,GA,30043",34.001113,-84.008037,21,No,No,17.3,879,248
305,628,CREEKLAND MIDDLE SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,1555 OWENS STORE RD,CANTON,GA,30115,"1555 OWENS STORE RD,CANTON,GA,30115",34.236042,-84.333409,41,No,No,17.5,207,43
199,605,CREEKSIDE ELEMENTARY SCHOOL,BALDWIN COUNTY,BALDWIN COUNTY,372 BLANDY RD NW,MILLEDGEVILLE,GA,31061,"372 BLANDY RD NW,MILLEDGEVILLE,GA,31061",33.081019,-83.269323,32,No,Yes,18.4,529,76
291,660,CREEKSIDE HIGH SCHOOL,FULTON COUNTY,FULTON COUNTY,7405 HERNDON RD,FAIRBURN,GA,30213,"7405 HERNDON RD,FAIRBURN,GA,30213",33.558166,-84.627323,21,No,Yes,16.4,995,109
110,672,CREEKSIDE SCHOOL,HARRIS COUNTY,HARRIS COUNTY,8403 GA HIGHWAY 315,CATAULA,GA,31804,"8403 GA HIGHWAY 315,CATAULA,GA,31804",32.674806,-84.920656,42,No,Yes,16.1,211,77
106,628,CREEKVIEW HIGH SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,1550 OWENS STORE RD,CANTON,GA,30115,"1550 OWENS STORE RD,CANTON,GA,30115",34.237926,-84.336594,41,No,No,18.5,224,61
2050,726,CRESCENT ROAD ELEMENTARY SCHOOL,SPALDING COUNTY,SPALDING COUNTY,201 CRESCENT RD,GRIFFIN,GA,30224,"201 CRESCENT RD,GRIFFIN,GA,30224",33.232909,-84.262484,21,No,Yes,17.7,194,31
2664,761,CRIM HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,DEKALB COUNTY,256 CLIFTON ST SE,ATLANTA,GA,30317,"256 CLIFTON ST SE,ATLANTA,GA,30317",33.745978,-84.331106,11,No,Yes,6.2,251,7
2052,640,CRISP COUNTY ELEMENTARY SCHOOL,CRISP COUNTY,CRISP COUNTY,PO BOX 729,CORDELE,GA,31010,"PO BOX 729,CORDELE,GA,31010",31.97405,-83.782834,32,No,Yes,16,537,0
196,640,CRISP COUNTY HIGH SCHOOL,CRISP COUNTY,CRISP COUNTY,PO BOX 729,CORDELE,GA,31010,"PO BOX 729,CORDELE,GA,31010",31.97405,-83.782834,41,No,Yes,17,1087,0
197,640,CRISP COUNTY MIDDLE SCHOOL,CRISP COUNTY,CRISP COUNTY,PO BOX 729,CORDELE,GA,31010,"PO BOX 729,CORDELE,GA,31010",31.97405,-83.782834,32,No,Yes,16.1,910,0
5050,640,CRISP COUNTY PRE-K,CRISP COUNTY,CRISP COUNTY,PO BOX 729,CORDELE,GA,31010,"PO BOX 729,CORDELE,GA,31010",31.97405,-83.782834,32,No,Yes,16.3,632,0
115,640,CRISP COUNTY PRIMARY SCHOOL,CRISP COUNTY,CRISP COUNTY,327 OLD HATLEY RD,CORDELE,GA,31015,"327 OLD HATLEY RD,CORDELE,GA,31015",31.925891,-83.75247,32,No,No,17.10792873,428.0284571,46.01911961
205,891,CRISP RYDC,DEPARTMENT OF JUVENILE JUSTICE,CRISP COUNTY,130 REHAB RD,CORDELE,GA,31015,"130 REHAB RD,CORDELE,GA,31015",31.92562,-83.781559,41,No,Yes,17.10792873,428.0284571,46.01911961
187,620,CROOKED RIVER ELEMENTARY SCHOOL,CAMDEN COUNTY,CAMDEN COUNTY,3570 CHARLIE SMITH SR HWY,SAINT MARYS,GA,31558,"3570 CHARLIE SMITH SR HWY,SAINT MARYS,GA,31558",30.802651,-81.574493,32,No,Yes,18.3,226,99
194,736,CROSS CREEK ELEMENTARY SCHOOL,THOMAS COUNTY,THOMAS COUNTY,324 CLARK RD,THOMASVILLE,GA,31757,"324 CLARK RD,THOMASVILLE,GA,31757",30.866607,-83.948544,32,No,Yes,15.8,610,0
100,721,CROSS CREEK HIGH SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,3855 OLD WAYNESBORO RD,AUGUSTA,GA,30906,"3855 OLD WAYNESBORO RD,AUGUSTA,GA,30906",33.356602,-82.004534,41,No,No,17.4,1216,0
4054,644,CROSS KEYS HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1626 N DRUID HILLS RD NE,ATLANTA,GA,30319,"1626 N DRUID HILLS RD NE,ATLANTA,GA,30319",33.844167,-84.337725,21,No,Yes,16,1011,44
6595,653,CROSSROADS ALTERNATIVE,EMANUEL COUNTY,EMANUEL COUNTY,135 COLEMAN STREET,TWIN CITY,GA,30471,"135 COLEMAN STREET,TWIN CITY,GA,30471",32.58635,-82.159931,33,No,No,17.10792873,428.0284571,46.01911961
6595,632,CROSSROADS ALTERNATIVE SCHOOL,CLINCH COUNTY,CLINCH COUNTY,707 WIREGRASS ST,HOMERVILLE,GA,31634,"707 WIREGRASS ST,HOMERVILLE,GA,31634",31.036436,-82.745118,32,No,No,17.10792873,428.0284571,46.01911961
6001,727,CROSSROADS PROGRAM,STEPHENS COUNTY,STEPHENS COUNTY,191 OLD BIG A SCHOOL ROAD,TOCCOA,GA,30577,"191 OLD BIG A SCHOOL ROAD,TOCCOA,GA,30577",34.565216,-83.29493,41,No,No,17.10792873,428.0284571,46.01911961
6426,707,CROSSROADS PSYCHODEUCATIONAL PROGRAM,NEWTON COUNTY,NEWTON COUNTY,2109 NEWTON DRIVE,COVINGTON,GA,30014,"2109 NEWTON DRIVE,COVINGTON,GA,30014",33.599214,-83.853951,21,No,No,17.10792873,428.0284571,46.01911961
103,658,CUMMING ELEMENTARY SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,540 DAHLONEGA ST,CUMMING,GA,30040,"540 DAHLONEGA ST,CUMMING,GA,30040",34.220516,-84.135362,21,No,Yes,11.4,518,40
5066,761,D. H. STANTON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,970 MARTIN ST SE,ATLANTA,GA,30315,"970 MARTIN ST SE,ATLANTA,GA,30315",33.727949,-84.383251,11,No,Yes,10.5,249,0
191,667,DACULA ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,2500 FENCE RD,DACULA,GA,30019,"2500 FENCE RD,DACULA,GA,30019",33.999777,-83.903448,21,No,No,17.2,445,92
4052,667,DACULA HIGH SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,123 BROAD ST,DACULA,GA,30019,"123 BROAD ST,DACULA,GA,30019",33.990785,-83.900415,21,No,No,19.7,672,194
380,667,DACULA MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,137 DACULA RD,DACULA,GA,30019,"137 DACULA RD,DACULA,GA,30019",33.991333,-83.894701,21,No,No,19,639,167
195,641,DADE COUNTY HIGH SCHOOL,DADE COUNTY,DADE COUNTY,300 TRADITION LN,TRENTON,GA,30752,"300 TRADITION LN,TRENTON,GA,30752",34.872022,-85.50913,31,No,No,16.5,249,87
101,641,DADE ELEMENTARY SCHOOL,DADE COUNTY,DADE COUNTY,306 WOLVERINE DR,TRENTON,GA,30752,"306 WOLVERINE DR,TRENTON,GA,30752",34.871916,-85.51264,31,No,Yes,15.9,386,93
295,641,DADE MIDDLE SCHOOL,DADE COUNTY,DADE COUNTY,250 PACE DR,TRENTON,GA,30752,"250 PACE DR,TRENTON,GA,30752",34.869999,-85.519101,41,No,No,13.7,235,69
1050,710,DALLAS ELEMENTARY SCHOOL,PAULDING COUNTY,PAULDING COUNTY,520 HARDEE ST,DALLAS,GA,30132,"520 HARDEE ST,DALLAS,GA,30132",33.916142,-84.832284,21,No,Yes,14.6,317,42
4050,772,DALTON HIGH SCHOOL,DALTON CITY,WHITFIELD COUNTY,1500 MANLY ST,DALTON,GA,30720,"1500 MANLY ST,DALTON,GA,30720",34.779432,-84.986009,13,No,Yes,18.1,1014,136
201,772,DALTON MIDDLE SCHOOL,DALTON CITY,WHITFIELD COUNTY,1250 CROSS PLAINS TRL,DALTON,GA,30721,"1250 CROSS PLAINS TRL,DALTON,GA,30721",34.79214,-84.938033,13,No,Yes,13.9,1218,142
199,684,DAMES FERRY ELEMENTARY SCHOOL,JONES COUNTY,JONES COUNTY,545 GA HIGHWAY 18 W,GRAY,GA,31032,"545 GA HIGHWAY 18 W,GRAY,GA,31032",32.986078,-83.602476,41,No,Yes,14.2,214,50
4056,633,DANIELL MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,2900 SCOTT RD,MARIETTA,GA,30066,"2900 SCOTT RD,MARIETTA,GA,30066",34.022039,-84.531521,21,No,No,17.6,368,90
195,695,DANIELSVILLE ELEMENTARY SCHOOL,MADISON COUNTY,MADISON COUNTY,P.O. BOX 67,DANIELSVILLE,GA,30633,"P.O. BOX 67,DANIELSVILLE,GA,30633",34.124277,-83.221263,42,No,Yes,13.3,268,45
197,658,DAVES CREEK ELEMENTARY SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,3740 MELODY MIZER LN,CUMMING,GA,30041,"3740 MELODY MIZER LN,CUMMING,GA,30041",34.13715,-84.142022,21,No,No,18.1,75,17
104,676,DAVID A. PERDUE PRIMARY,HOUSTON COUNTY,HOUSTON COUNTY,150 BEAR COUNTRY BLVD,WARNER ROBINS,GA,31088,"150 BEAR COUNTRY BLVD,WARNER ROBINS,GA,31088",32.552603,-83.679309,13,No,No,15.9,243,73
195,620,DAVID L RAINER ELEMENTARY SCHOOL,CAMDEN COUNTY,CAMDEN COUNTY,850 MAY CREEK DR,KINGSLAND,GA,31548,"850 MAY CREEK DR,KINGSLAND,GA,31548",30.777078,-81.665046,32,No,Yes,17.5,250,54
4562,721,DAVIDSON MAGNET SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,615 12TH ST,AUGUSTA,GA,30901,"615 12TH ST,AUGUSTA,GA,30901",33.473355,-81.974912,12,No,No,17.4,766,0
4056,706,DAVIS ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1822 SHEPHERD DR,COLUMBUS,GA,31906,"1822 SHEPHERD DR,COLUMBUS,GA,31906",32.457641,-84.965708,12,No,Yes,15.8,400,0
388,633,DAVIS ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,2433 JAMERSON RD,MARIETTA,GA,30066,"2433 JAMERSON RD,MARIETTA,GA,30066",34.073312,-84.480958,21,No,No,13.7,58,7
275,641,DAVIS ELEMENTARY SCHOOL,DADE COUNTY,DADE COUNTY,5491 HIGHWAY 301,TRENTON,GA,30752,"5491 HIGHWAY 301,TRENTON,GA,30752",34.885459,-85.54512,41,No,Yes,13.6,168,48
3050,755,DAWNVILLE ELEMENTARY SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,1380 DAWNVILLE RD NE,DALTON,GA,30721,"1380 DAWNVILLE RD NE,DALTON,GA,30721",34.820772,-84.877863,41,No,Yes,13.9,413,63
198,642,DAWSON COUNTY HIGH SCHOOL,DAWSON COUNTY,DAWSON COUNTY,P.O. BOX 129,DAWSONVILLE,GA,30534,"P.O. BOX 129,DAWSONVILLE,GA,30534",34.421205,-84.11908,41,No,No,19.9,325,98
5056,706,DAWSON ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,180 NORTHSTAR DR,COLUMBUS,GA,31907,"180 NORTHSTAR DR,COLUMBUS,GA,31907",32.44361,-84.905534,12,No,Yes,15.4,312,0
191,697,DEARING ELEMENTARY SCHOOL,MCDUFFIE COUNTY,MCDUFFIE COUNTY,500 MAIN ST N,DEARING,GA,30808,"500 MAIN ST N,DEARING,GA,30808",33.423804,-82.385169,42,No,Yes,17.3,340,65
3050,773,DECATUR HIGH SCHOOL,DECATUR CITY,DEKALB COUNTY,310 N MCDONOUGH ST,DECATUR,GA,30030,"310 N MCDONOUGH ST,DECATUR,GA,30030",33.771669,-84.29726,21,No,Yes,13.8,180,24
105,721,DEER CHASE ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1780 DEER CHASE LN,HEPHZIBAH,GA,30815,"1780 DEER CHASE LN,HEPHZIBAH,GA,30815",33.370941,-82.099875,12,No,Yes,17.4,572,0
304,761,DEERWOOD ACADEMY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,3070 FAIRBURN RD SW,ATLANTA,GA,30331,"3070 FAIRBURN RD SW,ATLANTA,GA,30331",33.670177,-84.514231,11,No,Yes,16.4,617,0
1010,644,DEKALB ACADEMY OF TECHNOLOGY AND THE ENVIRONMENT C,DEKALB COUNTY,DEKALB COUNTY,1492 KELTON DR,STONE MOUNTAIN,GA,30083,"1492 KELTON DR,STONE MOUNTAIN,GA,30083",33.824418,-84.19961,21,Yes,No,20.7,228,14
500,644,DEKALB ALTERNATIVE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,5855 MEMORIAL DR,STONE MOUNTAIN,GA,30083,"5855 MEMORIAL DR,STONE MOUNTAIN,GA,30083",33.800068,-84.19884,21,No,Yes,3.9,146,0
407,644,DEKALB EARLY COLLEGE ACADEMY,DEKALB COUNTY,DEKALB COUNTY,1701 MOUNTAIN INDUSTRIAL BLVD,STONE MOUNTAIN,GA,30083,"1701 MOUNTAIN INDUSTRIAL BLVD,STONE MOUNTAIN,GA,30083",33.83259,-84.194653,21,No,Yes,18.3,156,24
1050,644,DEKALB ELEMENTARY SCHOOL OF THE ARTS,DEKALB COUNTY,DEKALB COUNTY,797 FAYETTEVILLE RD SE,ATLANTA,GA,30316,"797 FAYETTEVILLE RD SE,ATLANTA,GA,30316",33.734772,-84.316237,21,No,Yes,17.6,321,64
705,644,DEKALB PATH ACADEMY CHARTER SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3007 HERMACE DRIVE,ATLANTA,GA,30319,"3007 HERMACE DRIVE,ATLANTA,GA,30319",33.875809,-84.33779,21,Yes,Yes,16.6,338,17
113,644,DEKALB PREPARATORY ACADEMY CHARTER,DEKALB COUNTY,DEKALB COUNTY,1402 AUSTIN DR,DECATUR,GA,30032,"1402 AUSTIN DR,DECATUR,GA,30032",33.751515,-84.232725,21,Yes,Yes,15.5,252,39
2098,891,DEKALB REGIONAL YOUTH DETENTION CENTER,DEPARTMENT OF JUVENILE JUSTICE,DEKALB COUNTY,2946 CLIFTON SPRINGS RD,DECATUR,GA,30034,"2946 CLIFTON SPRINGS RD,DECATUR,GA,30034",33.691695,-84.276128,21,No,Yes,17.10792873,428.0284571,46.01911961
410,644,DEKALB SCHOOL OF THE ARTS,DEKALB COUNTY,DEKALB COUNTY,1192 CLARENDON AVE,AVONDALE ESTATES,GA,30002,"1192 CLARENDON AVE,AVONDALE ESTATES,GA,30002",33.759348,-84.267262,21,No,No,15.9,83,19
201,668,DEMOREST ELEMENTARY SCHOOL,HABERSHAM COUNTY,HABERSHAM COUNTY,3116 DEMOREST MOUNT AIRY HWY,DEMOREST,GA,30535,"3116 DEMOREST MOUNT AIRY HWY,DEMOREST,GA,30535",34.561118,-83.527756,41,No,Yes,15.1,289,38
198,890,DEPARTMENT OF CORRECTIONS,DEPARTMENT OF CORRECTIONS,MONROE COUNTY,UPSHAW HALL P.O. BOX 1529,FORSYTH,GA,31029,"UPSHAW HALL P.O. BOX 1529,FORSYTH,GA,31029",33.034297,-83.938242,32,No,No,17.10792873,428.0284571,46.01911961
198,892,DEPARTMENT OF HUMAN RESOURCES,DEPARTMENT OF HUMAN RESOURCES,FULTON COUNTY,2 PEACHTREE STREET NW - 11TH F,ATLANTA,GA,30303,"2 PEACHTREE STREET NW - 11TH F,ATLANTA,GA,30303",33.819711,-84.388845,11,No,No,17.10792873,428.0284571,46.01911961
201,625,DERENNE MIDDLE SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,1009 CLINCH ST,SAVANNAH,GA,31405,"1009 CLINCH ST,SAVANNAH,GA,31405",32.045716,-81.11812,12,No,Yes,13.6,616,26
112,644,DESTINY ACHIEVERS ACADEMY OF EXCELLENCE,DEKALB COUNTY,DEKALB COUNTY,3595 LINECREST RD,ELLENWOOD,GA,30294,"3595 LINECREST RD,ELLENWOOD,GA,30294",33.65082,-84.24407,21,No,Yes,11.7,0,0
807,633,DEVEREUX ACKERMAN ACADEMY,COBB COUNTY,COBB COUNTY,1291 STANLEY RD NW,KENNESAW,GA,30152,"1291 STANLEY RD NW,KENNESAW,GA,30152",33.987179,-84.60899,21,No,Yes,5.8,78,0
100,692,DEWAR ELEMENTARY,LOWNDES COUNTY,LOWNDES COUNTY,3539 MOUNT ZION CHURCH RD,VALDOSTA,GA,31605,"3539 MOUNT ZION CHURCH RD,VALDOSTA,GA,31605",30.889752,-83.263408,13,No,No,15.5,283,65
205,721,DIAMOND LAKES ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,4153 WINDSOR SPRING RD,HEPHZIBAH,GA,30815,"4153 WINDSOR SPRING RD,HEPHZIBAH,GA,30815",33.368925,-82.077757,12,No,Yes,17.1,578,0
281,633,DICKERSON MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,855 WOODLAWN DR NE,MARIETTA,GA,30068,"855 WOODLAWN DR NE,MARIETTA,GA,30068",33.969293,-84.416734,21,No,No,17.9,48,18
1058,706,DIMON ELEMENTARY,MUSCOGEE COUNTY,MUSCOGEE COUNTY,480 DOGWOOD DR,COLUMBUS,GA,31907,"480 DOGWOOD DR,COLUMBUS,GA,31907",32.45371,-84.920725,12,No,Yes,17.8,481,0
104,761,DOBBS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,2025 JONESBORO RD SE,ATLANTA,GA,30315,"2025 JONESBORO RD SE,ATLANTA,GA,30315",33.698284,-84.372382,11,No,Yes,14.5,549,0
103,645,DODGE COUNTY HIGH SCHOOL,DODGE COUNTY,DODGE COUNTY,350 PEARL BATES AVE,EASTMAN,GA,31023,"350 PEARL BATES AVE,EASTMAN,GA,31023",32.20529,-83.193631,32,No,Yes,17.5,519,64
180,645,DODGE COUNTY MIDDLE SCHOOL,DODGE COUNTY,DODGE COUNTY,5911 OAK ST,EASTMAN,GA,31023,"5911 OAK ST,EASTMAN,GA,31023",32.20441,-83.188941,32,No,Yes,16,482,42
6196,645,DODGE PREK,DODGE COUNTY,DODGE COUNTY,401 HARRELL STREET,EASTMAN,GA,31023,"401 HARRELL STREET,EASTMAN,GA,31023",32.190516,-83.174783,32,No,No,17.10792873,428.0284571,46.01911961
275,633,DODGEN MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,1725 BILL MURDOCK RD,MARIETTA,GA,30062,"1725 BILL MURDOCK RD,MARIETTA,GA,30062",33.991036,-84.445034,21,No,No,17.9,62,20
178,635,DOERUN ELEMENTARY SCHOOL,COLQUITT COUNTY,COLQUITT COUNTY,P.O. BOX 188,DOERUN,GA,31744,"P.O. BOX 188,DOERUN,GA,31744",31.319627,-83.917122,42,No,Yes,18.9,314,0
180,660,DOLVIN ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,10495 JONES BRIDGE RD,ALPHARETTA,GA,30022,"10495 JONES BRIDGE RD,ALPHARETTA,GA,30022",34.036039,-84.232647,21,No,No,16.2,104,21
104,646,DOOLY COUNTY ELEMENTARY SCHOOL,DOOLY COUNTY,DOOLY COUNTY,11949 US HIGHWAY 41,PINEHURST,GA,31070,"11949 US HIGHWAY 41,PINEHURST,GA,31070",32.184933,-83.766906,42,No,Yes,18.8,757,0
182,646,DOOLY COUNTY HIGH SCHOOL,DOOLY COUNTY,DOOLY COUNTY,712 N 3RD ST,VIENNA,GA,31092,"712 N 3RD ST,VIENNA,GA,31092",32.104435,-83.798529,32,No,Yes,14.5,366,0
204,646,DOOLY COUNTY MIDDLE SCHOOL,DOOLY COUNTY,DOOLY COUNTY,11949 US HIGHWAY 41,PINEHURST,GA,31070,"11949 US HIGHWAY 41,PINEHURST,GA,31070",32.184933,-83.766906,42,No,Yes,15.9,298,0
5054,721,DOROTHY HAINS ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1820 WINDSOR SPRING RD,AUGUSTA,GA,30906,"1820 WINDSOR SPRING RD,AUGUSTA,GA,30906",33.412087,-82.013975,12,No,Yes,16.9,459,0
215,706,DOROTHY HEIGHT ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1458 BENNING DR,COLUMBUS,GA,31903,"1458 BENNING DR,COLUMBUS,GA,31903",32.427398,-84.944229,12,No,No,17.10792873,428.0284571,46.01911961
184,648,DORSETT SHOALS ELEMENTARY SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY,5866 DORSETT SHOALS RD,DOUGLASVILLE,GA,30135,"5866 DORSETT SHOALS RD,DOUGLASVILLE,GA,30135",33.682886,-84.766126,21,No,No,13.9,244,35
2058,706,DOUBLE CHURCHES ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1213 DOUBLE CHURCHES RD,COLUMBUS,GA,31904,"1213 DOUBLE CHURCHES RD,COLUMBUS,GA,31904",32.55842,-84.974766,12,No,No,16.9,144,31
401,706,DOUBLE CHURCHES MIDDLE SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,7611 WHITESVILLE RD,COLUMBUS,GA,31904,"7611 WHITESVILLE RD,COLUMBUS,GA,31904",32.55489,-84.972779,12,No,Yes,13.1,308,19
2052,647,DOUGHERTY COMPREHENSIVE HIGH SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1800 PEARCE AVE,ALBANY,GA,31705,"1800 PEARCE AVE,ALBANY,GA,31705",31.566911,-84.101184,13,No,Yes,17.3,951,0
6002,647,DOUGHERTY COUNTY DROP BACK IN ACADEMY,DOUGHERTY COUNTY,DOUGHERTY COUNTY,200 PINE AVENUE. P.O. BOX 1470,ALBANY,GA,31701,"200 PINE AVENUE. P.O. BOX 1470,ALBANY,GA,31701",31.578122,-84.15168,13,No,No,17.10792873,428.0284571,46.01911961
4050,648,DOUGLAS COUNTY HIGH SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY,8705 CAMPBELLTON ST,DOUGLASVILLE,GA,30134,"8705 CAMPBELLTON ST,DOUGLASVILLE,GA,30134",33.743764,-84.74419,21,No,No,18.9,982,163
4058,761,DOUGLASS HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,225 HAMILTON E. HOLMES DRIVE.,ATLANTA,GA,30318,"225 HAMILTON E. HOLMES DRIVE.,ATLANTA,GA,30318",33.760737,-84.469488,11,No,Yes,13.7,805,0
190,633,DOWELL ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,2121 W SANDTOWN RD SW,MARIETTA,GA,30064,"2121 W SANDTOWN RD SW,MARIETTA,GA,30064",33.90188,-84.635088,21,No,Yes,12.8,585,67
296,706,DOWNTOWN ELEMENTARY MAGNET ACADEMY,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1400 1ST AVE,COLUMBUS,GA,31901,"1400 1ST AVE,COLUMBUS,GA,31901",32.473466,-84.991033,12,No,Yes,15.7,538,0
101,615,DR. GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,BRYAN COUNTY,BRYAN COUNTY,476 FRANCES MEEKS WAY,RICHMOND HILL,GA,31324,"476 FRANCES MEEKS WAY,RICHMOND HILL,GA,31324",31.939256,-81.312487,21,No,No,19.7,210,81
1055,644,DRESDEN ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2449 DRESDEN DR,CHAMBLEE,GA,30341,"2449 DRESDEN DR,CHAMBLEE,GA,30341",33.869686,-84.292276,21,No,Yes,17.7,995,19
2055,644,DRUID HILLS HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1798 HAYGOOD DR NE,ATLANTA,GA,30307,"1798 HAYGOOD DR NE,ATLANTA,GA,30307",33.793394,-84.316408,21,No,No,16.6,747,59
897,644,DRUID HILLS MIDDLE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3100 MOUNT OLIVE DR,DECATUR,GA,30033,"3100 MOUNT OLIVE DR,DECATUR,GA,30033",33.819316,-84.273158,21,No,Yes,15.3,576,36
211,774,DUBLIN HIGH SCHOOL,DUBLIN CITY,LAURENS COUNTY,1951 HILLCREST PKWY # B,DUBLIN,GA,31021,"1951 HILLCREST PKWY # B,DUBLIN,GA,31021",32.543852,-82.94681,33,No,Yes,13.6,433,45
102,774,DUBLIN MIDDLE SCHOOL,DUBLIN CITY,LAURENS COUNTY,1501 N JEFFERSON ST,DUBLIN,GA,31021,"1501 N JEFFERSON ST,DUBLIN,GA,31021",32.568743,-82.921873,33,No,Yes,17.7,454,66
5056,633,DUE WEST ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3900 DUE WEST RD NW,MARIETTA,GA,30064,"3900 DUE WEST RD NW,MARIETTA,GA,30064",33.969925,-84.666992,21,No,No,14.3,63,20
4050,755,DUG GAP ELEMENTARY SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,2032 DUG GAP RD,DALTON,GA,30720,"2032 DUG GAP RD,DALTON,GA,30720",34.733495,-85.001137,23,No,Yes,14.3,312,44
