,year,sysID,sysName,schoolID,schoolName,grd,ccrpi,street,city,county,state,zip,locClass,titleI,chrtr,totStudnts,crprlPun,dtntn,iss,oss,altSchl,physRest,busSusp,explsn,other_discipline_action,pctDisc,bully,disCond,gngRel,hom,sexRelated,drugAlc,weapons,thftRbry,violence,pctBehavrs,stdTchRatio,expPerStudent,salBenSum,freeLnch,reducedLnch,pctMobile,pctAbs5orLess,pctAbsSix-Fiftn,pctOverFiftn,pctSnapTanfHmls,pctAsian,pctNative,pctBlck,pctHisp,pctMulti,pctWhite,pctMigrant,pctSPED,pctESOL,pctAltProg,pctGiftd
1738,2015,747,Walton County,108,Sharon Elementary School,E,80.5,2700 White Rd,Loganville,Walton County,GA,30052,41.0,No,No,810,0,0,14,9,0,0,0,0,2,0.0283950617284,0,1,0,0,0,0,0,1,11,0.016049382716,19.1,4888.8,64722673.53,240.0,45.0,0.113780021667,56.7,38.8,4.6,19,1,0,4,6,3,86,0,7.4,1.6,0.0,16.8
1739,2015,747,Walton County,111,Walnut Grove High School,H,71.2,4863 Guthrie Cemetery Rd,Loganville,Walton County,GA,30052,21.0,Yes,No,1482,0,0,958,155,19,0,10,1,30,0.771255060729,25,20,0,0,32,36,1,4,49,0.112685560054,17.5,4474.59,64722673.53,411.0,99.0,0.12054207921,52.8,33.4,13.8,19,1,0,15,4,2,78,0,7.8,0.4,1.9,18.4
1740,2015,747,Walton County,112,Harmony Elementary School,E,67.8,934 Harmony Church Rd Ne,Monroe,Walton County,GA,30655,41.0,Yes,No,868,0,0,84,77,0,0,94,0,26,0.293778801843,0,96,0,0,2,1,0,7,70,0.202764976959,16.2,5139.51,64722673.53,612.0,48.0,0.267500013113,48.3,40.0,11.8,57,1,0,46,3,3,45,0,8.1,1.3,0.0,4.8
1741,2015,747,Walton County,176,Bay Creek Elementary School,E,80.1,100 Homer Moon Rd,Loganville,Walton County,GA,30052,21.0,No,No,874,0,0,1,74,0,1,1,0,0,0.0881006864989,0,1,0,0,0,0,0,2,4,0.00800915331808,18.5,4694.97,64722673.53,294.0,64.0,0.103211008012,54.1,37.8,8.1,22,1,0,8,13,3,74,0,8.6,5.6,0.0,12.9
1742,2015,747,Walton County,191,Loganville Elementary School,E,81.8,4303 Lawrenceville Rd,Loganville,Walton County,GA,30052,21.0,Yes,No,628,0,0,0,22,0,0,0,0,8,0.0350318471338,0,2,0,0,0,0,0,5,12,0.0302547770701,15.0,6662.45,64722673.53,314.0,50.0,0.201320126653,62.7,31.2,6.1,25,3,1,33,8,3,52,0,8.3,4.2,0.0,13.9
1743,2015,747,Walton County,193,Carver Middle School,M,62.8,1095 Good Hope Rd,Monroe,Walton County,GA,30655,41.0,Yes,No,1038,0,0,886,416,44,0,80,4,102,1.37764932563,8,66,3,0,11,19,2,9,181,0.288053949904,17.5,5142.88,64722673.53,623.0,82.0,0.202959835529,43.9,36.7,19.4,45,2,0,38,3,2,53,0,13.4,1.7,2.2,14.7
1744,2015,747,Walton County,195,Walnut Grove Elementary School,E,74.1,460 Highway 81 Sw,Covington,Walton County,GA,30014,41.0,Yes,No,598,0,0,2,17,0,8,3,0,2,0.0501672240803,0,3,0,0,0,0,0,4,0,0.0117056856187,16.1,6485.35,64722673.53,241.0,44.0,0.114049583673,40.3,48.7,11.0,27,0,0,4,6,2,88,0,12.0,1.1,0.0,14.4
1745,2015,747,Walton County,199,Loganville High School,H,79.4,3305 Highway 78,Loganville,Walton County,GA,30052,21.0,No,No,1555,0,0,522,96,23,0,5,5,70,0.418649517685,3,6,0,0,7,38,3,7,41,0.0675241157556,17.5,4977.25,64722673.53,425.0,104.0,0.125,53.3,33.6,13.1,14,1,1,17,6,3,72,0,8.1,0.8,1.6,18.6
1746,2015,747,Walton County,202,Youth Elementary School,E,88.6,4009 Center Hill Church Rd,Loganville,Walton County,GA,30052,41.0,No,No,752,0,0,5,12,0,0,5,0,5,0.0292553191489,0,4,0,0,0,0,0,1,9,0.0186170212766,17.8,5872.48,64722673.53,257.0,47.0,0.0820105820894,51.5,42.7,5.9,17,1,0,7,6,2,84,0,7.6,1.1,0.0,22.5
1747,2015,747,Walton County,205,Monroe Area High School,H,66.6,300 Double Springs Church Rd,Monroe,Walton County,GA,30656,31.0,Yes,No,1192,0,0,1072,275,23,0,20,12,60,1.17617449664,2,21,3,0,10,41,3,10,51,0.118288590604,16.4,5236.74,64722673.53,582.0,93.0,0.187272727489,35.7,39.8,24.4,35,3,0,34,4,3,56,0,9.9,0.5,2.3,12.0
1748,2015,747,Walton County,291,Loganville Middle School,M,84.6,152 Clark Mccullers Dr,Loganville,Walton County,GA,30052,21.0,Yes,No,1243,0,0,334,91,15,0,3,0,23,0.356395816573,17,14,0,0,9,18,2,6,51,0.0941271118262,13.3,4931.36,64722673.53,357.0,93.0,0.104671277106,59.8,32.0,8.2,20,2,1,15,8,3,72,0,8.8,0.5,0.7,19.5
1749,2015,747,Walton County,2052,Walker Park Elementary School,E,78.8,333 Carl Davis Rd Nw,Monroe,Walton County,GA,30656,41.0,Yes,No,775,0,0,1,15,0,0,3,0,9,0.0245161290323,2,10,0,0,1,0,0,1,0,0.018064516129,16.7,5498.75,64722673.53,344.0,40.0,0.127413123846,51.9,37.7,10.5,28,2,0,19,7,4,68,0,7.1,3.2,0.0,15.1
1750,2015,748,Ware County,195,Ware County High School,H,80.4,700 Victory Dr,Waycross,Ware County,GA,31503,33.0,Yes,No,1639,0,0,624,159,1,0,29,0,20,0.496034167175,1,39,0,0,2,13,0,1,51,0.065283709579,15.4,5743.37,30458009.13,825.0,87.0,0.108002603054,32.2,40.6,27.3,34,1,0,36,5,3,55,0,14.1,0.7,1.0,13.2
1751,2015,748,Ware County,196,Williams Heights Elementary School,E,92.6,705 Dewey St,Waycross,Ware County,GA,31501,33.0,Yes,No,589,4,0,0,46,0,0,67,0,96,0.198641765705,0,185,0,0,0,0,3,0,22,0.356536502547,16.0,5157.31,30458009.13,293.0,21.0,0.228070169687,64.5,33.1,2.4,41,2,0,40,4,6,48,0,8.9,1.8,0.0,19.6
1752,2015,748,Ware County,295,Waycross Middle School,M,83.8,700 Central Ave,Waycross,Ware County,GA,31501,33.0,Yes,No,618,112,0,299,149,0,0,19,0,26,0.936893203883,5,77,0,0,4,9,0,8,41,0.233009708738,13.1,7069.69,30458009.13,361.0,28.0,0.200381681323,57.8,31.6,10.7,45,1,0,47,6,4,42,0,19.6,0.6,2.5,14.4
1753,2015,748,Ware County,296,Center Elementary School,E,86.0,2114 Dorothy St,Waycross,Ware County,GA,31501,33.0,Yes,No,581,3,0,0,27,0,0,66,0,25,0.165232358003,0,67,0,0,0,0,0,1,12,0.13769363167,15.1,4514.73,30458009.13,334.0,23.0,0.259109318256,66.6,28.7,4.6,51,1,0,50,5,6,38,0,12.7,1.8,0.0,13.3
1754,2015,748,Ware County,395,Ware County Middle School,M,84.0,2301 Cherokee St,Waycross,Ware County,GA,31503,41.0,Yes,No,811,5,0,662,265,1,0,96,0,4,1.26880394575,1,405,0,0,6,12,3,13,88,0.651048088779,14.7,5187.66,30458009.13,471.0,44.0,0.20275862515,52.5,38.8,8.6,44,0,0,28,8,4,60,1,15.8,1.2,1.4,16.1
1755,2015,748,Ware County,396,Ruskin Elementary School,E,89.0,3550 Valdosta Hwy,Waycross,Ware County,GA,31503,41.0,Yes,No,553,1,0,0,139,0,0,201,0,119,0.616636528029,3,253,0,0,2,2,1,0,117,0.683544303797,13.4,5334.66,30458009.13,372.0,16.0,0.309734523296,52.6,38.9,8.5,63,0,0,36,12,7,46,2,11.3,4.6,0.0,4.6
1756,2015,748,Ware County,3050,Memorial Drive Elementary School,E,90.4,2580 Ambrose St,Waycross,Ware County,GA,31503,33.0,Yes,No,484,148,0,0,29,0,0,56,0,2,0.481404958678,0,180,0,0,1,0,1,0,0,0.376033057851,13.5,5284.79,30458009.13,284.0,30.0,0.384408593178,69.2,28.5,2.3,49,2,0,37,4,5,53,0,15.5,1.6,0.0,11.3
1757,2015,748,Ware County,3052,Waresboro Elementary School,E,81.3,3379 W Church St,Waycross,Ware County,GA,31503,41.0,Yes,No,530,35,0,9,40,0,0,24,0,74,0.203773584906,11,107,0,0,0,0,0,4,25,0.277358490566,14.4,5065.72,30458009.13,306.0,35.0,0.24434389174,57.7,37.5,4.7,50,0,0,29,10,5,56,1,13.3,4.7,0.0,7.7
1758,2015,748,Ware County,5050,Wacona Elementary School,E,77.4,3101 State St,Waycross,Ware County,GA,31503,33.0,Yes,No,808,12,0,0,46,0,0,36,0,27,0.116336633663,0,87,0,0,1,0,2,0,9,0.122524752475,21.4,5109.87,30458009.13,687.0,56.0,0.226396918297,60.4,35.4,4.2,43,0,0,28,4,4,64,0,15.7,1.4,0.0,8.5
1759,2015,749,Warren County,105,Warren County Middle School,M,66.3,1253 Atlanta Hwy,Warrenton,Warren County,GA,30828,42.0,Yes,No,156,0,0,62,65,6,0,0,0,0,0.852564102564,0,46,0,0,1,0,0,0,52,0.634615384615,21.1,4861.56,3424891.27,109.0,14.0,0.226950347424,62.2,26.9,10.9,59,1,0,90,1,2,5,0,11.3,0.7,1.4,2.1
1760,2015,749,Warren County,205,Warren County High School,H,64.9,1253 Atlanta Hwy,Warrenton,Warren County,GA,30828,42.0,Yes,No,153,0,0,131,61,5,0,0,0,0,1.28758169935,0,34,0,0,1,1,0,9,18,0.411764705882,9.2,8774.61,3424891.27,113.0,15.0,0.132867127657,51.6,27.5,20.9,50,0,0,95,1,0,3,0,7.0,0.0,0.7,
1761,2015,749,Warren County,3050,Freeman Elementary School,E,56.4,1253 Atlanta Hwy,Warrenton,Warren County,GA,30828,42.0,Yes,No,377,0,0,172,32,0,0,0,0,0,0.541114058355,3,152,0,0,10,0,1,3,51,0.583554376658,15.6,4449.9,3424891.27,354.0,12.0,0.131578952074,50.7,39.3,10.1,66,0,0,88,1,5,7,0,11.1,0.0,0.0,1.4
1762,2015,750,Washington County,199,T. J. Elder Middle School,M,59.9,P.O. Box 816,Sandersville,Washington County,GA,31082,33.0,Yes,No,675,0,0,1328,280,14,0,128,0,2,2.59259259259,2,9,0,0,1,8,2,1,38,0.0903703703704,14.7,4957.66,14974004.13,465.0,0.0,0.0860215052962,53.0,37.2,9.8,47,0,0,66,1,3,29,0,11.7,0.0,4.9,13.4
1763,2015,750,Washington County,1052,Washington County High School,H,68.7,420 Riddleville Rd,Sandersville,Washington County,GA,31082,33.0,No,No,878,0,0,568,251,31,0,65,1,1,1.04328018223,2,0,0,0,0,1,0,1,10,0.0159453302961,15.8,5778.44,14974004.13,614.0,0.0,0.0647820979357,47.5,40.1,12.4,38,0,0,66,1,2,30,0,6.3,0.5,5.4,8.7
1765,2015,750,Washington County,4050,Ridge Road Elementary School,E,75.7,285 Ridge Rd.,Sandersville,Washington County,GA,31082,41.0,Yes,No,759,20,0,363,139,0,0,120,0,2,0.845849802372,4,125,0,0,0,0,1,0,48,0.234519104084,17.8,3879.09,14974004.13,645.0,0.0,0.0515603795648,57.3,36.1,6.6,47,0,0,62,2,4,32,0,12.9,0.0,0.0,5.4
1766,2015,751,Wayne County,101,Wayne County High School,H,81.3,1 Jacket Dr,Jesup,Wayne County,GA,31545,32.0,Yes,No,1486,0,506,513,320,33,0,13,8,46,0.937415881561,3,62,0,0,27,44,4,2,56,0.133243606999,16.8,5076.5,24512730.77,689.0,97.0,0.13795568049,40.6,34.3,25.1,29,1,0,19,7,3,70,1,10.3,0.6,4.6,7.0
1767,2015,751,Wayne County,194,Martha Puckett Middle School,M,65.4,475 Durrence Rd,Jesup,Wayne County,GA,31545,32.0,Yes,No,650,12,0,336,110,8,0,24,0,65,0.753846153846,2,199,0,0,30,5,0,13,72,0.493846153846,15.8,4794.45,24512730.77,331.0,54.0,0.140677958727,44.2,41.2,14.6,37,1,0,22,8,3,65,1,10.5,1.9,2.5,7.1
1768,2015,751,Wayne County,294,Arthur Williams Middle School,M,77.4,1175 S Us Highway 301,Jesup,Wayne County,GA,31546,41.0,Yes,No,698,4,23,201,111,8,0,24,0,66,0.531518624642,8,137,0,0,7,0,0,4,92,0.355300859599,16.1,4879.94,24512730.77,381.0,43.0,0.17335473001,53.7,35.5,10.7,35,1,1,22,6,4,66,0,14.6,0.0,2.1,6.9
1769,2015,751,Wayne County,394,Martha Rawls Smith Elementary School,E,64.5,710 W Pine St,Jesup,Wayne County,GA,31545,41.0,Yes,No,605,14,33,7,45,0,0,17,0,35,0.19173553719,9,11,0,0,4,0,3,1,30,0.095867768595,15.4,5497.06,24512730.77,429.0,42.0,0.308231174946,46.8,42.5,10.7,51,1,0,32,10,6,50,1,13.8,4.5,0.4,2.6
1770,2015,751,Wayne County,494,Bacon Elementary School,E,80.0,1425 W Orange St,Jesup,Wayne County,GA,31545,32.0,Yes,No,774,0,0,0,59,0,0,112,0,96,0.220930232558,0,59,0,0,4,2,1,0,61,0.164082687339,15.8,5074.86,24512730.77,535.0,50.0,0.181702673435,47.2,40.7,12.1,48,0,0,25,12,4,59,1,14.2,4.0,0.1,2.4
1771,2015,751,Wayne County,1050,Jesup Elementary School,E,62.9,1155 U.S. Hwy 301 South,Jesup,Wayne County,GA,31546,41.0,Yes,No,856,11,0,9,25,0,0,58,0,34,0.120327102804,0,51,0,0,0,0,0,0,40,0.106308411215,15.6,5010.79,24512730.77,563.0,41.0,0.219482123852,51.1,37.0,11.9,43,1,1,33,6,5,55,0,15.0,0.0,0.0,1.5
1772,2015,751,Wayne County,1052,Screven Elementary School,E,89.1,P.O. Box 159,Screven,Wayne County,GA,31560,42.0,Yes,No,243,16,0,2,9,0,0,9,0,2,0.148148148148,0,9,0,0,0,0,1,1,11,0.0905349794239,14.3,6024.57,24512730.77,151.0,18.0,0.198347106576,44.4,46.5,9.1,33,0,0,10,10,4,76,0,11.4,3.2,0.0,3.6
1773,2015,751,Wayne County,3050,Odum Elementary School,E,88.9,P.O. Box 9,Odum,Wayne County,GA,31555,42.0,Yes,No,431,6,0,0,0,0,0,15,0,0,0.0487238979118,0,0,0,0,0,0,0,0,4,0.0092807424594,16.4,5304.08,24512730.77,177.0,47.0,0.116972476244,44.8,46.4,8.8,26,1,0,3,5,4,87,1,9.9,2.8,0.0,6.6
1774,2015,752,Webster County,104,Webster County Elementary/Middle School,E,60.1,7168 Washington St,Preston,Webster County,GA,31824,43.0,Yes,No,315,0,0,40,37,0,0,0,0,0,0.244444444444,0,3,0,0,4,0,0,0,15,0.0698412698413,12.8,6134.01,2120493.74,200.0,46.0,0.149681523442,65.7,32.4,1.9,41,0,0,44,7,3,45,1,9.2,0.0,0.7,1.4
1775,2015,752,Webster County,104,Webster County Elementary/Middle School,M,85.0,7168 Washington St,Preston,Webster County,GA,31824,43.0,Yes,No,315,0,0,40,37,0,0,0,0,0,0.244444444444,0,3,0,0,4,0,0,0,15,0.0698412698413,12.8,6134.01,2120493.74,200.0,46.0,0.149681523442,65.7,32.4,1.9,41,0,0,44,7,3,45,1,9.2,0.0,0.7,1.4
1776,2015,752,Webster County,108,Webster County High School,H,83.5,7168 Washington St,Preston,Webster County,GA,31824,43.0,Yes,No,112,0,0,18,14,0,0,0,0,0,0.285714285714,0,4,0,0,1,1,0,0,4,0.0892857142857,14.5,4692.9,2120493.74,76.0,15.0,0.0560747645795,61.6,37.5,0.9,29,0,0,48,3,4,45,0,5.6,0.0,1.9,5.6
1777,2015,753,Wheeler County,1052,Wheeler County Elementary School,E,85.1,50 S Commerce St,Alamo,Wheeler County,GA,30411,42.0,Yes,No,510,65,0,14,8,0,0,0,0,0,0.170588235294,0,0,0,0,0,1,2,0,7,0.0196078431373,14.4,4930.13,4834712.71,377.0,47.0,0.200750470161,56.1,35.7,8.2,51,0,0,36,7,0,58,1,13.1,6.9,0.0,3.6
1778,2015,753,Wheeler County,3052,Wheeler County High School,M,60.2,50 Snowhill Rd,Alamo,Wheeler County,GA,30411,42.0,Yes,No,521,1,0,70,14,9,0,0,0,1,0.180422264875,0,27,0,0,0,1,2,0,15,0.0863723608445,13.2,4932.11,4834712.71,330.0,34.0,0.114688128233,55.1,32.4,12.5,41,0,0,38,5,0,57,0,13.3,0.6,2.2,14.3
1779,2015,753,Wheeler County,3052,Wheeler County High School,H,67.6,50 Snowhill Rd,Alamo,Wheeler County,GA,30411,42.0,Yes,No,521,1,0,70,14,9,0,0,0,1,0.180422264875,0,27,0,0,0,1,2,0,15,0.0863723608445,13.2,4932.11,4834712.71,330.0,34.0,0.114688128233,55.1,32.4,12.5,41,0,0,38,5,0,57,0,13.3,0.6,2.2,14.3
1780,2015,754,White County,100,White Co. Intermediate,E,87.8,2696 Tesnatee Gap Valley Rd,Cleveland,White County,GA,30528,41.0,Yes,No,455,0,0,22,2,0,0,1,0,6,0.0549450549451,1,10,0,0,2,0,2,2,4,0.0461538461538,14.3,5806.36,20345305.62,208.0,38.0,0.145679011941,59.3,37.1,3.5,39,0,0,2,4,4,89,0,11.9,1.7,0.0,5.4
1781,2015,754,White County,104,Mount Yonah Elementary School,E,82.0,1161 Duncan Bridge Rd,Sautee Nacoochee,White County,GA,30571,42.0,Yes,No,511,0,0,10,3,0,0,0,0,7,0.0254403131115,0,10,0,0,0,0,0,2,3,0.0293542074364,14.8,6147.96,20345305.62,215.0,43.0,0.194748356938,48.5,44.8,6.7,26,0,0,0,3,3,93,0,14.6,2.0,0.0,4.8
1782,2015,754,White County,105,White County High School,H,87.1,2600 Highway 129 N,Cleveland,White County,GA,30528,41.0,No,No,873,0,3,135,52,0,0,8,0,25,0.226804123711,4,5,0,0,7,48,9,4,14,0.104238258877,16.4,5603.63,20345305.62,311.0,52.0,0.115523464978,55.6,34.4,10.1,24,1,0,2,3,3,91,0,11.9,0.4,0.1,10.7
1783,2015,754,White County,174,White County Middle School,M,73.0,283 Old Blairsville Rd,Cleveland,White County,GA,30528,32.0,No,No,945,0,4,169,61,0,0,41,4,52,0.295238095238,0,176,0,0,7,23,6,2,80,0.311111111111,16.3,5645.75,20345305.62,478.0,77.0,0.122630991042,48.7,44.1,7.2,32,1,0,2,4,4,90,0,12.9,0.9,0.4,11.8
1785,2015,755,Whitfield County,106,New Hope Middle School,M,72.1,1325 New Hope Rd Nw,Dalton,Whitfield County,GA,30720,41.0,Yes,No,595,0,0,71,39,7,0,0,0,0,0.196638655462,0,6,0,0,1,2,0,0,11,0.0336134453782,16.3,4653.03,63533830.27,288.0,64.0,0.0864197537303,51.1,43.0,5.9,24,2,1,1,37,4,56,0,11.1,4.2,0.7,21.1
1786,2015,755,Whitfield County,112,Coahulla Creek High School,H,80.5,3361 Crow Road,Dalton,Whitfield County,GA,30721,41.0,No,No,1072,0,0,263,69,14,1,9,3,20,0.334888059701,0,31,2,0,9,34,0,2,11,0.0830223880597,19.2,3733.51,63533830.27,481.0,116.0,0.154690623283,47.4,38.5,14.1,23,1,1,2,29,3,65,0,8.5,0.9,11.4,14.6
1787,2015,755,Whitfield County,175,Northwest Whitfield County High School,H,88.0,1651 Tunnel Hill Varnell Rd,Tunnel Hill,Whitfield County,GA,30755,41.0,No,No,1372,0,0,543,189,26,0,16,3,13,0.566326530612,0,49,0,0,1,63,2,5,27,0.107142857143,19.7,4271.66,63533830.27,554.0,129.0,0.0980392172933,50.1,38.3,11.6,18,1,0,2,26,2,68,0,8.9,1.7,3.8,15.4
1788,2015,755,Whitfield County,199,New Hope Elementary School,E,84.8,1175 New Hope Rd Nw,Dalton,Whitfield County,GA,30720,41.0,Yes,No,674,0,0,0,3,0,0,13,0,32,0.0237388724036,2,29,0,0,0,0,0,3,9,0.0637982195846,14.6,4964.69,63533830.27,315.0,55.0,0.0936037451029,57.9,37.5,4.6,23,3,0,1,33,4,59,0,9.7,15.9,0.0,17.3
1789,2015,755,Whitfield County,206,Beaverdale Elementary School,E,74.5,9196 Hwy. 2,Dalton,Whitfield County,GA,30721,41.0,Yes,No,453,0,0,0,2,0,2,7,0,3,0.0242825607064,0,0,0,0,2,0,0,0,2,0.00883002207506,12.9,6135.73,63533830.27,235.0,37.0,0.154394298792,45.7,45.3,9.1,31,1,0,0,13,4,82,0,19.3,5.8,0.0,8.3
1790,2015,755,Whitfield County,211,Cedar Ridge Elementary,E,69.8,311 Cedar Ridge Rd Se,Dalton,Whitfield County,GA,30721,41.0,Yes,No,548,0,0,2,0,0,2,0,0,2,0.00729927007299,2,0,0,0,0,0,0,0,2,0.00729927007299,13.2,5232.42,63533830.27,410.0,68.0,0.148698881269,56.8,38.0,5.3,29,0,0,1,62,2,34,1,9.6,33.1,0.0,7.0
1791,2015,755,Whitfield County,212,Phoenix High School,H,44.0,2300 Maddox Chapel Rd Ne,Dalton,Whitfield County,GA,30721,23.0,No,No,336,0,0,0,80,6,0,0,2,2,0.261904761905,0,5,0,0,0,20,0,0,4,0.0863095238095,24.0,4448.51,63533830.27,111.0,16.0,1.34730541706,22.9,29.2,47.9,36,1,1,3,21,2,73,0,15.3,0.0,2.3,
1792,2015,755,Whitfield County,275,Southeast Whitfield County High School,H,83.0,1954 Riverbend Rd,Dalton,Whitfield County,GA,30721,23.0,No,No,1443,0,0,501,152,21,0,13,0,13,0.476091476091,3,44,3,0,14,53,0,5,37,0.110187110187,15.4,3992.15,63533830.27,850.0,157.0,0.135254994035,49.4,36.0,14.6,19,1,0,2,55,2,40,1,9.6,6.4,0.8,12.9
1793,2015,755,Whitfield County,475,Eastbrook Middle School,M,63.9,700 Hill Rd,Dalton,Whitfield County,GA,30721,23.0,Yes,No,734,0,0,87,54,8,0,1,0,27,0.204359673025,1,63,0,0,11,12,1,1,40,0.175749318801,15.3,4810.2,63533830.27,540.0,75.0,0.12554743886,61.4,32.4,6.1,29,0,0,2,70,2,26,0,14.3,15.3,0.4,11.1
1794,2015,755,Whitfield County,575,North Whitfield Middle School,M,80.8,3264 Cleveland Rd,Dalton,Whitfield County,GA,30721,41.0,Yes,No,909,0,0,239,70,9,0,3,0,2,0.353135313531,0,7,0,0,4,11,1,10,32,0.0715071507151,15.6,4568.26,63533830.27,518.0,89.0,0.118705034256,42.9,45.9,11.2,27,1,0,2,32,3,63,1,11.9,4.7,0.7,19.2
1795,2015,755,Whitfield County,675,Valley Point Middle School,M,67.9,3796 S Dixie Rd. Se,Dalton,Whitfield County,GA,30720,41.0,Yes,No,495,0,39,3,58,5,0,11,0,31,0.234343434343,3,30,1,0,3,11,1,4,13,0.133333333333,14.9,4983.49,63533830.27,306.0,66.0,0.146067410707,65.3,29.7,5.1,27,2,0,2,44,3,50,1,15.9,3.1,0.4,13.0
1796,2015,755,Whitfield County,775,Westside Middle School,M,80.1,580 Lafayette Rd. Sw,Rocky Face,Whitfield County,GA,30740,23.0,Yes,No,509,0,0,156,69,11,0,8,0,69,0.479371316306,6,169,0,0,10,18,2,0,39,0.479371316306,17.0,4571.98,63533830.27,215.0,55.0,0.0973084867001,53.0,40.7,6.3,25,0,0,2,13,4,80,0,14.4,0.6,1.4,19.6
1797,2015,755,Whitfield County,1050,Antioch Elementary School,E,69.4,1819 Riverbend Rd,Dalton,Whitfield County,GA,30721,23.0,Yes,No,515,0,0,0,0,0,0,0,0,8,0.0,1,0,0,0,0,0,1,1,0,0.00582524271845,14.8,5924.54,63533830.27,418.0,74.0,0.180161938071,65.8,30.9,3.3,28,0,1,2,66,2,28,3,10.9,39.6,0.0,8.2
1798,2015,755,Whitfield County,1052,Eastside Elementary School,E,75.7,102 Hill Rd,Dalton,Whitfield County,GA,30721,23.0,Yes,No,590,0,0,1,18,0,0,20,0,16,0.0661016949153,0,15,0,0,4,0,1,2,13,0.0593220338983,13.6,5632.17,63533830.27,479.0,51.0,0.126079440117,63.9,31.9,4.2,33,0,1,1,79,3,16,1,11.2,50.0,0.0,3.7
1799,2015,755,Whitfield County,1054,Varnell Elementary School,E,81.3,3900 Cleveland Rd,Dalton,Whitfield County,GA,30721,41.0,Yes,No,529,0,0,2,3,0,0,12,0,5,0.0321361058601,2,6,0,0,0,0,1,1,7,0.0321361058601,14.8,5245.79,63533830.27,275.0,41.0,0.142268046737,62.9,32.9,4.2,26,1,0,3,34,5,57,0,7.0,17.3,0.0,13.0
1800,2015,755,Whitfield County,2050,Cohutta Elementary School,E,79.4,254 Wolfe St,Cohutta,Whitfield County,GA,30710,41.0,Yes,No,324,0,0,2,4,0,0,4,0,2,0.0308641975309,0,0,0,0,0,0,0,0,0,0.0,14.5,5775.42,63533830.27,178.0,40.0,0.103975534439,49.4,45.7,4.9,26,1,0,0,12,3,84,0,14.8,2.6,0.0,14.8
1801,2015,755,Whitfield County,2052,Pleasant Grove Elementary School,E,70.4,2725 Cleveland Hwy,Dalton,Whitfield County,GA,30721,23.0,Yes,No,533,0,0,0,2,0,6,8,0,0,0.0300187617261,0,2,0,0,0,0,0,0,1,0.00562851782364,13.4,4952.1,63533830.27,320.0,70.0,0.119191922247,63.0,32.6,4.3,27,3,0,1,57,3,36,0,8.7,27.3,0.0,12.9
1802,2015,755,Whitfield County,2054,Westside Elementary School,E,81.1,1815 Utility Rd,Rocky Face,Whitfield County,GA,30740,41.0,Yes,No,651,0,0,2,7,0,0,2,0,2,0.0168970814132,0,9,0,0,0,0,0,0,3,0.0184331797235,15.8,5767.76,63533830.27,278.0,54.0,0.162866443396,58.5,37.8,3.7,26,0,0,2,11,4,82,0,11.6,3.0,0.0,15.5
1803,2015,755,Whitfield County,3050,Dawnville Elementary School,E,73.8,1380 Dawnville Rd Ne,Dalton,Whitfield County,GA,30721,41.0,Yes,No,560,0,0,0,15,0,1,6,0,6,0.0392857142857,0,13,0,0,0,0,0,1,11,0.0446428571429,13.9,5133.31,63533830.27,413.0,63.0,0.148975789547,61.3,34.8,3.9,37,1,0,0,58,2,38,0,8.7,34.6,0.0,7.4
1804,2015,755,Whitfield County,3052,Tunnel Hill Elementary School,E,81.5,203 E School St,Tunnel Hill,Whitfield County,GA,30755,23.0,Yes,No,387,0,0,3,4,0,0,2,0,4,0.0232558139535,0,0,0,0,2,0,0,2,3,0.0180878552972,14.3,5524.37,63533830.27,162.0,38.0,0.155172407627,64.6,32.6,2.8,27,1,0,1,18,4,75,0,14.1,6.3,0.0,20.1
1805,2015,755,Whitfield County,4050,Dug Gap Elementary School,E,56.2,2032 Dug Gap Rd,Dalton,Whitfield County,GA,30720,23.0,Yes,No,482,0,0,1,1,0,0,3,0,5,0.0103734439834,0,2,0,0,0,0,0,2,2,0.0124481327801,14.3,7527.68,63533830.27,312.0,44.0,0.116740085185,68.9,27.6,3.5,27,1,0,1,59,3,36,1,10.6,37.9,0.0,10.6
1806,2015,755,Whitfield County,4052,Valley Point Elementary School,E,70.9,3798 S Dixie Road. Se,Dalton,Whitfield County,GA,30720,41.0,Yes,No,595,0,0,0,15,0,1,25,0,9,0.0689075630252,8,0,0,0,1,4,0,0,9,0.036974789916,14.2,5127.71,63533830.27,384.0,55.0,0.257884979248,49.9,41.8,8.2,35,1,0,0,32,4,63,1,14.6,13.3,0.0,6.9
1807,2015,756,Wilcox County,101,Wilcox County Middle School,M,69.2,114 7Th Ave,Rochelle,Wilcox County,GA,31079,43.0,Yes,No,271,166,0,318,61,0,0,0,0,0,2.0110701107,0,0,0,0,0,3,2,3,6,0.0516605166052,16.0,4484.92,5627394.99,182.0,14.0,0.130434781313,45.4,39.5,15.1,47,0,0,37,6,1,55,0,12.6,0.0,4.0,6.3
1808,2015,756,Wilcox County,195,Wilcox County Elementary School,E,71.3,104 Gordon St,Rochelle,Wilcox County,GA,31079,43.0,Yes,No,623,29,5,0,23,0,0,0,0,1,0.091492776886,0,4,0,0,0,0,1,0,11,0.0256821829856,14.8,5275.31,5627394.99,433.0,42.0,0.169014081359,49.3,41.3,9.5,52,1,0,35,5,2,57,1,12.5,0.0,0.0,5.7
