,year,sysID,sysName,schoolID,schoolName,grd,ccrpi,street,city,county,state,zip,locClass,titleI,chrtr,totStudnts,crprlPun,dtntn,iss,oss,altSchl,physRest,busSusp,explsn,other_discipline_action,pctDisc,bully,disCond,gngRel,hom,sexRelated,drugAlc,weapons,thftRbry,violence,pctBehavrs,stdTchRatio,expPerStudent,salBenSum,freeLnch,reducedLnch,pctMobile,pctAbs5orLess,pctAbsSix-Fiftn,pctOverFiftn,pctSnapTanfHmls,pctAsian,pctNative,pctBlck,pctHisp,pctMulti,pctWhite,pctMigrant,pctSPED,pctESOL,pctAltProg,pctGiftd
194,2015,623,Catoosa County,105,Woodstation Elementary School,E,80.0,3404 Colbert Hollow Rd,Rock Spring,Catoosa County,GA,30739,42.0,Yes,No,516,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,16.9,5751.14,57444413.15,168.0,49.0,0.110687024891,59.3,35.7,5.0,18,1,0,3,1,2,94,0,13.4,0.0,0.0,21.7
195,2015,623,Catoosa County,109,Heritage High School,H,84.0,3960 Poplar Springs Rd,Ringgold,Catoosa County,GA,30736,41.0,No,No,1398,0,0,144,20,7,0,6,0,29,0.12660944206,2,0,0,0,1,54,2,1,10,0.0500715307582,16.0,5266.34,57444413.15,321.0,92.0,0.0704845786095,66.2,22.7,11.0,13,1,0,2,4,3,90,0,13.7,0.4,3.0,18.6
196,2015,623,Catoosa County,185,Tiger Creek Elementary School,E,68.7,134 Rhea Mcclanahan Dr,Tunnel Hill,Catoosa County,GA,30755,41.0,Yes,No,550,0,0,0,2,0,0,0,0,0,0.00363636363636,0,0,0,0,0,0,0,0,0,0.0,15.7,5383.87,57444413.15,295.0,56.0,0.171259835362,57.1,37.3,5.6,34,0,0,1,4,1,94,0,13.0,0.6,0.0,14.4
197,2015,623,Catoosa County,205,Heritage Middle School,M,76.7,4005 Poplar Springs Rd,Ringgold,Catoosa County,GA,30736,41.0,No,No,983,0,0,97,13,1,0,19,0,2,0.132248219736,0,2,0,0,0,11,3,0,10,0.0264496439471,15.5,5706.99,57444413.15,277.0,101.0,0.0755319148302,67.3,28.0,4.7,16,1,0,2,3,3,90,0,19.0,0.4,0.6,29.7
198,2015,623,Catoosa County,1050,Boynton Elementary School,E,88.3,3938 Boynton Dr,Ringgold,Catoosa County,GA,30736,21.0,No,No,594,0,0,1,0,0,0,0,0,0,0.0016835016835,0,0,0,0,0,0,0,0,0,0.0,16.2,6020.69,57444413.15,182.0,33.0,0.0890410989523,60.8,35.0,4.2,15,1,0,3,4,2,90,0,17.1,0.2,0.0,22.1
199,2015,623,Catoosa County,1052,Lakeview-Fort Oglethorpe High School,H,78.3,1850 Battlefield Pkwy,Fort Oglethorpe,Catoosa County,GA,30742,21.0,No,No,1059,0,0,276,80,11,0,8,1,2,0.355051935788,1,0,0,0,6,69,1,0,23,0.0944287063267,15.6,5411.86,57444413.15,439.0,104.0,0.0994035750628,43.2,32.8,24.1,27,3,0,6,5,2,84,0,15.3,0.4,5.8,11.9
200,2015,623,Catoosa County,2552,Lakeview Middle School,M,70.8,416 Cross St,Rossville,Catoosa County,GA,30741,21.0,Yes,No,765,0,0,233,83,0,0,32,0,6,0.454901960784,1,6,0,0,3,23,1,0,25,0.0771241830065,13.3,6142.52,57444413.15,408.0,79.0,0.160349860787,60.8,30.8,8.4,36,3,0,5,6,4,82,0,16.3,1.0,0.4,20.1
201,2015,623,Catoosa County,3050,Cloud Springs Elementary School,E,69.1,163 Fernwood Dr,Rossville,Catoosa County,GA,30741,21.0,Yes,No,452,0,0,6,9,0,0,3,0,2,0.0398230088496,0,3,0,0,0,0,1,0,7,0.0243362831858,14.9,5618.08,57444413.15,273.0,33.0,0.181384250522,56.9,37.8,5.3,39,0,0,2,3,4,90,0,13.4,1.4,0.0,15.8
202,2015,623,Catoosa County,3052,Ringgold Elementary School,E,71.5,322 Evitt Ln,Ringgold,Catoosa County,GA,30736,41.0,Yes,No,497,0,0,3,3,0,0,5,0,1,0.0221327967807,0,0,0,0,0,0,3,0,0,0.00603621730382,15.4,5516.49,57444413.15,169.0,69.0,0.118025749922,63.4,32.6,4.0,22,1,0,3,3,2,91,0,19.1,1.1,0.0,20.4
203,2015,623,Catoosa County,4052,Ringgold High School,H,78.1,29 Tiger Trl,Ringgold,Catoosa County,GA,30736,21.0,No,No,1092,0,0,164,41,8,0,4,0,9,0.198717948718,1,1,0,0,1,68,3,0,19,0.0851648351648,15.3,5601.74,57444413.15,334.0,106.0,0.136319383979,48.9,33.0,18.1,20,1,0,2,3,2,92,0,14.1,0.1,2.6,15.1
204,2015,623,Catoosa County,5050,Graysville Elementary School,E,74.5,P.O. Box 10,Graysville,Catoosa County,GA,30726,21.0,Yes,No,526,0,0,2,0,0,0,0,0,0,0.00380228136882,0,0,0,0,0,0,0,0,0,0.0,15.7,5665.54,57444413.15,194.0,39.0,0.105906315148,54.4,39.7,5.9,20,1,0,3,4,4,87,0,14.4,1.6,0.0,17.9
205,2015,623,Catoosa County,5052,Ringgold Middle School,M,80.2,217 Tiger Trl,Ringgold,Catoosa County,GA,30736,21.0,Yes,No,838,0,0,236,58,0,0,10,0,15,0.36276849642,0,61,0,0,0,13,4,1,22,0.120525059666,15.3,5252.89,57444413.15,326.0,104.0,0.107969149947,60.5,32.8,6.7,24,1,0,2,3,2,91,0,17.8,0.3,0.8,22.2
206,2015,624,Charlton County,112,Bethune Middle School,E,64.7,285 Little Phoebe Church Rd,Folkston,Charlton County,GA,31537,41.0,Yes,No,562,3,2,351,184,12,0,0,0,0,0.982206405694,2,41,0,0,10,2,5,3,71,0.238434163701,16.7,4854.32,7168440.04,366.0,52.0,0.157996147871,44.1,41.6,14.2,38,0,0,32,1,4,63,0,7.3,0.0,2.5,11.4
207,2015,624,Charlton County,112,Bethune Middle School,M,70.8,285 Little Phoebe Church Rd,Folkston,Charlton County,GA,31537,41.0,Yes,No,562,3,2,351,184,12,0,0,0,0,0.982206405694,2,41,0,0,10,2,5,3,71,0.238434163701,16.7,4854.32,7168440.04,366.0,52.0,0.157996147871,44.1,41.6,14.2,38,0,0,32,1,4,63,0,7.3,0.0,2.5,11.4
209,2015,624,Charlton County,287,Charlton County High School,H,72.4,994 Indian Trl,Folkston,Charlton County,GA,31537,32.0,No,No,475,0,42,186,66,5,0,0,0,0,0.629473684211,3,3,0,0,20,26,6,7,14,0.166315789474,17.2,4666.25,7168440.04,197.0,34.0,0.164733171463,40.6,39.2,20.2,25,0,0,26,0,3,70,0,5.8,0.2,2.1,13.4
210,2015,624,Charlton County,4050,St. George Elementary School,M,52.8,13215 Florida Ave,St. George,Charlton County,GA,31646,42.0,Yes,No,177,18,14,0,14,0,0,0,0,0,0.25988700565,0,13,0,0,2,0,0,0,8,0.129943502825,13.5,5682.16,7168440.04,113.0,15.0,0.363636374474,31.1,61.0,7.9,27,0,0,0,1,4,95,0,9.0,0.0,0.0,4.8
211,2015,624,Charlton County,4050,St. George Elementary School,E,57.7,13215 Florida Ave,St. George,Charlton County,GA,31646,42.0,Yes,No,177,18,14,0,14,0,0,0,0,0,0.25988700565,0,13,0,0,2,0,0,0,8,0.129943502825,13.5,5682.16,7168440.04,113.0,15.0,0.363636374474,31.1,61.0,7.9,27,0,0,0,1,4,95,0,9.0,0.0,0.0,4.8
212,2015,625,Chatham County,101,Johnson High School,H,69.8,3012 Sunset Blvd,Savannah,Chatham County,GA,31404,21.0,Yes,No,896,0,0,840,215,12,0,0,0,31,1.19084821429,4,59,2,0,5,11,0,4,56,0.157366071429,13.1,6612.07,202502147.01,572.0,80.0,0.137672096491,72.5,21.0,6.5,42,0,0,90,1,3,5,0,11.9,0.0,2.7,9.4
213,2015,625,Chatham County,109,Coastal Empire Montessori Charter School,E,67.7,301 Burkhalter Rd,Savannah,Chatham County,GA,31405,41.0,No,Yes,242,0,0,0,35,0,0,0,0,0,0.144628099174,0,11,0,0,0,0,0,1,23,0.144628099174,28.8,6095.4,202502147.01,119.0,19.0,0.114285714924,43.8,48.3,7.9,32,1,0,49,1,6,43,0,9.4,0.0,0.0,
214,2015,625,Chatham County,117,New Hampstead High School,H,68.7,2451 Little Neck Rd,Bloomingdale,Chatham County,GA,31302,41.0,No,No,1510,0,1,900,466,13,0,0,0,1,0.913907284768,1,40,0,0,13,34,1,8,107,0.135099337748,21.0,0.0,202502147.01,521.0,115.0,0.221735954285,95.6,3.1,1.3,21,3,0,50,5,5,37,0,12.5,0.0,1.2,8.1
215,2015,625,Chatham County,125,Tybee Island Maritime Academy School,E,68.6,714 Lovell Ave,Tybee Island,Chatham County,GA,31328,31.0,No,Yes,241,0,0,0,1,0,0,0,0,0,0.00414937759336,0,1,0,0,0,0,0,0,0,0.00414937759336,13.8,7422.2,202502147.01,31.0,14.0,0.0818965509534,42.3,53.9,3.7,8,0,0,8,3,5,83,0,12.6,0.0,0.0,23.4
216,2015,625,Chatham County,128,Savannah Classical Academy Charter School,M,57.2,705 E Anderson St,Savannah,Chatham County,GA,31401,12.0,Yes,Yes,404,0,4,0,28,0,0,0,0,2,0.0792079207921,0,6,0,0,2,0,0,0,12,0.049504950495,15.4,5411.47,202502147.01,185.0,23.0,0.155913978815,65.8,30.4,3.7,34,1,0,67,4,8,20,0,3.2,0.0,0.0,14.8
217,2015,625,Chatham County,128,Savannah Classical Academy Charter School,E,55.1,705 E Anderson St,Savannah,Chatham County,GA,31401,12.0,Yes,Yes,404,0,4,0,28,0,0,0,0,2,0.0792079207921,0,6,0,0,2,0,0,0,12,0.049504950495,15.4,5411.47,202502147.01,185.0,23.0,0.155913978815,65.8,30.4,3.7,34,1,0,67,4,8,20,0,3.2,0.0,0.0,14.8
218,2015,625,Chatham County,191,East Broad Street School,E,33.9,400 E Broad St,Savannah,Chatham County,GA,31401,12.0,Yes,No,754,0,2,0,179,4,0,0,0,10,0.245358090186,6,91,0,0,5,0,8,1,79,0.25198938992,12.9,5904.48,202502147.01,640.0,10.0,0.305364519358,49.7,37.4,12.9,73,0,0,92,0,5,2,0,9.7,0.0,0.9,2.6
219,2015,625,Chatham County,191,East Broad Street School,M,52.9,400 E Broad St,Savannah,Chatham County,GA,31401,12.0,Yes,No,754,0,2,0,179,4,0,0,0,10,0.245358090186,6,91,0,0,5,0,8,1,79,0.25198938992,12.9,5904.48,202502147.01,640.0,10.0,0.305364519358,49.7,37.4,12.9,73,0,0,92,0,5,2,0,9.7,0.0,0.9,2.6
220,2015,625,Chatham County,194,Georgetown School,M,64.0,1516 King George Blvd,Savannah,Chatham County,GA,31419,21.0,No,No,892,0,3,0,90,3,0,0,0,0,0.107623318386,4,18,0,0,4,2,2,3,17,0.0560538116592,13.5,6088.39,202502147.01,294.0,66.0,0.233375161886,58.1,36.1,5.8,24,4,0,42,8,8,38,0,11.6,0.0,0.1,16.8
221,2015,625,Chatham County,194,Georgetown School,E,66.7,1516 King George Blvd,Savannah,Chatham County,GA,31419,21.0,No,No,892,0,3,0,90,3,0,0,0,0,0.107623318386,4,18,0,0,4,2,2,3,17,0.0560538116592,13.5,6088.39,202502147.01,294.0,66.0,0.233375161886,58.1,36.1,5.8,24,4,0,42,8,8,38,0,11.6,0.0,0.1,16.8
222,2015,625,Chatham County,197,Garden City Elementary School,E,57.2,4037 Kessler Ave,Garden City,Chatham County,GA,31408,21.0,Yes,No,815,0,0,0,65,1,0,0,0,128,0.080981595092,2,221,0,0,1,1,1,0,47,0.334969325153,15.1,5176.91,202502147.01,659.0,41.0,0.287798404694,57.7,35.0,7.4,55,1,0,50,28,2,18,0,5.1,20.9,0.0,5.3
223,2015,625,Chatham County,199,West Chatham Middle School,M,58.9,800 Pine Barren Rd,Pooler,Chatham County,GA,31322,21.0,Yes,No,1073,0,1,220,172,8,0,0,0,5,0.373718546132,6,15,0,0,4,3,3,1,89,0.112767940354,15.8,5629.8,202502147.01,596.0,107.0,0.245345011353,61.1,31.5,7.4,33,2,0,43,13,5,36,0,13.1,5.6,0.7,9.8
224,2015,625,Chatham County,200,West Chatham Elementary School,E,65.4,820 Pine Barren Rd,Pooler,Chatham County,GA,31322,21.0,No,No,967,0,0,0,47,0,0,0,0,2,0.0486039296794,1,40,0,0,1,1,3,1,16,0.0651499482937,15.3,5338.1,202502147.01,311.0,102.0,0.191331923008,61.0,34.6,4.3,23,3,1,43,8,6,40,0,11.2,0.0,0.0,11.4
225,2015,625,Chatham County,211,Godley Station School,M,66.8,2135 Benton Blvd,Pooler,Chatham County,GA,31322,12.0,No,No,1811,0,6,0,51,0,1,0,0,16,0.0320265046935,0,42,0,0,1,1,2,2,34,0.0452788514633,16.4,4481.3,202502147.01,484.0,139.0,0.204220980406,65.0,31.3,3.7,14,5,1,39,6,6,43,0,8.9,0.0,0.0,20.2
226,2015,625,Chatham County,211,Godley Station School,E,74.2,2135 Benton Blvd,Pooler,Chatham County,GA,31322,12.0,No,No,1811,0,6,0,51,0,1,0,0,16,0.0320265046935,0,42,0,0,1,1,2,2,34,0.0452788514633,16.4,4481.3,202502147.01,484.0,139.0,0.204220980406,65.0,31.3,3.7,14,5,1,39,6,6,43,0,8.9,0.0,0.0,20.2
227,2015,625,Chatham County,298,Marshpoint Elementary School,E,77.8,135 Whitemarsh Island Rd,Savannah,Chatham County,GA,31410,21.0,No,No,949,0,0,0,18,0,0,0,0,5,0.0189673340358,0,17,0,0,2,0,0,1,16,0.0379346680717,15.5,6166.27,202502147.01,248.0,32.0,0.130576714873,55.1,40.9,4.0,15,5,0,21,3,8,64,0,13.5,0.0,0.0,24.7
228,2015,625,Chatham County,299,Southwest Middle School,M,55.3,6030 Ogeechee Rd,Savannah,Chatham County,GA,31419,21.0,Yes,No,1029,0,0,154,363,20,0,0,0,30,0.521865889213,15,115,0,0,8,10,4,6,164,0.312925170068,17.9,4630.99,202502147.01,602.0,83.0,0.330977618694,72.4,21.3,6.3,40,1,0,65,9,7,17,0,14.6,0.0,1.5,7.4
229,2015,625,Chatham County,300,Southwest Elementary School,E,70.1,6020 Ogeechee Rd,Savannah,Chatham County,GA,31419,21.0,Yes,No,896,0,0,0,42,1,0,0,0,17,0.0479910714286,4,27,0,0,3,0,1,0,14,0.0546875,16.5,5136.84,202502147.01,449.0,73.0,0.367372363806,60.7,34.9,4.4,33,1,0,53,11,8,26,0,9.5,0.0,0.0,10.2
230,2015,625,Chatham County,311,Coastal Middle School,M,71.2,4595 Us Highway 80 E,Savannah,Chatham County,GA,31410,21.0,No,No,782,0,0,95,84,12,0,0,0,15,0.244245524297,5,75,0,0,7,14,0,0,65,0.212276214834,14.6,6370.96,202502147.01,212.0,36.0,0.127955496311,29.5,42.1,28.4,18,7,0,18,4,5,66,0,11.1,0.0,0.1,30.3
231,2015,625,Chatham County,411,Islands High School,H,76.3,170 Whitemarsh Island Rd,Savannah,Chatham County,GA,31410,21.0,No,No,1016,0,0,119,75,2,0,0,0,2,0.192913385827,0,4,0,0,1,18,0,1,23,0.0462598425197,17.0,4970.35,202502147.01,209.0,58.0,0.135106384754,90.4,9.1,0.6,14,6,1,16,3,5,70,0,9.4,0.0,0.4,20.9
232,2015,625,Chatham County,499,Savannah Arts Academy,H,86.6,500 Washington Ave,Savannah,Chatham County,GA,31405,12.0,No,No,818,0,2,15,4,2,0,0,0,0,0.0281173594132,0,0,0,0,0,2,0,0,0,0.00244498777506,14.9,5909.57,202502147.01,66.0,19.0,0.016069220379,66.9,29.1,4.0,3,6,0,17,2,4,70,0,0.9,0.0,0.0,63.5
233,2015,625,Chatham County,511,Shuman Elementary School,E,47.5,415 Goebel Ave,Savannah,Chatham County,GA,31404,12.0,Yes,No,808,0,0,0,48,0,0,0,0,4,0.0594059405941,0,44,0,0,0,0,1,0,31,0.0940594059406,15.0,4928.18,202502147.01,651.0,22.0,0.242547422647,53.8,36.9,9.3,67,0,0,90,1,4,5,0,10.6,0.0,0.0,7.1
234,2015,625,Chatham County,1056,Gadsden Elementary School,E,63.2,919 May St,Savannah,Chatham County,GA,31415,12.0,Yes,No,836,0,0,0,29,0,0,0,0,1,0.0346889952153,1,23,0,0,0,0,0,0,6,0.0358851674641,16.4,4735.38,202502147.01,694.0,20.0,0.226977944374,58.3,35.9,5.9,70,0,0,95,0,4,1,0,8.5,0.0,0.0,3.8
235,2015,625,Chatham County,1058,Heard Elementary School,E,82.2,414 Lee Blvd,Savannah,Chatham County,GA,31405,12.0,Yes,No,595,0,0,1,2,0,0,0,0,1,0.00504201680672,0,3,0,0,0,0,2,0,2,0.0117647058824,14.4,6121.33,202502147.01,305.0,50.0,0.148972600698,69.6,27.2,3.2,31,2,0,55,7,7,30,0,10.8,0.0,0.0,25.7
236,2015,625,Chatham County,1060,Howard Elementary School,E,89.6,115 Wilmington Island Rd,Savannah,Chatham County,GA,31410,21.0,No,No,722,0,0,0,1,0,0,0,0,3,0.00138504155125,0,6,0,0,0,0,0,0,1,0.00969529085873,14.1,6349.52,202502147.01,156.0,15.0,0.119015045464,55.8,38.6,5.5,12,9,0,6,5,2,77,0,13.7,10.7,0.0,25.8
237,2015,625,Chatham County,1070,White Bluff Elementary School,E,61.0,9902 White Bluff Rd,Savannah,Chatham County,GA,31406,12.0,Yes,No,729,0,0,0,50,0,0,0,0,23,0.0685871056241,0,76,0,0,0,1,0,2,20,0.135802469136,12.9,5956.99,202502147.01,486.0,42.0,0.298091053963,61.6,32.8,5.6,51,0,0,72,5,7,14,0,12.2,0.0,0.0,6.0
238,2015,625,Chatham County,2052,Beach High School,H,70.9,3001 Hopkins St,Savannah,Chatham County,GA,31405,12.0,Yes,No,1081,0,0,320,388,14,0,0,0,14,0.667900092507,3,13,3,0,2,1,0,1,69,0.0851063829787,15.0,4674.84,202502147.01,710.0,62.0,0.222107440233,75.3,20.0,4.7,52,0,0,92,1,3,4,0,14.6,0.0,1.9,5.7
239,2015,625,Chatham County,2056,Gould Elementary School,E,58.0,4910 Pineland Dr,Savannah,Chatham County,GA,31405,41.0,Yes,No,926,0,0,0,12,1,0,0,0,3,0.0140388768898,0,10,0,0,0,0,0,0,14,0.0259179265659,15.9,5794.52,202502147.01,613.0,69.0,0.323149234056,60.4,34.7,5.0,42,2,0,45,13,6,33,0,10.0,0.0,0.0,9.9
240,2015,625,Chatham County,2060,Hubert Middle School,M,47.6,768 Grant St,Savannah,Chatham County,GA,31401,12.0,Yes,No,620,0,0,96,210,4,1,0,0,24,0.501612903226,8,13,0,0,0,8,1,2,148,0.290322580645,11.8,6417.06,202502147.01,483.0,23.0,0.272727280855,79.0,16.1,4.8,68,0,0,94,1,4,1,0,10.7,0.0,1.9,4.5
241,2015,625,Chatham County,2062,Largo-Tibet Elementary School,E,61.5,430 Tibet Ave,Savannah,Chatham County,GA,31406,12.0,Yes,No,852,0,0,0,80,0,0,0,0,7,0.093896713615,0,27,0,0,2,0,0,0,47,0.0892018779343,15.1,5200.53,202502147.01,565.0,48.0,0.215836524963,57.0,36.9,6.1,42,1,0,70,3,10,16,0,8.2,0.0,0.0,10.5
242,2015,625,Chatham County,2068,Spencer Elementary School,E,60.7,100 Bouhan Ave,Savannah,Chatham County,GA,31404,12.0,Yes,No,546,0,0,0,4,1,0,0,0,1,0.00915750915751,0,0,0,0,0,0,0,0,5,0.00915750915751,16.4,5873.16,202502147.01,541.0,12.0,0.21178637445,72.0,25.1,2.9,70,0,0,95,0,3,1,0,5.7,0.0,0.0,7.2
243,2015,625,Chatham County,2069,Thunderbolt Elementary School,E,63.3,3313 Louis St,Thunderbolt,Chatham County,GA,31404,21.0,Yes,No,437,0,1,0,57,2,0,0,0,1,0.137299771167,0,19,1,0,0,1,5,1,39,0.151029748284,11.6,6115.47,202502147.01,384.0,25.0,0.283752858639,58.1,35.7,6.2,60,0,0,92,2,4,2,0,13.0,0.0,0.0,9.8
244,2015,625,Chatham County,3056,Groves High School,H,71.3,100 Priscilla D Thomas Way,Garden City,Chatham County,GA,31408,21.0,Yes,No,849,0,6,268,423,14,0,0,0,28,0.837455830389,8,28,2,0,4,1,2,3,80,0.150765606596,10.7,5506.79,202502147.01,470.0,56.0,0.348637014627,70.3,21.1,8.6,38,2,0,71,10,3,13,0,12.8,5.1,2.3,5.7
246,2015,625,Chatham County,3062,Low Elementary School,E,53.9,15 Blue Ridge Ave,Savannah,Chatham County,GA,31404,12.0,Yes,No,562,0,0,0,75,1,0,0,0,0,0.135231316726,0,44,0,0,0,0,0,5,29,0.138790035587,15.5,5492.47,202502147.01,502.0,19.0,0.254237294197,61.7,32.2,6.0,59,0,0,87,2,3,7,0,12.8,0.0,0.0,6.2
248,2015,625,Chatham County,3064,Pooler Elementary School,E,68.9,308 Holly Ave,Pooler,Chatham County,GA,31322,21.0,Yes,No,563,0,0,0,26,0,0,0,0,0,0.0461811722913,0,10,0,0,1,0,2,0,16,0.0515097690941,14.0,5906.37,202502147.01,290.0,30.0,0.260115593672,55.1,36.9,8.0,38,1,1,27,10,9,52,0,15.2,0.0,0.0,16.1
249,2015,625,Chatham County,4052,Bloomingdale Elementary School,E,62.6,101 E Main St,Bloomingdale,Chatham County,GA,31302,21.0,Yes,No,421,0,0,4,10,0,0,0,0,2,0.0332541567696,0,12,0,0,0,0,0,0,4,0.0380047505938,14.0,6361.45,202502147.01,203.0,42.0,0.191943123937,43.7,44.7,11.6,34,1,0,9,2,4,83,0,14.4,0.0,0.0,17.6
250,2015,625,Chatham County,4054,Ellis Elementary School,E,65.7,220 E 49Th St,Savannah,Chatham County,GA,31405,12.0,No,No,563,0,1,6,5,0,0,0,0,0,0.0213143872114,1,0,0,0,2,0,0,0,0,0.00532859680284,12.7,6650.34,202502147.01,176.0,28.0,0.0299999993294,57.0,40.1,2.8,17,2,0,36,3,6,53,0,5.2,0.0,0.0,34.9
251,2015,625,Chatham County,4054,Ellis Elementary School,M,73.4,220 E 49Th St,Savannah,Chatham County,GA,31405,12.0,No,No,563,0,1,6,5,0,0,0,0,0,0.0213143872114,1,0,0,0,2,0,0,0,0,0.00532859680284,12.7,6650.34,202502147.01,176.0,28.0,0.0299999993294,57.0,40.1,2.8,17,2,0,36,3,6,53,0,5.2,0.0,0.0,34.9
252,2015,625,Chatham County,4056,Haven Elementary School,E,43.8,5111 Dillon Ave,Savannah,Chatham County,GA,31405,12.0,Yes,No,548,0,0,0,158,1,0,0,0,1,0.290145985401,0,5,0,0,0,1,2,0,29,0.0675182481752,13.7,5790.44,202502147.01,399.0,9.0,0.398720681667,53.8,39.8,6.4,68,0,0,90,1,6,2,0,13.9,0.0,0.0,1.7
253,2015,625,Chatham County,4058,Hesse School,M,75.1,9116 Whitfield Ave,Savannah,Chatham County,GA,31406,21.0,No,No,1060,0,0,13,43,1,0,0,0,5,0.0537735849057,2,50,0,0,0,1,0,0,5,0.0547169811321,15.9,5033.41,202502147.01,372.0,28.0,0.145772591233,52.6,39.9,7.5,24,2,0,16,4,6,72,0,7.8,0.0,0.0,19.9
254,2015,625,Chatham County,4058,Hesse School,E,69.9,9116 Whitfield Ave,Savannah,Chatham County,GA,31406,21.0,No,No,1060,0,0,13,43,1,0,0,0,5,0.0537735849057,2,50,0,0,0,1,0,0,5,0.0547169811321,15.9,5033.41,202502147.01,372.0,28.0,0.145772591233,52.6,39.9,7.5,24,2,0,16,4,6,72,0,7.8,0.0,0.0,19.9
255,2015,625,Chatham County,4068,Port Wentworth Elementary School,E,51.3,507 S Coastal Hwy,Port Wentworth,Chatham County,GA,31407,21.0,Yes,No,830,0,0,26,118,1,0,0,0,10,0.174698795181,1,174,0,0,0,0,0,8,28,0.25421686747,14.8,5265.08,202502147.01,447.0,37.0,0.309333324432,55.8,35.5,8.7,40,1,0,42,25,7,26,0,8.8,22.3,0.0,10.3
256,2015,625,Chatham County,4070,Windsor Forest Elementary School,E,62.1,414 Briarcliff Cir,Savannah,Chatham County,GA,31419,12.0,Yes,No,765,0,0,0,59,0,0,0,0,30,0.0771241830065,2,44,0,0,0,0,2,0,7,0.0718954248366,14.2,5290.46,202502147.01,494.0,66.0,0.193681314588,61.7,33.3,5.0,42,2,1,46,24,6,19,0,10.7,23.6,0.0,8.9
257,2015,625,Chatham County,5052,Butler Elementary School,E,54.4,1909 Cynthia St,Savannah,Chatham County,GA,31415,12.0,Yes,No,743,0,1,0,67,1,0,0,0,2,0.092866756393,0,6,0,0,0,0,2,0,17,0.0336473755047,16.7,4574.47,202502147.01,563.0,33.0,0.223776221275,66.8,28.8,4.4,61,0,0,93,1,3,4,0,9.7,0.0,0.0,9.9
258,2015,625,Chatham County,5058,Hodge Elementary School,E,48.7,975 Clinch Street,Savannah,Chatham County,GA,31405,12.0,Yes,No,538,0,1,0,147,2,0,0,0,3,0.278810408922,0,138,0,0,0,0,2,1,55,0.364312267658,14.3,5536.5,202502147.01,429.0,19.0,0.304347813129,58.4,33.1,8.6,66,0,0,90,0,8,2,0,7.1,0.0,0.0,6.0
259,2015,625,Chatham County,5060,Jenkins High School,H,71.1,1800 E Derenne Ave,Savannah,Chatham County,GA,31406,12.0,No,No,1117,0,1,425,246,21,0,0,0,15,0.620411817368,4,10,0,0,1,14,1,0,54,0.0752014324082,14.4,5875.58,202502147.01,576.0,75.0,0.18625497818,82.2,15.3,2.5,35,2,0,67,2,7,22,0,11.5,0.0,1.5,14.5
260,2015,625,Chatham County,5062,Mercer Middle School,M,48.7,201 Rommel Ave,Garden City,Chatham County,GA,31408,21.0,Yes,No,569,0,3,396,352,16,0,0,0,14,1.34797891037,9,16,0,0,1,1,1,2,120,0.263620386643,13.7,5564.11,202502147.01,427.0,23.0,0.388429760933,56.2,28.8,14.9,63,1,0,74,12,2,11,0,11.1,0.0,4.8,4.4
261,2015,625,Chatham County,5066,Jacob G. Smith Elementary School,E,84.7,210 Lamara Dr,Savannah,Chatham County,GA,31405,12.0,Yes,No,494,0,0,0,18,0,0,0,0,10,0.0364372469636,0,21,0,0,0,0,1,0,4,0.0526315789474,13.4,6373.17,202502147.01,160.0,21.0,0.0809716582298,63.0,34.8,2.2,22,2,0,48,3,4,43,0,10.1,0.0,0.0,21.7
262,2015,625,Chatham County,5070,Windsor Forest High School,H,66.6,12419 Largo Dr,Savannah,Chatham County,GA,31419,12.0,No,No,1256,0,0,387,251,23,1,0,0,12,0.527070063694,6,49,0,0,4,26,1,7,82,0.139331210191,16.3,5199.65,202502147.01,548.0,90.0,0.265834063292,79.7,16.8,3.5,27,2,0,66,6,6,20,0,9.1,0.0,1.4,11.2
263,2015,626,Chattahoochee County,101,Chattahoochee County Education Center,E,85.9,140 Merrell St,Cusseta,Chattahoochee County,GA,31805,42.0,Yes,No,301,16,0,172,27,0,0,0,0,0,0.714285714286,0,1,0,0,0,0,0,0,4,0.0166112956811,14.9,6370.66,4911463.09,182.0,49.0,0.162337660789,41.5,40.5,17.9,46,0,0,32,3,4,60,0,18.6,0.0,1.1,
264,2015,626,Chattahoochee County,106,Chattahoochee County Middle School,M,41.5,360 Ga Highway 26,Cusseta,Chattahoochee County,GA,31805,42.0,Yes,No,152,8,0,92,41,3,0,0,1,0,0.953947368421,2,9,0,0,4,0,3,2,29,0.322368421053,14.3,7569.49,4911463.09,107.0,18.0,0.25373134017,46.7,38.8,14.5,37,0,0,36,5,1,57,0,20.9,0.0,3.7,3.7
265,2015,626,Chattahoochee County,206,Chattahoochee County High School,H,64.1,360 Ga Highway 26,Cusseta,Chattahoochee County,GA,31805,42.0,No,No,537,11,0,168,48,7,0,0,0,1,0.435754189944,0,6,0,0,3,19,1,0,15,0.0819366852886,15.5,5129.61,4911463.09,183.0,89.0,0.25925925374,36.5,42.5,21.0,12,1,0,29,15,5,48,0,11.9,1.9,2.8,1.7
