schoolID,sysID,schoolName,sysName,county,street,city,state,zip,locClass,chrtr,titleI,stdTchRatio,freeLnch,reducedLnch
3756,721,JOSEY HIGH SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1701 15TH ST,AUGUSTA,GA,30901,12,No,Yes,14,683,0
112,629,JUDIA JACKSON HARRIS ELEMENTARY,CLARKE COUNTY,CLARKE COUNTY,2300 DANIELSVILLE RD,ATHENS,GA,30601,12,Yes,Yes,12.2,543,11
495,667,KANOHEDA ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1025 HERRINGTON RD,LAWRENCEVILLE,GA,30044,21,No,Yes,13.2,889,105
111,702,KATHERINE B. SUTTON ELEMENTARY SCHOOL,MONROE COUNTY,MONROE COUNTY,1315 GA HIGHWAY 83 N,FORSYTH,GA,31029,41,No,Yes,12.7,262,52
110,711,KAY ROAD ELEMENTARY,PEACH COUNTY,PEACH COUNTY,800 KAY RD,BYRON,GA,31008,41,No,Yes,16.4,346,24
196,656,KEDRON ELEMENTARY SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,200 KEDRON DR,PEACHTREE CITY,GA,30269,21,No,No,14.4,76,26
187,633,KEHELEY ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,1985 KEMP RD,MARIETTA,GA,30066,21,No,No,13.4,88,17
103,633,KELL HIGH SCHOOL,COBB COUNTY,COBB COUNTY,4770 LEE WATERS RD,MARIETTA,GA,30066,21,No,No,18.6,395,86
4059,644,KELLEY LAKE ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2590 KELLY LAKE RD,DECATUR,GA,30032,21,No,Yes,12.8,346,0
313,658,KELLY MILL ELEMENTARY,FORSYTH COUNTY,FORSYTH COUNTY,1180 CHAMBLEE GAP RD,CUMMING,GA,30040,21,No,No,18.3,94,17
305,631,KEMP ELEM SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,10990 FOLSOM RD,HAMPTON,GA,30228,21,No,Yes,19,686,0
203,633,KEMP ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,865 CORNER RD,POWDER SPRINGS,GA,30127,21,No,No,16.2,151,27
205,631,KEMP PRIMARY,CLAYTON COUNTY,CLAYTON COUNTY,1090 MCDONOUGH RD,HAMPTON,GA,30228,21,No,Yes,16.9,734,0
1064,706,KENDRICK HIGH SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,6015 GEORGETOWN DR,COLUMBUS,GA,31907,12,No,Yes,13.6,828,0
197,631,KENDRICK MIDDLE SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,7971 KENDRICK ROAD,JONESBORO,GA,30238,21,No,Yes,14.6,774,0
189,607,KENNEDY ELEMENTARY SCHOOL,BARROW COUNTY,BARROW COUNTY,200 MATTHEWS SCHOOL RD,WINDER,GA,30680,41,No,Yes,14.4,514,95
107,726,KENNEDY ROAD MIDDLE SCHOOL,SPALDING COUNTY,SPALDING COUNTY,280 KENNEDY RD,GRIFFIN,GA,30223,21,No,Yes,17.6,367,43
304,633,KENNESAW CHARTER SCHOOL,COBB COUNTY,COBB COUNTY,3010 COBB PKWY NW,KENNESAW,GA,30152,21,Yes,No,14,177,60
404,633,KENNESAW ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3155 JILES RD NW,KENNESAW,GA,30144,21,No,No,13.7,241,33
101,633,KENNESAW MOUNTAIN HIGH SCHOOL,COBB COUNTY,COBB COUNTY,1898 KENNESAW DUE WEST RD NW,KENNESAW,GA,30152,21,No,No,19,544,112
2064,706,KEY ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,2520 BROADMOOR DR,COLUMBUS,GA,31903,12,No,Yes,15,347,0
112,622,KIDSPEACE,CARROLL COUNTY,CARROLL COUNTY,101 KIDSPEACE DR,BOWDON,GA,30108,42,No,Yes,8.6,57,0
103,642,KILOUGH ELEMENTARY SCHOOL,DAWSON COUNTY,DAWSON COUNTY,1063 KILOUGH CHURCH RD,DAWSONVILLE,GA,30534,21,No,Yes,13.9,164,35
173,631,KILPATRICK ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,7534 TARA RD,JONESBORO,GA,30236,21,No,Yes,17.1,641,0
1064,761,KIMBERLY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,3090 MCMURRAY DR SW,ATLANTA,GA,30311,11,No,Yes,13.7,458,0
273,633,KINCAID ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,1410 KINCAID RD,MARIETTA,GA,30066,21,No,No,14.5,135,31
197,688,KINCHAFOONEE PRIMARY SCHOOL,LEE COUNTY,LEE COUNTY,295 LESLIE HWY,LEESBURG,GA,31763,31,No,No,17.4,362,60
123,761,KINDEZI,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1890 DETROIT AVE NW,ATLANTA,GA,30314,11,Yes,Yes,4.8,116,18
1058,611,KING - DANFORTH ELEMENTARY SCHOOL,BIBB COUNTY,BIBB COUNTY,1301 SHURLING DR,MACON,GA,31211,13,No,Yes,16.1,321,6
373,761,KING MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,545 HILL ST SE,ATLANTA,GA,30312,11,No,Yes,13.1,468,0
2062,633,KING SPRINGS ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,1041 REED RD SE,SMYRNA,GA,30082,21,No,No,17.2,263,36
3550,676,KINGS CHAPEL ELEMENTARY SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,460 ARENA RD,PERRY,GA,31069,41,No,Yes,15.2,184,48
193,620,KINGSLAND ELEMENTARY SCHOOL,CAMDEN COUNTY,CAMDEN COUNTY,900 W KING AVE,KINGSLAND,GA,31548,41,No,Yes,15.3,216,40
5059,644,KINGSLEY ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2051 BRENDON DR,DUNWOODY,GA,30338,21,Yes,No,15.1,273,13
296,608,KINGSTON ELEMENTARY SCHOOL,BARTOW COUNTY,BARTOW COUNTY,240 HARDIN BRIDGE RD,KINGSTON,GA,30145,41,No,Yes,13.4,391,63
212,761,KIPP ATLANTA COLLEGIATE,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,98 ANDERSON AVENUE,ATLANTA,GA,30314,11,Yes,Yes,13.8,363,0
204,660,KIPP SOUTH FULTON ACADEMY SCHOOL,FULTON COUNTY,FULTON COUNTY,1286 WASHINGTON AVE,ATLANTA,GA,30344,21,Yes,Yes,16.5,183,46
115,761,KIPP STRIVE ACADEMY,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1444 LUCILE AVE SW,ATLANTA,GA,30310,11,Yes,Yes,14.6,204,28
213,761,KIPP STRIVE PRIMARY,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1444 LUCILE AVE SW,ATLANTA,GA,30310,11,Yes,Yes,74.7,221,0
122,761,KIPP VISION,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,660 MCWILLIAMS RD SE,ATLANTA,GA,30315,11,Yes,Yes,15.5,344,0
214,761,KIPP VISION PRIMARY,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,660 MCWILLIAMS RD SE,ATLANTA,GA,30315,11,Yes,Yes,12.8,81,10
215,761,KIPP WAYS PRIMARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,350 TEMPLE ST NW,ATLANTA,GA,30314,11,No,No,17.10792873,428.0284571,46.01911961
605,761,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,350 TEMPLE ST NW,ATLANTA,GA,30314,11,Yes,Yes,13.7,326,0
288,644,KITTREDGE MAGNET SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1663 E NANCY CREEK DR NE,ATLANTA,GA,30319,21,No,No,14.8,20,11
275,667,KNIGHT ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,401 N RIVER DR SW,LILBURN,GA,30047,21,No,Yes,15.7,446,72
2060,644,KNOLLWOOD ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3039 SANTA MONICA DR,DECATUR,GA,30032,21,No,Yes,12.2,338,0
197,696,L. K. MOSS ELEMENTARY SCHOOL,MARION COUNTY,MARION COUNTY,1707 PINEVILLE RD,BUENA VISTA,GA,31803,42,No,Yes,16.1,459,45
6195,716,L.I.T.T.L.E. CHILDREN GROWING PREK,PULASKI COUNTY,PULASKI COUNTY,72 WARREN ST,HAWKINSVILLE,GA,31036,32,No,No,17.10792873,428.0284571,46.01911961
6405,628,L.R.TIPPENS EDUCATIONAL CENTER,CHEROKEE COUNTY,CHEROKEE COUNTY,8 GLENWOOD ST,CANTON,GA,30114,21,No,No,17.10792873,428.0284571,46.01911961
3062,633,LABELLE ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,230 CRESSON DR SW,MARIETTA,GA,30060,21,No,Yes,12.3,511,24
198,746,LAFAYETTE HIGH SCHOOL,WALKER COUNTY,WALKER COUNTY,5178 ROUND POND RD,LA FAYETTE,GA,30728,41,No,No,16.9,621,158
180,746,LAFAYETTE MIDDLE SCHOOL,WALKER COUNTY,WALKER COUNTY,419 ROADRUNNER BLVD,LA FAYETTE,GA,30728,31,No,Yes,13.4,396,91
1052,741,LAGRANGE HIGH SCHOOL,TROUP COUNTY,TROUP COUNTY,516 N GREENWOOD ST,LAGRANGE,GA,30240,32,No,No,18.1,587,64
4056,631,LAKE CITY ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,5354 PHILLIPS DR,LAKE CITY,GA,30260,21,No,Yes,16.8,562,0
909,660,LAKE FOREST ELEMENTARY,FULTON COUNTY,FULTON COUNTY,5920 SANDY SPRINGS CIR NE,ATLANTA,GA,30328,13,No,Yes,12.6,922,1
300,721,LAKE FOREST HILLS ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,3140 LAKE FOREST DR,AUGUSTA,GA,30909,12,No,No,14.6,580,0
208,676,LAKE JOY ELEMENTARY SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,985 LAKE JOY RD,WARNER ROBINS,GA,31088,13,No,No,17.3,134,43
103,676,LAKE JOY PRIMARY SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,995 LAKE JOY RD,WARNER ROBINS,GA,31088,13,No,No,15.6,160,33
109,666,LAKE OCONEE CHARTER,GREENE COUNTY,GREENE COUNTY,PMB 150 6326 LAKE OCONEE PARKW,GREENSBORO,GA,30642,42,Yes,No,13.9,405,0
4050,692,LAKE PARK ELEMENTARY SCHOOL,LOWNDES COUNTY,LOWNDES COUNTY,604 W MARION AVE,LAKE PARK,GA,31636,31,No,Yes,15.5,377,59
4054,647,LAKE PARK ELEMENTARY SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,605 MEADOWLARK DR,ALBANY,GA,31707,13,No,No,19.4,561,0
295,631,LAKE RIDGE ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,7900 LAKE RIDGE CIR,RIVERDALE,GA,30296,21,No,Yes,16.7,723,0
190,660,LAKE WINDWARD ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,11770 E FOX CT,ALPHARETTA,GA,30005,13,No,No,13.4,52,15
407,611,LAKEBRIDGE BEHAVIORAL HEALTH SYSTEM,BIBB COUNTY,BIBB COUNTY,3500 RIVERSIDE DR,MACON,GA,31210,13,No,Yes,6.6,22,0
189,636,LAKESIDE HIGH SCHOOL,COLUMBIA COUNTY,COLUMBIA COUNTY,533 BLUE RIDGE DR,EVANS,GA,30809,21,No,No,18.8,268,91
3060,644,LAKESIDE HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3801 BRIARCLIFF RD NE,ATLANTA,GA,30345,21,No,No,17.7,703,74
290,636,LAKESIDE MIDDLE SCHOOL,COLUMBIA COUNTY,COLUMBIA COUNTY,527 BLUE RIDGE DR,EVANS,GA,30809,21,No,Yes,17.5,269,77
216,658,LAKESIDE MIDDLE SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,2565 ECHOLS RD,CUMMING,GA,30041,21,No,No,18.4,103,21
2552,623,LAKEVIEW MIDDLE SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,416 CROSS ST,ROSSVILLE,GA,30741,21,No,Yes,13.3,408,79
1052,623,LAKEVIEW-FORT OGLETHORPE HIGH SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,1850 BATTLEFIELD PKWY,FORT OGLETHORPE,GA,30742,21,No,No,15.6,439,104
116,721,LAMAR - MILLEDGE ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,510 EVE ST,AUGUSTA,GA,30904,12,No,Yes,17.3,453,0
175,685,LAMAR COUNTY COMPREHENSIVE HIGH SCHOOL,LAMAR COUNTY,LAMAR COUNTY,1 TROJAN WAY,BARNESVILLE,GA,30204,32,No,Yes,14.1,392,78
105,685,LAMAR COUNTY ELEMENTARY SCHOOL,LAMAR COUNTY,LAMAR COUNTY,228 ROBERTA DR,BARNESVILLE,GA,30204,41,No,Yes,16.8,380,56
199,685,LAMAR COUNTY MIDDLE SCHOOL,LAMAR COUNTY,LAMAR COUNTY,100 BURNETTE RD,BARNESVILLE,GA,30204,32,No,Yes,16.9,372,46
205,685,LAMAR COUNTY PRIMARY SCHOOL,LAMAR COUNTY,LAMAR COUNTY,154 BURNETTE RD,BARNESVILLE,GA,30204,32,No,Yes,15.6,443,85
199,647,LAMAR REESE SCHOOL OF THE ARTS,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1215 LILY POND RD,ALBANY,GA,31701,41,No,Yes,16,541,0
214,658,LAMBERT HIGH SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,805 NICHOLS RD,SUWANEE,GA,30024,21,No,No,19.4,101,20
1305,611,LANE ELEMENTARY SCHOOL,BIBB COUNTY,BIBB COUNTY,990 NEWPORT RD,MACON,GA,31210,13,No,Yes,17.8,437,24
5566,721,LANEY HIGH SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1339 LANEY WALKER BLVD,AUGUSTA,GA,30901,12,No,Yes,15.6,650,0
1058,721,LANGFORD MIDDLE SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,3019 WALTON WAY EXT,AUGUSTA,GA,30909,12,No,Yes,17.7,841,0
199,616,LANGSTON CHAPEL ELEMENTARY SCHOOL,BULLOCH COUNTY,BULLOCH COUNTY,150 LANGSTON CHAPEL RD,STATESBORO,GA,30458,41,No,Yes,16.3,632,39
299,616,LANGSTON CHAPEL MIDDLE SCHOOL,BULLOCH COUNTY,BULLOCH COUNTY,156 LANGSTON CHAPEL RD,STATESBORO,GA,30458,41,No,Yes,16.5,468,49
1110,660,LANGSTON HUGHES HIGH SCHOOL,FULTON COUNTY,FULTON COUNTY,7501 HALL RD,FAIRBURN,GA,30213,41,No,Yes,17.8,1214,165
117,676,LANGSTON ROAD ELEMENTARY SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,315 LANGSTON RD,PERRY,GA,31069,13,No,No,17.10792873,428.0284571,46.01911961
105,669,LANIER CAREER ACADEMY,HALL COUNTY,HALL COUNTY,2723 TUMBLING CREEK RD,GAINESVILLE,GA,30504,13,No,No,12.4,217,20
111,686,LANIER COUNTY ELEMENTARY SCHOOL,LANIER COUNTY,LANIER COUNTY,92 VALDOSTA RD,LAKELAND,GA,31635,31,No,Yes,15.8,279,30
201,686,LANIER COUNTY HIGH SCHOOL,LANIER COUNTY,LANIER COUNTY,325 W PATTEN AVE,LAKELAND,GA,31635,41,No,No,13.4,261,29
101,686,LANIER COUNTY MIDDLE SCHOOL,LANIER COUNTY,LANIER COUNTY,325 W PATTEN AVE,LAKELAND,GA,31635,41,No,Yes,14.7,259,24
3050,686,LANIER COUNTY PRIMARY SCHOOL,LANIER COUNTY,LANIER COUNTY,242 S VALDOSTA RD,LAKELAND,GA,31635,31,No,Yes,14.9,415,39
3054,669,LANIER ELEMENTARY SCHOOL,HALL COUNTY,HALL COUNTY,4782 THOMPSON BRIDGE RD,GAINESVILLE,GA,30506,41,No,No,18,313,47
1018,667,LANIER HIGH SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,918 BUFORD HWY,SUGAR HILL,GA,30518,21,No,No,19.8,533,118
209,667,LANIER MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,6482 SUWANEE DAM RD,BUFORD,GA,30518,21,No,No,17.6,521,118
282,615,LANIER PRIMARY SCHOOL,BRYAN COUNTY,BRYAN COUNTY,6024 US HIGHWAY 280 E,PEMBROKE,GA,31321,42,No,Yes,17.3,345,49
2062,625,LARGO-TIBET ELEMENTARY SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,430 TIBET AVE,SAVANNAH,GA,31406,12,No,Yes,15.1,565,48
381,633,LASSITER HIGH SCHOOL,COBB COUNTY,COBB COUNTY,2601 SHALLOWFORD RD,MARIETTA,GA,30066,21,No,No,17.9,195,41
313,761,LATIN ACADEMY CHARTER SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1442 METROPOLITAN PARKWAY. SW,ATLANTA,GA,30310,11,Yes,Yes,17,184,0
4060,644,LAUREL RIDGE ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1215 BALSAM DR,DECATUR,GA,30033,21,No,No,11.9,186,17
5050,659,LAVONIA ELEMENTARY SCHOOL,FRANKLIN COUNTY,FRANKLIN COUNTY,818 HARTWELL RD,LAVONIA,GA,30553,42,No,Yes,16.2,380,39
5054,667,LAWRENCEVILLE ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,122 GWINNETT DR,LAWRENCEVILLE,GA,30045,21,No,Yes,13,627,46
311,644,LEADERSHIP PREPARATORY ACADEMY,DEKALB COUNTY,DEKALB COUNTY,6400 WOODROW RD,LITHONIA,GA,30038,21,Yes,Yes,16.5,264,76
6076,721,LEARNING OPTIONS PLC,RICHMOND COUNTY,RICHMOND COUNTY,1740 WALTON WAY,AUGUSTA,GA,30904,12,No,No,17.10792873,428.0284571,46.01911961
103,688,LEE COUNTY ELEMENTARY SCHOOL,LEE COUNTY,LEE COUNTY,314 LOVERS LANE RD,LEESBURG,GA,31763,41,No,No,17.3,248,51
193,688,LEE COUNTY HIGH SCHOOL,LEE COUNTY,LEE COUNTY,1 TROJAN WAY,LEESBURG,GA,31763,31,No,Yes,17.7,396,98
114,688,LEE COUNTY MIDDLE SCHOOL EAST,LEE COUNTY,LEE COUNTY,185 FIRETOWER RD,LEESBURG,GA,31763,31,No,Yes,17.6,278,79
101,688,LEE COUNTY MIDDLE SCHOOL WEST,LEE COUNTY,LEE COUNTY,190 SMITHVILLE RD N,LEESBURG,GA,31763,41,No,Yes,17.3,259,84
187,688,LEE COUNTY PRIMARY SCHOOL,LEE COUNTY,LEE COUNTY,282 MAGNOLIA AVE,LEESBURG,GA,31763,31,No,No,15.9,274,47
3058,660,LEE ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,4600 SCARBOROUGH RD,COLLEGE PARK,GA,30349,21,No,Yes,13.8,372,34
209,688,LEE HIGH SCHOOL 9TH GRADE CAMPUS,LEE COUNTY,LEE COUNTY,370 LESLIE HWY,LEESBURG,GA,31763,41,No,Yes,16.7,147,46
106,638,LEE MIDDLE SCHOOL,COWETA COUNTY,COWETA COUNTY,370 WILLIS RD,SHARPSBURG,GA,30277,41,No,No,17.6,249,55
1058,631,LEE STREET ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,178 LEE ST,JONESBORO,GA,30236,21,No,Yes,15.5,578,0
2050,737,LEN LASTINGER PRIMARY SCHOOL,TIFT COUNTY,TIFT COUNTY,1210 LAKE DR,TIFTON,GA,31794,32,No,Yes,14.7,466,0
201,710,LENA MAE MOSES MIDDLE SCHOOL,PAULDING COUNTY,PAULDING COUNTY,1066 OLD COUNTY FARM RD,DALLAS,GA,30132,21,No,No,15.7,155,50
106,627,LEROY MASSEY ELEMENTARY SCHOOL,CHATTOOGA COUNTY,CHATTOOGA COUNTY,403 DOT JOHNSON WAY,SUMMERVILLE,GA,30747,41,No,Yes,16.3,703,55
1405,667,LEVEL CREEK ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,4488 TENCH RD,SUWANEE,GA,30024,21,No,No,16.6,63,17
105,668,LEVEL GROVE ELEMENTARY SCHOOL,HABERSHAM COUNTY,HABERSHAM COUNTY,2525 LEVEL GROVE RD,CORNELIA,GA,30531,41,No,Yes,15.7,357,33
188,670,LEWIS ELEMENTARY SCHOOL,HANCOCK COUNTY,HANCOCK COUNTY,11145 GA HIGHWAY 15,SPARTA,GA,31087,33,No,Yes,15.8,374,20
287,633,LEWIS ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,4179 JIM OWENS RD NW,KENNESAW,GA,30152,21,No,No,16.1,256,58
197,689,LEWIS FRASIER MIDDLE SCHOOL,LIBERTY COUNTY,LIBERTY COUNTY,910 LONG FRASIER DR,HINESVILLE,GA,31313,13,No,Yes,15.5,428,103
102,636,LEWISTON ELEMENTARY SCHOOL,COLUMBIA COUNTY,COLUMBIA COUNTY,5426 HEREFORD FARM RD,EVANS,GA,30809,41,No,No,18.1,121,24
6004,689,LIBERTY COLLEGE AND CAREER ACADEMY,LIBERTY COUNTY,LIBERTY COUNTY,245 DORSEY ROAD,WALTHOURVILLE,GA,31333,23,No,No,17.10792873,428.0284571,46.01911961
192,689,LIBERTY COUNTY HIGH SCHOOL,LIBERTY COUNTY,LIBERTY COUNTY,3216 E OGLETHORPE HWY,HINESVILLE,GA,31313,41,No,No,18.5,474,179
102,689,LIBERTY ELEMENTARY SCHOOL,LIBERTY COUNTY,LIBERTY COUNTY,P. O. BOX 689,MIDWAY,GA,31320,42,No,Yes,14.7,439,105
187,727,LIBERTY ELEMENTARY SCHOOL,STEPHENS COUNTY,STEPHENS COUNTY,222 OLD LIBERTY HILL RD,TOCCOA,GA,30577,41,No,Yes,14.4,405,0
203,628,LIBERTY ELEMENTARY SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,10500 BELLS FERRY RD,CANTON,GA,30114,21,No,No,19.6,233,63
114,707,LIBERTY MIDDLE SCHOOL,NEWTON COUNTY,NEWTON COUNTY,5225 SALEM RD,COVINGTON,GA,30016,21,No,Yes,15.3,690,78
303,658,LIBERTY MIDDLE SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,7465 WALLACE TATUM RD,CUMMING,GA,30028,21,No,No,17.3,187,37
503,660,LIBERTY POINT ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,9000 HIGHPOINT RD,UNION CITY,GA,30291,21,No,Yes,14.2,569,74
107,721,LIGHTHOUSE CARE CENTER OF AUGUSTA,RICHMOND COUNTY,RICHMOND COUNTY,3100 PERIMETER PKWY,AUGUSTA,GA,30909,12,No,Yes,17.5,67,0
5554,667,LILBURN ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,531 LILBURN SCHOOL RD NW,LILBURN,GA,30047,21,No,Yes,15,1317,98
1056,667,LILBURN MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,4994 LAWRENCEVILLE HWY NW,LILBURN,GA,30047,21,No,Yes,17.7,1468,91
104,710,LILLIAN C. POOLE ELEMENTARY SCHOOL,PAULDING COUNTY,PAULDING COUNTY,1002 WAYSIDE LN,DALLAS,GA,30132,41,No,Yes,13.1,202,32
2564,761,LIN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DEKALB COUNTY,586 CANDLER PARK DR NE,ATLANTA,GA,30307,11,No,No,14.5,61,13
176,690,LINCOLN COUNTY ELEMENTARY SCHOOL,LINCOLN COUNTY,LINCOLN COUNTY,175 ROWLAND YORK DR,LINCOLNTON,GA,30817,42,No,Yes,16.3,349,47
110,690,LINCOLN COUNTY HIGH SCHOOL,LINCOLN COUNTY,LINCOLN COUNTY,200 CHARLES WARD ELAM DR,LINCOLNTON,GA,30817,42,No,Yes,13.7,157,36
101,690,LINCOLN COUNTY MIDDLE SCHOOL,LINCOLN COUNTY,LINCOLN COUNTY,200 CHARLES WARD ELAM DR # B,LINCOLNTON,GA,30817,42,No,Yes,14.6,139,22
205,647,LINCOLN ELEMENTARY MAGNET SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,518 W SOCIETY AVE,ALBANY,GA,31701,13,No,No,19.6,878,0
309,633,LINDLEY 6TH GRADE ACADEMY,COBB COUNTY,COBB COUNTY,1550 PEBBLEBROOK CIR SE,MABLETON,GA,30126,21,No,Yes,16.3,454,51
202,633,LINDLEY MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,50 VETERANS MEMORIAL HWY SE,MABLETON,GA,30126,21,No,Yes,16.4,878,98
4050,676,LINDSEY ELEMENTARY SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,81 TABOR DR,WARNER ROBINS,GA,31093,13,No,Yes,13.6,422,0
175,648,LITHIA SPRINGS COMPREHENSIVE HIGH SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY,2520 E COUNTY LINE RD,LITHIA SPRINGS,GA,30122,21,No,No,16.8,942,117
3052,648,LITHIA SPRINGS ELEMENTARY SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY,6946 FLORENCE DR,LITHIA SPRINGS,GA,30122,21,No,Yes,13.6,426,51
202,644,LITHONIA HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2440 PHILLIPS RD,LITHONIA,GA,30058,21,No,Yes,16.3,994,86
203,644,LITHONIA MIDDLE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2451 RANDALL AVE,LITHONIA,GA,30058,21,No,Yes,17.7,982,72
206,658,LITTLE MILL MIDDLE SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,6800 LITTLE MILL RD,CUMMING,GA,30041,21,No,Yes,15.8,275,58
309,628,LITTLE RIVER ELEM.,CHEROKEE COUNTY,CHEROKEE COUNTY,3170 TRICKUM RD,WOODSTOCK,GA,30188,21,No,No,18.4,310,65
115,707,LIVE OAK ELEMENTARY,NEWTON COUNTY,NEWTON COUNTY,500 KIRKLAND RD,COVINGTON,GA,30016,21,No,Yes,17.4,772,83
102,647,LIVE OAK ELEMENTARY SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,4529 GILLIONVILLE RD,ALBANY,GA,31721,41,No,Yes,19,648,0
3050,707,LIVINGSTON ELEMENTARY SCHOOL,NEWTON COUNTY,NEWTON COUNTY,3657 HIGHWAY 81 S,COVINGTON,GA,30016,41,No,Yes,14.9,372,47
1061,644,LIVSEY ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,4137 LIVSEY RD,TUCKER,GA,30084,21,No,No,13.7,123,12
294,781,LOCKHEED ELEMENTARY SCHOOL,MARIETTA CITY,COBB COUNTY,1205 MERRITT RD,MARIETTA,GA,30062,13,No,Yes,14,554,118
5050,675,LOCUST GROVE ELEMENTARY SCHOOL,HENRY COUNTY,HENRY COUNTY,95 L G GRIFFIN RD,LOCUST GROVE,GA,30248,21,No,Yes,13.8,244,68
214,675,LOCUST GROVE HIGH,HENRY COUNTY,HENRY COUNTY,3275 S OLA RD,LOCUST GROVE,GA,30248,41,No,No,16.9,427,104
213,675,LOCUST GROVE MIDDLE,HENRY COUNTY,HENRY COUNTY,3315 S OLA RD,LOCUST GROVE,GA,30248,41,No,No,17.9,368,85
