schoolID,sysID,schoolName,sysName,county,street,city,state,zip,locClass,chrtr,titleI,stdTchRatio,freeLnch,reducedLnch
5053,644,CLIFTON ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3132 CLIFTON CHURCH RD SE,ATLANTA,GA,30316,21,No,Yes,15.8,316,16
101,684,CLIFTON RIDGE MIDDLE SCHOOL,JONES COUNTY,JONES COUNTY,169 DUSTY LN,MACON,GA,31211,22,No,Yes,15.3,281,58
1010,660,CLIFTONDALE ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,3340 W STUBBS RD,COLLEGE PARK,GA,30349,21,No,Yes,17.3,493,90
101,632,CLINCH COUNTY ELEMENTARY SCHOOL,CLINCH COUNTY,CLINCH COUNTY,575 WOODLAKE DR,HOMERVILLE,GA,31634,41,No,Yes,15.8,473,48
1050,632,CLINCH COUNTY HIGH SCHOOL,CLINCH COUNTY,CLINCH COUNTY,863 CARSWELL ST,HOMERVILLE,GA,31634,32,No,No,16.5,254,52
201,632,CLINCH COUNTY MIDDLE SCHOOL,CLINCH COUNTY,CLINCH COUNTY,575 WOODLAKE DR,HOMERVILLE,GA,31634,41,No,Yes,14.2,204,35
6101,632,CLINCH COUNTY PRE K,CLINCH COUNTY,CLINCH COUNTY,575 WOODLAKE DRIVE,HOMERVILLE,GA,31634,32,No,No,17.10792873,428.0284571,46.01911961
3050,623,CLOUD SPRINGS ELEMENTARY SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,163 FERNWOOD DR,ROSSVILLE,GA,30741,21,No,Yes,14.9,273,33
115,608,CLOVERLEAF ELEMENTARY,BARTOW COUNTY,BARTOW COUNTY,291 HIGHWAY 20 SPUR,CARTERSVILLE,GA,30121,23,No,Yes,13.9,447,71
2054,706,CLUBVIEW ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,2836 EDGEWOOD RD,COLUMBUS,GA,31906,12,Yes,No,17.5,155,35
1050,692,CLYATTVILLE ELEMENTARY SCHOOL,LOWNDES COUNTY,LOWNDES COUNTY,P.O. BOX 132,VALDOSTA,GA,31601,42,No,Yes,14,516,35
112,755,COAHULLA CREEK HIGH SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,3361 CROW ROAD,DALTON,GA,30721,41,No,No,19.2,481,116
182,658,COAL MOUNTAIN ELEMENTARY SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,3455 COAL MOUNTAIN DR,CUMMING,GA,30028,21,No,No,16.5,102,16
6410,880,COASTAL ACADEMY PSYCHOEDUCATIONAL PROGRAM,FIRST DISTRICT RESA,GLYNN COUNTY,#2 ROSS ROAD,BRUNSWICK,GA,31520,23,No,No,17.10792873,428.0284571,46.01911961
109,625,COASTAL EMPIRE MONTESSORI CHARTER SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,301 BURKHALTER RD,SAVANNAH,GA,31405,41,Yes,No,28.8,119,19
6404,625,COASTAL GEORGIA COMPREHENSIVE ACADEMY,CHATHAM COUNTY,CHATHAM COUNTY,2001 CYNTHIA STREET,SAVANNAH,GA,31401,12,No,No,17.10792873,428.0284571,46.01911961
311,625,COASTAL MIDDLE SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,4595 US HIGHWAY 80 E,SAVANNAH,GA,31410,21,No,No,14.6,212,36
6406,648,COBB-DOUGLAS PSYCHOEDUCATIONAL PROGRAM,DOUGLAS COUNTY,COBB COUNTY,1595 HAWTHORNE STREET,SMYRNA,GA,30080,21,No,No,17.10792873,428.0284571,46.01911961
6002,634,COFFEE ALTERNATIVE EDUCATION CENTER,COFFEE COUNTY,COFFEE COUNTY,1303 SOUTH PERTERSON AVENUE,DOUGLAS,GA,31533,33,No,No,17.10792873,428.0284571,46.01911961
114,634,COFFEE COUNTY CAREER ACADEMY,COFFEE COUNTY,COFFEE COUNTY,1303 PETERSON AVE S,DOUGLAS,GA,31533,33,No,Yes,22.3,175,14
195,634,COFFEE COUNTY HIGH SCHOOL,COFFEE COUNTY,COFFEE COUNTY,159 TROJAN WAY,DOUGLAS,GA,31533,41,No,Yes,15.2,758,122
108,634,COFFEE MIDDLE SCHOOL,COFFEE COUNTY,COFFEE COUNTY,901 CONNECTOR 206 N,DOUGLAS,GA,31533,41,No,Yes,16,1132,151
303,660,COGBURN WOODS ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,13080 COGBURN RD,ALPHARETTA,GA,30004,21,No,No,16.7,102,18
2050,755,COHUTTA ELEMENTARY SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,254 WOLFE ST,COHUTTA,GA,30710,41,No,Yes,14.5,178,40
196,629,COILE MIDDLE SCHOOL,CLARKE COUNTY,CLARKE COUNTY,110 OLD ELBERTON RD,ATHENS,GA,30601,41,No,Yes,14.6,599,26
195,705,COKER ELEMENTARY SCHOOL,MURRAY COUNTY,MURRAY COUNTY,1733 LEONARD BRIDGE RD,CHATSWORTH,GA,30705,23,No,Yes,18,548,51
1050,695,COLBERT ELEMENTARY SCHOOL,MADISON COUNTY,MADISON COUNTY,255 COLBERT SCHOOL RD,COLBERT,GA,30628,41,No,Yes,12.6,233,36
3050,708,COLHAM FERRY ELEMENTARY SCHOOL,OCONEE COUNTY,OCONEE COUNTY,P.O. BOX 186. 191 COLHAM FERRY,WATKINSVILLE,GA,30677,41,No,Yes,15.1,107,16
301,732,COLLINS ELEMENTARY SCHOOL,TATTNALL COUNTY,TATTNALL COUNTY,720 N MAIN ST,COLLINS,GA,30421,42,No,Yes,15.1,283,0
195,667,COLLINS HILL HIGH SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,50 TAYLOR RD,SUWANEE,GA,30024,21,No,No,20.2,1002,292
401,732,COLLINS MIDDLE SCHOOL,TATTNALL COUNTY,TATTNALL COUNTY,720 N MAIN ST,COLLINS,GA,30421,42,No,Yes,14.6,143,0
112,635,COLQUITT COUNTY ACHIEVEMENT CENTER,COLQUITT COUNTY,COLQUITT COUNTY,1800 PARK AVE SE,MOULTRIE,GA,31768,32,No,Yes,16.3,100,0
1554,635,COLQUITT COUNTY HIGH SCHOOL,COLQUITT COUNTY,COLQUITT COUNTY,1800 PARK AVE SE,MOULTRIE,GA,31768,32,No,Yes,15.5,968,71
1054,644,COLUMBIA ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3230 COLUMBIA WOODS DR,DECATUR,GA,30032,21,No,Yes,15.6,589,0
2054,644,COLUMBIA HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2106 COLUMBIA DR,DECATUR,GA,30032,21,No,Yes,16.3,938,60
301,644,COLUMBIA MIDDLE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3001 COLUMBIA DR,DECATUR,GA,30034,21,No,Yes,15.6,999,0
2050,636,COLUMBIA MIDDLE SCHOOL,COLUMBIA COUNTY,COLUMBIA COUNTY,2013 RAIDER WAY,GROVETOWN,GA,30813,41,No,No,18.4,250,88
3054,706,COLUMBUS HIGH SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1700 CHEROKEE AVE,COLUMBUS,GA,31906,12,No,No,18.2,187,75
2050,695,COMER ELEMENTARY SCHOOL,MADISON COUNTY,MADISON COUNTY,P.O. BOX 97,COMER,GA,30629,42,No,Yes,13.5,199,35
1050,771,COMMERCE ELEMENTARY SCHOOL,COMMERCE CITY,JACKSON COUNTY,825 LAKEVIEW DR,COMMERCE,GA,30529,32,No,Yes,14.5,118,22
112,771,COMMERCE HIGH SCHOOL,COMMERCE CITY,JACKSON COUNTY,272 LAKEVIEW DR,COMMERCE,GA,30529,32,No,No,15.1,195,41
105,771,COMMERCE MIDDLE SCHOOL,COMMERCE CITY,JACKSON COUNTY,7690 JEFFERSON RD,COMMERCE,GA,30529,41,No,No,15.6,238,43
104,771,COMMERCE PRIMARY,COMMERCE CITY,JACKSON COUNTY,395 MINISH DR,COMMERCE,GA,30529,32,No,Yes,14.4,237,36
108,774,COMMUNITY HOPE CENTER,DUBLIN CITY,LAURENS COUNTY,531 GRAHAM ST,DUBLIN,GA,31021,33,No,Yes,3.2,5,0
3556,633,COMPTON ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3450 NEW MACLAND RD,POWDER SPRINGS,GA,30127,21,No,Yes,11.4,423,45
5052,660,CONLEY HILLS ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,2580 DELOWE DR,EAST POINT,GA,30344,21,No,Yes,13.4,483,13
2057,761,CONNALLY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1654 S ALVARADO TER SW,ATLANTA,GA,30311,11,No,Yes,13.7,409,0
304,710,CONNIE DUGAN ELEMENTARY SCHOOL,PAULDING COUNTY,PAULDING COUNTY,1362 WINN RD,DOUGLASVILLE,GA,30134,21,No,No,16.6,279,70
3057,761,CONTINENTAL COLONY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,3181 HOGAN RD SW,ATLANTA,GA,30331,11,No,Yes,14.2,410,0
278,722,CONYERS MIDDLE SCHOOL,ROCKDALE COUNTY,ROCKDALE COUNTY,400 SIGMAN RD NW,CONYERS,GA,30012,21,No,Yes,14.8,676,72
101,637,COOK COUNTY MIDDLE SCHOOL,COOK COUNTY,COOK COUNTY,1601 N ELM ST,SPARKS,GA,31647,41,No,Yes,15.1,444,55
104,637,COOK ELEMENTARY SCHOOL,COOK COUNTY,COOK COUNTY,1512 N ELM ST,SPARKS,GA,31647,41,No,Yes,15.3,464,50
111,637,COOK HIGH SCHOOL,COOK COUNTY,COOK COUNTY,9900 GA HIGHWAY 37,ADEL,GA,31620,41,No,No,16.2,486,65
196,637,COOK PRIMARY SCHOOL,COOK COUNTY,COOK COUNTY,1531 PATTERSON ST,ADEL,GA,31620,41,No,Yes,16.8,655,61
502,633,COOPER MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,4605 EWING RD,AUSTELL,GA,30106,21,No,Yes,16.7,596,91
2050,735,COOPER PRIMARY SCHOOL,TERRELL COUNTY,TERRELL COUNTY,455 GREENWAVE BLVD,DAWSON,GA,39842,32,No,Yes,16.9,315,26
5050,657,COOSA HIGH SCHOOL,FLOYD COUNTY,FLOYD COUNTY,4454 ALABAMA HWY NW,ROME,GA,30165,41,No,No,16.4,350,79
103,657,COOSA MIDDLE SCHOOL,FLOYD COUNTY,FLOYD COUNTY,212 EAGLE DR NW,ROME,GA,30165,41,No,No,15.8,332,61
2052,721,COPELAND ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1440 JACKSON RD,AUGUSTA,GA,30909,12,No,Yes,17.3,485,0
5016,644,CORALWOOD EDUCATION CENTER,DEKALB COUNTY,DEKALB COUNTY,2477 CORALWOOD DR,DECATUR,GA,30033,21,No,No,8.3,22,4
121,761,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1190 NORTHWEST DR NW,ATLANTA,GA,30318,11,No,Yes,10.5,287,0
120,761,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY MIDDLE SC,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1190 NORTHWEST DR NW,ATLANTA,GA,30318,11,No,Yes,11.1,298,0
205,667,CORLEY ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1331 PLEASANT HILL RD,LAWRENCEVILLE,GA,30044,21,No,Yes,14.8,1208,80
101,668,CORNELIA ELEMENTARY SCHOOL,HABERSHAM COUNTY,HABERSHAM COUNTY,375 OLD CLEVELAND RD,CORNELIA,GA,30531,32,No,Yes,14.4,486,49
191,675,COTTON INDIAN ELEMENTARY SCHOOL,HENRY COUNTY,HENRY COUNTY,1201 OLD CONYERS RD,STOCKBRIDGE,GA,30281,21,No,Yes,16.3,402,79
1210,667,COUCH MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1777 GRAYSON HWY,GRAYSON,GA,30017,21,No,No,19,290,80
105,607,COUNTY LINE ELEMENTARY SCHOOL,BARROW COUNTY,BARROW COUNTY,334 ROCKWELL CHURCH RD NW,WINDER,GA,30680,31,No,Yes,14.7,588,81
196,707,COUSINS MIDDLE SCHOOL,NEWTON COUNTY,NEWTON COUNTY,8187 CARLTON TRL NW,COVINGTON,GA,30014,21,No,Yes,15.4,516,64
192,726,COWAN ROAD ELEMENTARY SCHOOL,SPALDING COUNTY,SPALDING COUNTY,1233 COWAN RD,GRIFFIN,GA,30223,41,No,Yes,17.4,463,51
201,726,COWAN ROAD MIDDLE SCHOOL,SPALDING COUNTY,SPALDING COUNTY,1185 COWAN RD,GRIFFIN,GA,30223,41,No,Yes,18.9,464,60
610,7830610,COWETA CHARTER ACADEMY,COMMISSION CHARTER SCHOOLS- COWETA CHARTER ACADEMY,COWETA COUNTY,6675 HIGHWAY 16,SENOIA,GA,30276,41,Yes,Yes,15.5,41,21
4050,635,COX ELEMENTARY SCHOOL,COLQUITT COUNTY,COLQUITT COUNTY,1275 11TH AVE SE,MOULTRIE,GA,31768,32,No,Yes,17,550,0
193,660,CRABAPPLE CROSSING ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,12775 BIRMINGHAM HWY,ALPHARETTA,GA,30004,21,No,No,16.8,13,8
104,656,CRABAPPLE LANE ELEMENTARY SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,450 CRABAPPLE LN,PEACHTREE CITY,GA,30269,21,No,No,16.6,97,13
184,660,CRABAPPLE MIDDLE SCHOOL,FULTON COUNTY,FULTON COUNTY,10700 CRABAPPLE RD,ROSWELL,GA,30075,13,No,No,14.1,135,26
194,667,CRAIG ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1075 ROCKY RD,LAWRENCEVILLE,GA,30044,21,No,No,14.5,264,76
101,721,CRAIG-HOUGHTON ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1001 4TH ST,AUGUSTA,GA,30901,12,No,Yes,14.8,359,0
192,639,CRAWFORD COUNTY ELEMENTARY SCHOOL,CRAWFORD COUNTY,CRAWFORD COUNTY,P.O. BOX 308,ROBERTA,GA,31078,42,No,Yes,16.6,671,71
193,639,CRAWFORD COUNTY HIGH SCHOOL,CRAWFORD COUNTY,CRAWFORD COUNTY,400 E AGENCY ST,ROBERTA,GA,31078,42,No,Yes,15.1,353,43
202,639,CRAWFORD COUNTY MIDDLE SCHOOL,CRAWFORD COUNTY,CRAWFORD COUNTY,P.O. BOX 335,ROBERTA,GA,31078,42,No,Yes,14.8,263,42
102,660,CREEK VIEW ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,3995 WEBB BRIDGE RD,ALPHARETTA,GA,30005,13,No,No,17.9,106,30
197,667,CREEKLAND MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,170 RUSSELL RD,LAWRENCEVILLE,GA,30043,21,No,No,17.3,879,248
305,628,CREEKLAND MIDDLE SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,1555 OWENS STORE RD,CANTON,GA,30115,41,No,No,17.5,207,43
199,605,CREEKSIDE ELEMENTARY SCHOOL,BALDWIN COUNTY,BALDWIN COUNTY,372 BLANDY RD NW,MILLEDGEVILLE,GA,31061,32,No,Yes,18.4,529,76
291,660,CREEKSIDE HIGH SCHOOL,FULTON COUNTY,FULTON COUNTY,7405 HERNDON RD,FAIRBURN,GA,30213,21,No,Yes,16.4,995,109
110,672,CREEKSIDE SCHOOL,HARRIS COUNTY,HARRIS COUNTY,8403 GA HIGHWAY 315,CATAULA,GA,31804,42,No,Yes,16.1,211,77
106,628,CREEKVIEW HIGH SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,1550 OWENS STORE RD,CANTON,GA,30115,41,No,No,18.5,224,61
2050,726,CRESCENT ROAD ELEMENTARY SCHOOL,SPALDING COUNTY,SPALDING COUNTY,201 CRESCENT RD,GRIFFIN,GA,30224,21,No,Yes,17.7,194,31
2664,761,CRIM HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,DEKALB COUNTY,256 CLIFTON ST SE,ATLANTA,GA,30317,11,No,Yes,6.2,251,7
2052,640,CRISP COUNTY ELEMENTARY SCHOOL,CRISP COUNTY,CRISP COUNTY,PO BOX 729,CORDELE,GA,31010,32,No,Yes,16,537,0
196,640,CRISP COUNTY HIGH SCHOOL,CRISP COUNTY,CRISP COUNTY,PO BOX 729,CORDELE,GA,31010,41,No,Yes,17,1087,0
197,640,CRISP COUNTY MIDDLE SCHOOL,CRISP COUNTY,CRISP COUNTY,PO BOX 729,CORDELE,GA,31010,32,No,Yes,16.1,910,0
5050,640,CRISP COUNTY PRE-K,CRISP COUNTY,CRISP COUNTY,PO BOX 729,CORDELE,GA,31010,32,No,Yes,16.3,632,0
115,640,CRISP COUNTY PRIMARY SCHOOL,CRISP COUNTY,CRISP COUNTY,327 OLD HATLEY RD,CORDELE,GA,31015,32,No,No,17.10792873,428.0284571,46.01911961
205,891,CRISP RYDC,DEPARTMENT OF JUVENILE JUSTICE,CRISP COUNTY,130 REHAB RD,CORDELE,GA,31015,41,No,Yes,17.10792873,428.0284571,46.01911961
187,620,CROOKED RIVER ELEMENTARY SCHOOL,CAMDEN COUNTY,CAMDEN COUNTY,3570 CHARLIE SMITH SR HWY,SAINT MARYS,GA,31558,32,No,Yes,18.3,226,99
194,736,CROSS CREEK ELEMENTARY SCHOOL,THOMAS COUNTY,THOMAS COUNTY,324 CLARK RD,THOMASVILLE,GA,31757,32,No,Yes,15.8,610,0
100,721,CROSS CREEK HIGH SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,3855 OLD WAYNESBORO RD,AUGUSTA,GA,30906,41,No,No,17.4,1216,0
4054,644,CROSS KEYS HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1626 N DRUID HILLS RD NE,ATLANTA,GA,30319,21,No,Yes,16,1011,44
6595,653,CROSSROADS ALTERNATIVE,EMANUEL COUNTY,EMANUEL COUNTY,135 COLEMAN STREET,TWIN CITY,GA,30471,33,No,No,17.10792873,428.0284571,46.01911961
6595,632,CROSSROADS ALTERNATIVE SCHOOL,CLINCH COUNTY,CLINCH COUNTY,707 WIREGRASS ST,HOMERVILLE,GA,31634,32,No,No,17.10792873,428.0284571,46.01911961
6001,727,CROSSROADS PROGRAM,STEPHENS COUNTY,STEPHENS COUNTY,191 OLD BIG A SCHOOL ROAD,TOCCOA,GA,30577,41,No,No,17.10792873,428.0284571,46.01911961
6426,707,CROSSROADS PSYCHODEUCATIONAL PROGRAM,NEWTON COUNTY,NEWTON COUNTY,2109 NEWTON DRIVE,COVINGTON,GA,30014,21,No,No,17.10792873,428.0284571,46.01911961
103,658,CUMMING ELEMENTARY SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,540 DAHLONEGA ST,CUMMING,GA,30040,21,No,Yes,11.4,518,40
5066,761,D. H. STANTON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,970 MARTIN ST SE,ATLANTA,GA,30315,11,No,Yes,10.5,249,0
191,667,DACULA ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,2500 FENCE RD,DACULA,GA,30019,21,No,No,17.2,445,92
4052,667,DACULA HIGH SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,123 BROAD ST,DACULA,GA,30019,21,No,No,19.7,672,194
380,667,DACULA MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,137 DACULA RD,DACULA,GA,30019,21,No,No,19,639,167
195,641,DADE COUNTY HIGH SCHOOL,DADE COUNTY,DADE COUNTY,300 TRADITION LN,TRENTON,GA,30752,31,No,No,16.5,249,87
101,641,DADE ELEMENTARY SCHOOL,DADE COUNTY,DADE COUNTY,306 WOLVERINE DR,TRENTON,GA,30752,31,No,Yes,15.9,386,93
295,641,DADE MIDDLE SCHOOL,DADE COUNTY,DADE COUNTY,250 PACE DR,TRENTON,GA,30752,41,No,No,13.7,235,69
1050,710,DALLAS ELEMENTARY SCHOOL,PAULDING COUNTY,PAULDING COUNTY,520 HARDEE ST,DALLAS,GA,30132,21,No,Yes,14.6,317,42
4050,772,DALTON HIGH SCHOOL,DALTON CITY,WHITFIELD COUNTY,1500 MANLY ST,DALTON,GA,30720,13,No,Yes,18.1,1014,136
201,772,DALTON MIDDLE SCHOOL,DALTON CITY,WHITFIELD COUNTY,1250 CROSS PLAINS TRL,DALTON,GA,30721,13,No,Yes,13.9,1218,142
199,684,DAMES FERRY ELEMENTARY SCHOOL,JONES COUNTY,JONES COUNTY,545 GA HIGHWAY 18 W,GRAY,GA,31032,41,No,Yes,14.2,214,50
4056,633,DANIELL MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,2900 SCOTT RD,MARIETTA,GA,30066,21,No,No,17.6,368,90
195,695,DANIELSVILLE ELEMENTARY SCHOOL,MADISON COUNTY,MADISON COUNTY,P.O. BOX 67,DANIELSVILLE,GA,30633,42,No,Yes,13.3,268,45
197,658,DAVES CREEK ELEMENTARY SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,3740 MELODY MIZER LN,CUMMING,GA,30041,21,No,No,18.1,75,17
104,676,DAVID A. PERDUE PRIMARY,HOUSTON COUNTY,HOUSTON COUNTY,150 BEAR COUNTRY BLVD,WARNER ROBINS,GA,31088,13,No,No,15.9,243,73
195,620,DAVID L RAINER ELEMENTARY SCHOOL,CAMDEN COUNTY,CAMDEN COUNTY,850 MAY CREEK DR,KINGSLAND,GA,31548,32,No,Yes,17.5,250,54
4562,721,DAVIDSON MAGNET SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,615 12TH ST,AUGUSTA,GA,30901,12,No,No,17.4,766,0
4056,706,DAVIS ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1822 SHEPHERD DR,COLUMBUS,GA,31906,12,No,Yes,15.8,400,0
388,633,DAVIS ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,2433 JAMERSON RD,MARIETTA,GA,30066,21,No,No,13.7,58,7
275,641,DAVIS ELEMENTARY SCHOOL,DADE COUNTY,DADE COUNTY,5491 HIGHWAY 301,TRENTON,GA,30752,41,No,Yes,13.6,168,48
3050,755,DAWNVILLE ELEMENTARY SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,1380 DAWNVILLE RD NE,DALTON,GA,30721,41,No,Yes,13.9,413,63
198,642,DAWSON COUNTY HIGH SCHOOL,DAWSON COUNTY,DAWSON COUNTY,P.O. BOX 129,DAWSONVILLE,GA,30534,41,No,No,19.9,325,98
5056,706,DAWSON ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,180 NORTHSTAR DR,COLUMBUS,GA,31907,12,No,Yes,15.4,312,0
191,697,DEARING ELEMENTARY SCHOOL,MCDUFFIE COUNTY,MCDUFFIE COUNTY,500 MAIN ST N,DEARING,GA,30808,42,No,Yes,17.3,340,65
3050,773,DECATUR HIGH SCHOOL,DECATUR CITY,DEKALB COUNTY,310 N MCDONOUGH ST,DECATUR,GA,30030,21,No,Yes,13.8,180,24
105,721,DEER CHASE ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1780 DEER CHASE LN,HEPHZIBAH,GA,30815,12,No,Yes,17.4,572,0
304,761,DEERWOOD ACADEMY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,3070 FAIRBURN RD SW,ATLANTA,GA,30331,11,No,Yes,16.4,617,0
1010,644,DEKALB ACADEMY OF TECHNOLOGY AND THE ENVIRONMENT C,DEKALB COUNTY,DEKALB COUNTY,1492 KELTON DR,STONE MOUNTAIN,GA,30083,21,Yes,No,20.7,228,14
500,644,DEKALB ALTERNATIVE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,5855 MEMORIAL DR,STONE MOUNTAIN,GA,30083,21,No,Yes,3.9,146,0
407,644,DEKALB EARLY COLLEGE ACADEMY,DEKALB COUNTY,DEKALB COUNTY,1701 MOUNTAIN INDUSTRIAL BLVD,STONE MOUNTAIN,GA,30083,21,No,Yes,18.3,156,24
1050,644,DEKALB ELEMENTARY SCHOOL OF THE ARTS,DEKALB COUNTY,DEKALB COUNTY,797 FAYETTEVILLE RD SE,ATLANTA,GA,30316,21,No,Yes,17.6,321,64
705,644,DEKALB PATH ACADEMY CHARTER SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3007 HERMACE DRIVE,ATLANTA,GA,30319,21,Yes,Yes,16.6,338,17
113,644,DEKALB PREPARATORY ACADEMY CHARTER,DEKALB COUNTY,DEKALB COUNTY,1402 AUSTIN DR,DECATUR,GA,30032,21,Yes,Yes,15.5,252,39
2098,891,DEKALB REGIONAL YOUTH DETENTION CENTER,DEPARTMENT OF JUVENILE JUSTICE,DEKALB COUNTY,2946 CLIFTON SPRINGS RD,DECATUR,GA,30034,21,No,Yes,17.10792873,428.0284571,46.01911961
410,644,DEKALB SCHOOL OF THE ARTS,DEKALB COUNTY,DEKALB COUNTY,1192 CLARENDON AVE,AVONDALE ESTATES,GA,30002,21,No,No,15.9,83,19
201,668,DEMOREST ELEMENTARY SCHOOL,HABERSHAM COUNTY,HABERSHAM COUNTY,3116 DEMOREST MOUNT AIRY HWY,DEMOREST,GA,30535,41,No,Yes,15.1,289,38
198,890,DEPARTMENT OF CORRECTIONS,DEPARTMENT OF CORRECTIONS,MONROE COUNTY,UPSHAW HALL P.O. BOX 1529,FORSYTH,GA,31029,32,No,No,17.10792873,428.0284571,46.01911961
198,892,DEPARTMENT OF HUMAN RESOURCES,DEPARTMENT OF HUMAN RESOURCES,FULTON COUNTY,2 PEACHTREE STREET NW - 11TH F,ATLANTA,GA,30303,11,No,No,17.10792873,428.0284571,46.01911961
201,625,DERENNE MIDDLE SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,1009 CLINCH ST,SAVANNAH,GA,31405,12,No,Yes,13.6,616,26
112,644,DESTINY ACHIEVERS ACADEMY OF EXCELLENCE,DEKALB COUNTY,DEKALB COUNTY,3595 LINECREST RD,ELLENWOOD,GA,30294,21,No,Yes,11.7,0,0
807,633,DEVEREUX ACKERMAN ACADEMY,COBB COUNTY,COBB COUNTY,1291 STANLEY RD NW,KENNESAW,GA,30152,21,No,Yes,5.8,78,0
100,692,DEWAR ELEMENTARY,LOWNDES COUNTY,LOWNDES COUNTY,3539 MOUNT ZION CHURCH RD,VALDOSTA,GA,31605,13,No,No,15.5,283,65
205,721,DIAMOND LAKES ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,4153 WINDSOR SPRING RD,HEPHZIBAH,GA,30815,12,No,Yes,17.1,578,0
281,633,DICKERSON MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,855 WOODLAWN DR NE,MARIETTA,GA,30068,21,No,No,17.9,48,18
1058,706,DIMON ELEMENTARY,MUSCOGEE COUNTY,MUSCOGEE COUNTY,480 DOGWOOD DR,COLUMBUS,GA,31907,12,No,Yes,17.8,481,0
104,761,DOBBS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,2025 JONESBORO RD SE,ATLANTA,GA,30315,11,No,Yes,14.5,549,0
103,645,DODGE COUNTY HIGH SCHOOL,DODGE COUNTY,DODGE COUNTY,350 PEARL BATES AVE,EASTMAN,GA,31023,32,No,Yes,17.5,519,64
180,645,DODGE COUNTY MIDDLE SCHOOL,DODGE COUNTY,DODGE COUNTY,5911 OAK ST,EASTMAN,GA,31023,32,No,Yes,16,482,42
