,year,sysID,sysName,schoolID,schoolName,grd,ccrpi,street,city,county,state,zip,locClass,titleI,chrtr,totStudnts,crprlPun,dtntn,iss,oss,altSchl,physRest,busSusp,explsn,other_discipline_action,pctDisc,bully,disCond,gngRel,hom,sexRelated,drugAlc,weapons,thftRbry,violence,pctBehavrs,stdTchRatio,expPerStudent,salBenSum,freeLnch,reducedLnch,pctMobile,pctAbs5orLess,pctAbsSix-Fiftn,pctOverFiftn,pctSnapTanfHmls,pctAsian,pctNative,pctBlck,pctHisp,pctMulti,pctWhite,pctMigrant,pctSPED,pctESOL,pctAltProg,pctGiftd,adress,latitude,longitude,cluster,cluster2
10,2015,603,Bacon County,302,Bacon County High School,H,67.0,1190 Us Highway 1 S,Alma,Bacon County,GA,31510,33.0,No,No,593,0,0,171,96,13,0,16,0,0,0.49915682968,0,0,0,0,2,20,0,0,22,0.0741989881956,-0.00121627309716,0.0328078867416,-0.206822787836,-0.0548246707055,-0.034324203079,-0.0158988268913,-0.302710733056,0.0550003047108,0.345987841155,-0.0969694140167,-0.0420470542616,-0.0265533722783,-0.20050210013,-0.0700566471942,-0.117462463187,0.304892323366,0.0370070156805,0.0416932267545,-0.0516429048028,-0.000355815188529,0.0477534174399,"1190 Us Highway 1 S,Alma,Ga,31510",31.548403,-82.460007,2,1
11,2015,603,Bacon County,3050,Bacon County Elementary School,E,79.8,523 E 16Th St,Alma,Bacon County,GA,31510,33.0,Yes,No,526,21,0,0,1,0,0,8,0,4,0.0570342205323,3,1,0,0,0,0,0,0,1,0.00950570342205,-0.000988153562519,-0.0196221115769,-0.206822787836,-0.0605694388631,-0.0438480126029,-0.0201610954563,-0.10012452616,0.117295386678,0.0285053236726,0.0568767398295,-0.0420470542616,-0.0265533722783,-0.129795029423,-0.00755664719419,-0.0265533722783,0.172239262141,0.194901752523,0.0963214513372,-0.0106172637771,-0.0163558151885,-0.0451599683869,"523 E 16Th St,Alma,Ga,31510",31.538289,-82.456436,5,2
12,2015,604,Baker County,105,Baker County K12 School,E,49.4,260 Ga Highway 37 Sw,Newton,Baker County,GA,39870,42.0,Yes,No,366,34,0,16,4,0,0,2,2,0,0.158469945355,0,41,0,0,2,0,1,1,9,0.147540983607,-0.00273706999473,-0.0783048273327,-0.218003955209,-0.0712382940129,-0.116863885619,0.0187848543109,0.0087116807369,0.0845085014321,-0.0819841868169,0.232700915654,-0.0420470542616,-0.0265533722783,0.314649415021,-0.0283899805275,0.0643557186308,-0.40939339092,0.0370070156805,0.0523153815345,-0.0631813663412,-0.00335581518853,-0.130199338466,"260 Ga Highway 37 Sw,Newton,Ga,39870",31.310212,-84.344162,3,0
13,2015,604,Baker County,105,Baker County K12 School,M,65.1,260 Ga Highway 37 Sw,Newton,Baker County,GA,39870,42.0,Yes,No,366,34,0,16,4,0,0,2,2,0,0.158469945355,0,41,0,0,2,0,1,1,9,0.147540983607,-0.00273706999473,-0.0783048273327,-0.218003955209,-0.0712382940129,-0.116863885619,0.0187848543109,0.0087116807369,0.0845085014321,-0.0819841868169,0.232700915654,-0.0420470542616,-0.0265533722783,0.314649415021,-0.0283899805275,0.0643557186308,-0.40939339092,0.0370070156805,0.0523153815345,-0.0631813663412,-0.00335581518853,-0.130199338466,"260 Ga Highway 37 Sw,Newton,Ga,39870",31.310212,-84.344162,3,0
14,2015,604,Baker County,105,Baker County K12 School,H,76.5,260 Ga Highway 37 Sw,Newton,Baker County,GA,39870,42.0,Yes,No,366,34,0,16,4,0,0,2,2,0,0.158469945355,0,41,0,0,2,0,1,1,9,0.147540983607,-0.00273706999473,-0.0783048273327,-0.218003955209,-0.0712382940129,-0.116863885619,0.0187848543109,0.0087116807369,0.0845085014321,-0.0819841868169,0.232700915654,-0.0420470542616,-0.0265533722783,0.314649415021,-0.0283899805275,0.0643557186308,-0.40939339092,0.0370070156805,0.0523153815345,-0.0631813663412,-0.00335581518853,-0.130199338466,"260 Ga Highway 37 Sw,Newton,Ga,39870",31.310212,-84.344162,3,0
15,2015,605,Baldwin County,104,Eagle Ridge Elementary School,E,47.3,220 N Abc Dr,Milledgeville,Baldwin County,GA,31061,32.0,Yes,No,886,0,0,17,311,0,0,0,0,5,0.370203160271,3,270,0,0,4,0,6,5,104,0.442437923251,0.00117898201652,-0.0650173674911,-0.187835759649,0.154859367046,0.0355170667622,-0.0214383116611,0.0378065083231,-0.0318849411908,-0.021844326677,0.265667948621,-0.0420470542616,-0.0265533722783,0.435861536233,-0.132556647194,0.0643557186308,-0.286944411328,-0.0156245632669,-0.0265920539739,-0.0631813663412,-0.0163558151885,-0.100278078623,"220 N Abc Dr,Milledgeville,Ga,31061",33.089726,-83.26199,3,0
16,2015,605,Baldwin County,189,Baldwin High School,H,72.8,155 Ga Highway 49 W,Milledgeville,Baldwin County,GA,31061,32.0,Yes,No,1348,1,0,1486,582,21,0,1,0,0,1.55118694362,4,20,0,0,5,10,0,1,41,0.0600890207715,-0.00205271139082,-0.00484472503271,-0.187835759649,0.193021041235,0.21329484454,-0.0280232623586,-0.0462452158148,-0.0630324821744,0.115218610386,0.0458877288405,-0.0261740383886,-0.0265533722783,0.314649415021,-0.101306647194,-0.0265533722783,-0.184903595001,-0.0156245632669,0.0356234240231,-0.0593352124951,0.151644184811,0.00365892925094,"155 Ga Highway 49 W,Milledgeville,Ga,31061",33.072068,-83.258449,3,0
17,2015,605,Baldwin County,194,Midway Elementary School,E,56.3,101 Carl Vinson Rd Se,Milledgeville,Baldwin County,GA,31061,41.0,Yes,No,630,0,0,189,103,0,0,0,1,0,0.465079365079,0,273,0,0,0,0,1,0,21,0.468253968254,-0.00163449224399,-0.0312490120418,-0.187835759649,0.014522887768,-0.0438480126029,-0.00270086543966,-0.0193055606424,0.0271314522518,0.00333049849778,0.265667948621,-0.0420470542616,-0.0265533722783,0.274245374617,-0.122139980528,0.15526480954,-0.144087268471,-0.0156245632669,-0.00231284304821,-0.0631813663412,-0.0143558151885,-0.100278078623,"101 Carl Vinson Rd Se,Milledgeville,Ga,31061",33.019273,-83.227834,3,0
18,2015,605,Baldwin County,195,Blandy Hills Elementary School,E,49.4,375 Blandy Rd Nw,Milledgeville,Baldwin County,GA,31061,41.0,Yes,No,817,0,0,272,130,0,0,0,0,0,0.492044063647,0,402,0,0,0,0,0,0,1,0.493268053856,-0.000874093795201,-0.0211389017325,-0.187835759649,0.0658154606034,0.0259932572384,-0.0290956313074,-0.0462452158148,0.0713937473338,-0.000865305698019,0.100832783786,-0.0261740383886,-0.0265533722783,0.233841334213,-0.101306647194,0.0643557186308,-0.123679105206,-0.0156245632669,-0.0402491101195,-0.0285659817258,-0.0113558151885,-0.0624828030325,"375 Blandy Rd Nw,Milledgeville,Ga,31061",33.086553,-83.268384,5,2
19,2015,605,Baldwin County,199,Creekside Elementary School,E,66.6,372 Blandy Rd Nw,Milledgeville,Baldwin County,GA,31061,32.0,Yes,No,980,0,0,146,82,0,0,0,0,0,0.232653061224,0,5,0,0,0,0,0,0,24,0.0295918367347,-0.000569934415686,-0.0435231227372,-0.187835759649,0.0428363879732,0.0926599239051,-0.0341271697653,-0.118443491677,0.133688829301,0.0396941348614,0.0239097068624,0.00557199335744,-0.0265533722783,0.1025282029,-0.0804733138609,-0.0265533722783,-0.0114342072464,-0.0156245632669,-0.0387316594367,-0.0465146996746,-0.0163558151885,-0.0168135116939,"372 Blandy Rd Nw,Milledgeville,Ga,31061",33.081019,-83.269323,5,2
20,2015,606,Banks County,105,Banks County Middle School,M,72.8,712 Thompson St,Homer,Banks County,GA,30547,42.0,Yes,No,755,0,0,57,2,2,0,0,0,3,0.0807947019868,0,51,0,0,2,10,2,2,9,0.100662251656,-0.00125429301959,-0.0065221984354,-0.20126067278,-0.010097547193,0.105358336603,-0.0155246754651,-0.185253836504,0.177951124383,0.0886451838125,-0.0420243590716,-0.0261740383886,-0.0265533722783,-0.352017251646,-0.0596399805275,-0.117462463187,0.447749466223,-0.0156245632669,0.056867733583,-0.0516429048028,-0.0153558151885,0.0225565670462,"712 Thompson St,Homer,Ga,30547",34.31532,-83.480287,4,4
21,2015,606,Banks County,107,Banks County Elementary School,E,73.2,180 Highway 51 S,Homer,Banks County,GA,30547,42.0,Yes,No,667,0,0,67,6,0,0,1,0,0,0.110944527736,0,1,0,0,0,0,0,1,32,0.0509745127436,-0.00201469146838,0.0313831287863,-0.20126067278,-0.0195353805947,0.0355170667622,-0.0284222081418,-0.0106848709872,0.0582789932354,-0.0358303406631,0.0348987178515,-0.0420470542616,-0.0265533722783,-0.352017251646,-0.0492233138609,-0.117462463187,0.43754538459,-0.0156245632669,0.0553502829002,-0.0272839304438,-0.0163558151885,-0.0294119368908,"180 Highway 51 S,Homer,Ga,30547",34.330937,-83.507929,4,4
22,2015,606,Banks County,199,Banks County High School,H,75.9,P.O. Box 277,Homer,Banks County,GA,30547,41.0,No,No,941,0,1,113,31,5,0,0,0,0,0.159404888417,2,1,1,0,1,77,0,2,23,0.113708820404,-0.00228083092546,0.00450325916362,-0.20126067278,0.00262301087017,0.130755162,-0.0331891027177,-0.0268486640907,-0.0335242854531,0.0634703586376,-0.0969694140167,-0.0261740383886,-0.0265533722783,-0.352017251646,-0.0492233138609,-0.117462463187,0.427341302958,-0.0156245632669,0.0523153815345,-0.0490788022387,-0.0143558151885,-0.040435558938,"P.O. Box 277,Homer,Ga,30547",34.333716,-83.499055,2,1
23,2015,607,Barrow County,101,Apalachee High School,H,76.0,940 Haymon Morris Rd,Winder,Barrow County,GA,30680,41.0,Yes,No,1747,0,1,698,294,0,0,40,0,34,0.591299370349,14,3,0,0,15,69,2,10,44,0.0898683457355,-0.00167251216643,-0.00827777484053,-0.142214453684,0.119980417518,0.432342463588,-0.0251619217762,-0.196029698573,0.0369675178256,0.222910918078,-0.129936446984,0.0373180251035,-0.0265533722783,-0.240906140534,0.0236933528058,-0.0265533722783,0.202851507039,-0.0156245632669,0.0174140158289,-0.0362582894181,-0.0133558151885,0.0335801890935,"940 Haymon Morris Rd,Winder,Ga,30680",33.948384,-83.785743,4,4
24,2015,607,Barrow County,105,County Line Elementary School,E,75.7,334 Rockwell Church Rd Nw,Winder,Barrow County,GA,30680,31.0,Yes,No,985,0,0,0,12,0,13,20,0,27,0.0456852791878,2,0,0,0,0,0,0,1,21,0.0243654822335,-0.00197667154594,0.0183434096786,-0.142214453684,0.0670464823515,0.108532939778,0.00395663267307,-0.0322365951252,0.0107380096289,0.034099729267,0.0129206958734,0.00557199335744,-0.0265533722783,-0.261108160736,0.0757766861391,0.15526480954,0.162035180509,-0.0156245632669,0.0280361706088,0.122716069556,-0.0163558151885,-0.0357111494892,"334 Rockwell Church Rd Nw,Winder,Ga,30680",34.026253,-83.738648,5,2
25,2015,607,Barrow County,106,Haymon-Morris Middle School,M,78.0,1008 Haymon Morris Rd,Winder,Barrow County,GA,30680,41.0,Yes,No,764,0,0,294,48,5,9,61,0,0,0.545811518325,0,0,2,0,0,12,1,5,16,0.0471204188482,-0.00110221332984,-0.0319574112487,-0.142214453684,-0.0449764967211,0.17202500327,-0.0271824200801,-0.00206418133206,-0.00893412151868,0.0103235054908,-0.118947435995,0.00557199335744,-0.0265533722783,-0.240906140534,0.0341100194725,0.0643557186308,0.192647425407,-0.0156245632669,0.0067918610489,-0.0221557253156,-0.0123558151885,0.0619266457864,"1008 Haymon Morris Rd,Winder,Ga,30680",33.950429,-83.785323,4,4
26,2015,607,Barrow County,114,Bear Creek Middle School,M,72.0,228 Jefferson St,Statham,Barrow County,GA,30666,31.0,Yes,No,844,0,1,230,91,10,1,44,1,2,0.447867298578,0,0,4,0,1,3,0,1,30,0.0462085308057,-0.00133033286447,-0.0137718484643,-0.142214453684,-0.0137906124372,0.118056749302,-0.0147295919841,-0.0117624571941,-0.0286062526662,0.04109273626,-0.0530133700606,0.0214450092305,0.223446627722,-0.190401090029,0.0132766861391,0.15526480954,0.131422935611,0.0370070156805,0.0447281281202,-0.032412135572,-0.00335581518853,0.0572022363376,"228 Jefferson St,Statham,Ga,30666",33.969139,-83.588178,4,4
27,2015,607,Barrow County,189,Kennedy Elementary School,E,82.9,200 Matthews School Rd,Winder,Barrow County,GA,30680,41.0,Yes,No,868,0,0,13,31,0,0,5,0,53,0.0564516129032,0,0,0,0,0,0,0,11,53,0.073732718894,-0.00209073131326,0.0352937510931,-0.142214453684,0.0366812792329,0.152977384223,0.00251488864376,-0.0365469399528,0.0566396489731,-0.000865305698019,0.0129206958734,-0.0103010225156,-0.0265533722783,-0.190401090029,0.0445266861391,0.337082991358,0.121218853978,-0.0156245632669,0.0629375363145,0.0688699157101,-0.0163558151885,-0.0577583935837,"200 Matthews School Rd,Winder,Ga,30680",33.976557,-83.760713,5,2
