NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Locale Code*,Locale*,Charter,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*
1.30E+11,1010,1301740,644,KG,8,DEKALB ACADEMY OF TECHNOLOGY AND THE ENVIRONMENT C,DEKALB COUNTY,DEKALB COUNTY,1492 KELTON DR,STONE MOUNTAIN,GA,30083,,21,Suburb: Large,Yes,No,NA,703,34,20.7,228,14
1.30E+11,500,1301740,644,6,12,DEKALB ALTERNATIVE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,5855 MEMORIAL DR,STONE MOUNTAIN,GA,30083,,21,Suburb: Large,No,Yes,Yes,149,38,3.9,146,0
1.30E+11,407,1301740,644,9,12,DEKALB EARLY COLLEGE ACADEMY,DEKALB COUNTY,DEKALB COUNTY,1701 MOUNTAIN INDUSTRIAL BLVD,STONE MOUNTAIN,GA,30083,,21,Suburb: Large,No,Yes,Yes,274,15,18.3,156,24
1.30E+11,1050,1301740,644,KG,7,DEKALB ELEMENTARY SCHOOL OF THE ARTS,DEKALB COUNTY,DEKALB COUNTY,797 FAYETTEVILLE RD SE,ATLANTA,GA,30316,,21,Suburb: Large,No,Yes,Yes,551,31.3,17.6,321,64
1.30E+11,705,1301740,644,5,8,DEKALB PATH ACADEMY CHARTER SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3007 HERMACE DRIVE,ATLANTA,GA,30319,,21,Suburb: Large,Yes,Yes,Yes,364,21.9,16.6,338,17
1.30E+11,113,1301740,644,KG,5,DEKALB PREPARATORY ACADEMY CHARTER,DEKALB COUNTY,DEKALB COUNTY,1402 AUSTIN DR,DECATUR,GA,30032,,21,Suburb: Large,Yes,Yes,No,382,24.6,15.5,252,39
1.30E+11,2098,1300026,891,6,10,DEKALB REGIONAL YOUTH DETENTION CENTER,DEPARTMENT OF JUVENILE JUSTICE,DEKALB COUNTY,2946 CLIFTON SPRINGS RD,DECATUR,GA,30034,,21,Suburb: Large,No,Yes,No,13,n/a,NA,n/a,n/a
1.30E+11,410,1301740,644,8,12,DEKALB SCHOOL OF THE ARTS,DEKALB COUNTY,DEKALB COUNTY,1192 CLARENDON AVE,AVONDALE ESTATES,GA,30002,,21,Suburb: Large,No,No,NA,358,22.5,15.9,83,19
1.30E+11,201,1302580,668,KG,5,DEMOREST ELEMENTARY SCHOOL,HABERSHAM COUNTY,HABERSHAM COUNTY,3116 DEMOREST MOUNT AIRY HWY,DEMOREST,GA,30535,7,41,Rural: Fringe,No,Yes,Yes,513,34,15.1,289,38
1.30E+11,198,1300025,890,2,12,DEPARTMENT OF CORRECTIONS,DEPARTMENT OF CORRECTIONS,MONROE COUNTY,UPSHAW HALL P.O. BOX 1529,FORSYTH,GA,31029,,32,Town: Distant,No,No,NA,29,n/a,NA,n/a,n/a
1.30E+11,198,1300027,892,12,12,DEPARTMENT OF HUMAN RESOURCES,DEPARTMENT OF HUMAN RESOURCES,FULTON COUNTY,2 PEACHTREE STREET NW - 11TH F,ATLANTA,GA,30303,,11,City: Large,No,No,NA,80,n/a,NA,n/a,n/a
1.30E+11,201,1301020,625,6,8,DERENNE MIDDLE SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,1009 CLINCH ST,SAVANNAH,GA,31405,3026,12,City: Midsize,No,Yes,Yes,682,50,13.6,616,26
1.30E+11,112,1301740,644,9,12,DESTINY ACHIEVERS ACADEMY OF EXCELLENCE,DEKALB COUNTY,DEKALB COUNTY,3595 LINECREST RD,ELLENWOOD,GA,30294,,21,Suburb: Large,No,Yes,Yes,117,10,11.7,0,0
1.30E+11,807,1301290,633,4,11,DEVEREUX ACKERMAN ACADEMY,COBB COUNTY,COBB COUNTY,1291 STANLEY RD NW,KENNESAW,GA,30152,,21,Suburb: Large,No,Yes,Yes,81,14,5.8,78,0
1.30E+11,100,1303390,692,PK,5,DEWAR ELEMENTARY,LOWNDES COUNTY,LOWNDES COUNTY,3539 MOUNT ZION CHURCH RD,VALDOSTA,GA,31605,,13,City: Small,No,No,NA,684,44,15.5,283,65
1.30E+11,205,1304380,721,PK,5,DIAMOND LAKES ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,4153 WINDSOR SPRING RD,HEPHZIBAH,GA,30815,,12,City: Midsize,No,Yes,Yes,597,35,17.1,578,0
1.30E+11,281,1301290,633,6,8,DICKERSON MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,855 WOODLAWN DR NE,MARIETTA,GA,30068,4267,21,Suburb: Large,No,No,NA,1238,69,17.9,48,18
1.30E+11,1058,1303870,706,PK,5,DIMON ELEMENTARY,MUSCOGEE COUNTY,MUSCOGEE COUNTY,480 DOGWOOD DR,COLUMBUS,GA,31907,5436,12,City: Midsize,No,Yes,Yes,484,27.2,17.8,481,0
1.30E+11,104,1300120,761,PK,5,DOBBS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,2025 JONESBORO RD SE,ATLANTA,GA,30315,,11,City: Large,No,Yes,Yes,552,38,14.5,549,0
1.30E+11,103,1301770,645,9,12,DODGE COUNTY HIGH SCHOOL,DODGE COUNTY,DODGE COUNTY,350 PEARL BATES AVE,EASTMAN,GA,31023,,32,Town: Distant,No,Yes,Yes,872,49.8,17.5,519,64
1.30E+11,180,1301770,645,6,8,DODGE COUNTY MIDDLE SCHOOL,DODGE COUNTY,DODGE COUNTY,5911 OAK ST,EASTMAN,GA,31023,9803,32,Town: Distant,No,Yes,Yes,730,45.5,16,482,42
1.30E+11,6196,1301770,645,NA,NA,DODGE PREK,DODGE COUNTY,DODGE COUNTY,401 HARRELL STREET,EASTMAN,GA,31023,,32,Town: Distant,No,NA,NA,NA,7,NA,NA,NA
1.30E+11,275,1301290,633,6,8,DODGEN MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,1725 BILL MURDOCK RD,MARIETTA,GA,30062,5959,21,Suburb: Large,No,No,NA,1163,65,17.9,62,20
1.30E+11,178,1301380,635,PK,5,DOERUN ELEMENTARY SCHOOL,COLQUITT COUNTY,COLQUITT COUNTY,P.O. BOX 188,DOERUN,GA,31744,188,42,Rural: Distant,No,Yes,Yes,328,17.4,18.9,314,0
1.30E+11,180,1302280,660,PK,5,DOLVIN ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,10495 JONES BRIDGE RD,ALPHARETTA,GA,30022,4939,21,Suburb: Large,No,No,NA,897,55.4,16.2,104,21
1.30E+11,104,1301800,646,PK,5,DOOLY COUNTY ELEMENTARY SCHOOL,DOOLY COUNTY,DOOLY COUNTY,11949 US HIGHWAY 41,PINEHURST,GA,31070,,42,Rural: Distant,No,Yes,Yes,760,40.5,18.8,757,0
1.30E+11,182,1301800,646,9,12,DOOLY COUNTY HIGH SCHOOL,DOOLY COUNTY,DOOLY COUNTY,712 N 3RD ST,VIENNA,GA,31092,1111,32,Town: Distant,No,Yes,Yes,369,25.4,14.5,366,0
1.30E+11,204,1301800,646,6,8,DOOLY COUNTY MIDDLE SCHOOL,DOOLY COUNTY,DOOLY COUNTY,11949 US HIGHWAY 41,PINEHURST,GA,31070,,42,Rural: Distant,No,Yes,Yes,301,18.9,15.9,298,0
1.30E+11,5054,1304380,721,PK,5,DOROTHY HAINS ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1820 WINDSOR SPRING RD,AUGUSTA,GA,30906,5818,12,City: Midsize,No,Yes,Yes,474,28,16.9,459,0
1.30E+11,215,1303870,706,NA,NA,DOROTHY HEIGHT ELEMENTARY SCHOOL,MUSCOGEE COUNTY,NA,1458 BENNING DR,COLUMBUS,GA,31903,,NA,N,No,NA,NA,NA,NA,NA,NA,NA
1.30E+11,184,1301860,648,KG,5,DORSETT SHOALS ELEMENTARY SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY,5866 DORSETT SHOALS RD,DOUGLASVILLE,GA,30135,4816,21,Suburb: Large,No,No,NA,425,30.5,13.9,244,35
1.30E+11,2058,1303870,706,PK,5,DOUBLE CHURCHES ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1213 DOUBLE CHURCHES RD,COLUMBUS,GA,31904,2406,12,City: Midsize,No,No,NA,437,25.8,16.9,144,31
1.30E+11,401,1303870,706,6,8,DOUBLE CHURCHES MIDDLE SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,7611 WHITESVILLE RD,COLUMBUS,GA,31904,,12,City: Midsize,No,Yes,No,461,35.2,13.1,308,19
1.30E+11,2052,1301830,647,9,12,DOUGHERTY COMPREHENSIVE HIGH SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1800 PEARCE AVE,ALBANY,GA,31705,3339,13,City: Small,No,Yes,Yes,954,55.1,17.3,951,0
1.30E+11,6002,1301830,647,NA,NA,DOUGHERTY COUNTY DROP BACK IN ACADEMY,DOUGHERTY COUNTY,DOUGHERTY COUNTY,200 PINE AVENUE. P.O. BOX 1470,ALBANY,GA,31701,,13,City: Small,No,NA,NA,NA,2,NA,NA,NA
1.30E+11,4050,1301860,648,9,12,DOUGLAS COUNTY HIGH SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY,8705 CAMPBELLTON ST,DOUGLASVILLE,GA,30134,2202,21,Suburb: Large,No,No,NA,1933,102.3,18.9,982,163
1.30E+11,4058,1300120,761,9,12,DOUGLASS HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,225 HAMILTON E. HOLMES DRIVE.,ATLANTA,GA,30318,7421,11,City: Large,No,Yes,Yes,808,58.8,13.7,805,0
1.30E+11,190,1301290,633,PK,5,DOWELL ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,2121 W SANDTOWN RD SW,MARIETTA,GA,30064,4052,21,Suburb: Large,No,Yes,Yes,918,71.5,12.8,585,67
1.30E+11,296,1303870,706,PK,5,DOWNTOWN ELEMENTARY MAGNET ACADEMY,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1400 1ST AVE,COLUMBUS,GA,31901,2122,12,City: Midsize,No,Yes,Yes,541,34.5,15.7,538,0
1.30E+11,101,1300570,615,4,5,DR. GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,BRYAN COUNTY,BRYAN COUNTY,476 FRANCES MEEKS WAY,RICHMOND HILL,GA,31324,,21,Suburb: Large,No,No,NA,952,48.4,19.7,210,81
1.30E+11,1055,1301740,644,PK,5,DRESDEN ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2449 DRESDEN DR,CHAMBLEE,GA,30341,5218,21,Suburb: Large,No,Yes,Yes,1050,59.2,17.7,995,19
1.30E+11,2055,1301740,644,9,12,DRUID HILLS HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1798 HAYGOOD DR NE,ATLANTA,GA,30307,1119,21,Suburb: Large,No,No,NA,1459,88,16.6,747,59
1.30E+11,897,1301740,644,6,8,DRUID HILLS MIDDLE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,3100 MOUNT OLIVE DR,DECATUR,GA,30033,3018,21,Suburb: Large,No,Yes,Yes,971,63.5,15.3,576,36
1.30E+11,211,1301870,774,9,12,DUBLIN HIGH SCHOOL,DUBLIN CITY,LAURENS COUNTY,1951 HILLCREST PKWY # B,DUBLIN,GA,31021,3646,33,Town: Remote,No,Yes,Yes,614,45.2,13.6,433,45
1.30E+11,102,1301870,774,6,8,DUBLIN MIDDLE SCHOOL,DUBLIN CITY,LAURENS COUNTY,1501 N JEFFERSON ST,DUBLIN,GA,31021,5337,33,Town: Remote,No,Yes,Yes,588,33.2,17.7,454,66
1.30E+11,5056,1301290,633,PK,5,DUE WEST ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3900 DUE WEST RD NW,MARIETTA,GA,30064,9801,21,Suburb: Large,No,No,NA,564,39.4,14.3,63,20
1.31E+11,4050,1305700,755,PK,5,DUG GAP ELEMENTARY SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,2032 DUG GAP RD,DALTON,GA,30720,5724,23,Suburb: Small,No,Yes,Yes,436,30.5,14.3,312,44
1.30E+11,5550,1302550,667,9,12,DULUTH HIGH SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3737 BROCK RD,DULUTH,GA,30096,2724,21,Suburb: Large,No,No,NA,2661,137.7,19.3,1191,255
1.30E+11,905,1302550,667,6,8,DULUTH MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3200 PLEASANT HILL RD,DULUTH,GA,30096,3217,21,Suburb: Large,No,No,NA,2046,116.9,17.5,1072,208
1.30E+11,3055,1301740,644,PK,5,DUNAIRE ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,651 S INDIAN CREEK DR,STONE MOUNTAIN,GA,30083,4435,21,Suburb: Large,No,Yes,Yes,657,35.2,18.7,595,13
1.30E+11,5558,1300120,761,PK,5,DUNBAR ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,403 RICHARDSON ST SW,ATLANTA,GA,30312,2522,11,City: Large,No,Yes,Yes,419,29,14.4,416,0
1.30E+11,1205,1302550,667,PK,5,DUNCAN CREEK ELEMENTARY,GWINNETT COUNTY,GWINNETT COUNTY,4500 BRASELTON HWY,HOSCHTON,GA,30548,,21,Suburb: Large,No,No,NA,1141,71.1,16,213,56
1.30E+11,194,1303510,781,PK,5,DUNLEITH ELEMENTARY SCHOOL,MARIETTA CITY,COBB COUNTY,120 SAINE DR SW,MARIETTA,GA,30008,3878,13,City: Small,No,Yes,Yes,721,50.2,14.4,483,90
1.30E+11,214,1301740,644,PK,5,DUNWOODY ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1923 WOMACK RD,DUNWOODY,GA,30338,,21,Suburb: Large,No,No,NA,932,58,16.1,100,18
1.30E+11,5055,1301740,644,9,12,DUNWOODY HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,5035 VERMACK RD,DUNWOODY,GA,30338,4626,21,Suburb: Large,No,No,NA,1561,86,18.2,462,51
1.30E+11,207,1302280,660,PK,5,DUNWOODY SPRINGS ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,8100 ROBERTS DR,ATLANTA,GA,30350,,13,City: Small,No,Yes,Yes,723,56.6,12.8,483,37
1.30E+11,299,1301290,633,6,8,DURHAM MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,2891 MARS HILL ROAD. NORTHEAST,ACWORTH,GA,30101,,41,Rural: Fringe,No,No,NA,1031,61.6,16.7,114,48
1.30E+11,107,1302820,675,PK,5,DUTCHTOWN ELEMENTARY SCHOOL,HENRY COUNTY,HENRY COUNTY,159 MITCHELL RD,HAMPTON,GA,30228,,21,Suburb: Large,No,No,NA,647,45,14.4,219,53
1.30E+11,105,1302820,675,9,12,DUTCHTOWN HIGH,HENRY COUNTY,HENRY COUNTY,149 MITCHELL RD,HAMPTON,GA,30228,,21,Suburb: Large,No,No,NA,1458,83.5,17.5,532,160
1.30E+11,206,1302820,675,6,8,DUTCHTOWN MIDDLE SCHOOL,HENRY COUNTY,HENRY COUNTY,155 MITCHELL RD,HAMPTON,GA,30228,,21,Suburb: Large,No,No,NA,1033,55.8,18.5,449,98
1.30E+11,1052,1302550,667,PK,5,DYER ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1707 HURRICANE SHOALS RD,DACULA,GA,30019,4541,21,Suburb: Large,No,No,NA,787,54.6,14.4,255,61
1.30E+11,4069,1302280,660,PK,5,E. C. WEST ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,7040 RIVERTOWN RD,FAIRBURN,GA,30213,2764,21,Suburb: Large,No,Yes,Yes,795,55,14.5,532,60
1.30E+11,181,1301110,628,6,8,E. T. BOOTH MIDDLE SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,6550 PUTNAM FORD DR,WOODSTOCK,GA,30189,2307,21,Suburb: Large,No,No,NA,1634,89,18.4,448,83
1.30E+11,108,1303870,706,PK,5,EAGLE RIDGE ACADEMY,MUSCOGEE COUNTY,MUSCOGEE COUNTY,7601 SCHOMBURG RD,COLUMBUS,GA,31909,,12,City: Midsize,No,No,NA,719,39.1,18.4,209,63
1.30E+11,104,1300210,605,PK,5,EAGLE RIDGE ELEMENTARY SCHOOL,BALDWIN COUNTY,BALDWIN COUNTY,220 N ABC DR,MILLEDGEVILLE,GA,31061,,32,Town: Distant,No,Yes,Yes,1058,46,23,802,58
1.30E+11,100,1302880,676,PK,5,EAGLE SPRINGS ELEMENTARY,HOUSTON COUNTY,HOUSTON COUNTY,3591 US HIGHWAY 41 N,BYRON,GA,31008,,13,City: Small,No,Yes,Yes,785,47,16.7,333,83
1.30E+11,391,1302820,675,9,12,EAGLE'S LANDING HIGH SCHOOL,HENRY COUNTY,HENRY COUNTY,301 TUNIS RD,MCDONOUGH,GA,30253,4204,21,Suburb: Large,No,No,NA,1170,73.6,15.9,517,96
1.30E+11,394,1302820,675,6,8,EAGLE'S LANDING MIDDLE SCHOOL,HENRY COUNTY,HENRY COUNTY,295 TUNIS RD,MCDONOUGH,GA,30253,4202,21,Suburb: Large,No,No,NA,856,49.2,17.4,470,91
1.30E+11,6195,1301530,639,NA,NA,EAGLE'S NEST,CRAWFORD COUNTY,CRAWFORD COUNTY,200 EAST CRUSSELL STREET,ROBERTA,GA,31078,4803,42,Rural: Distant,No,NA,NA,NA,5,NA,NA,NA
1.30E+11,112,1303870,706,9,12,EARLY COLLEGE ACADEMY OF COLUMBUS AT WAVERLY TERRA,MUSCOGEE COUNTY,MUSCOGEE COUNTY,2701 11TH AVE,COLUMBUS,GA,31904,,12,City: Midsize,No,Yes,Yes,162,10.7,15.1,110,16
1.30E+11,106,1300120,761,9,12,EARLY COLLEGE HIGH SCHOOL AT CARVER,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,55 MCDONOUGH BLVD SE,ATLANTA,GA,30315,,11,City: Large,No,Yes,Yes,347,18,19.3,344,0
1.30E+11,194,1301920,649,PK,5,EARLY COUNTY ELEMENTARY SCHOOL,EARLY COUNTY,EARLY COUNTY,283 MARTIN LUTHER KING JR BLVD,BLAKELY,GA,39823,,32,Town: Distant,No,Yes,Yes,1044,82,12.7,1006,0
1.30E+11,2050,1301920,649,9,12,EARLY COUNTY HIGH SCHOOL,EARLY COUNTY,EARLY COUNTY,12020 COLUMBIA ST,BLAKELY,GA,39823,,32,Town: Distant,No,Yes,Yes,657,46,14.3,633,0
1.30E+11,197,1301920,649,6,8,EARLY COUNTY MIDDLE SCHOOL,EARLY COUNTY,EARLY COUNTY,12053 COLUMBIA ST,BLAKELY,GA,39823,,32,Town: Distant,No,Yes,Yes,492,39,12.6,474,0
1.30E+11,191,1301020,625,PK,8,EAST BROAD STREET SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,400 E BROAD ST,SAVANNAH,GA,31401,5104,12,City: Midsize,No,Yes,Yes,689,53.5,12.9,640,10
1.30E+11,275,1304440,785,PK,6,EAST CENTRAL ELEMENTARY SCHOOL,ROME CITY,FLOYD COUNTY,1502 DEAN AVE SE,ROME,GA,30161,7104,13,City: Small,No,Yes,Yes,554,31,17.9,248,30
1.30E+11,1052,1301230,631,PK,5,EAST CLAYTON ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,2750 FOREST PKWY,ELLENWOOD,GA,30294,3521,21,Suburb: Large,No,Yes,Yes,621,36.6,17,618,0
1.30E+11,1056,1301290,633,6,8,EAST COBB MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,380 HOLT RD NE,MARIETTA,GA,30068,3564,21,Suburb: Large,No,Yes,Yes,1281,75.5,17,771,99
1.30E+11,301,1303870,706,6,8,EAST COLUMBUS MAGNET ACADEMY,MUSCOGEE COUNTY,MUSCOGEE COUNTY,6100 GEORGETOWN DR,COLUMBUS,GA,31907,,12,City: Midsize,No,Yes,Yes,651,41.6,15.6,641,0
1.30E+11,389,1301500,638,9,12,EAST COWETA HIGH SCHOOL,COWETA COUNTY,COWETA COUNTY,400 SHARPSBURG-MCCOLLUM RD.,SHARPSBURG,GA,30277,9176,21,Suburb: Large,No,No,NA,2855,149.8,19.1,834,202
1.30E+11,289,1301500,638,6,8,EAST COWETA MIDDLE SCHOOL,COWETA COUNTY,COWETA COUNTY,6291 HIGHWAY 16,SENOIA,GA,30276,9021,41,Rural: Fringe,No,Yes,Yes,724,45.3,16,298,65
1.30E+11,503,1301740,644,PK,11,EAST DEKALB SPECIAL EDUCATION CENTER,DEKALB COUNTY,DEKALB COUNTY,5839 MEMORIAL DR,STONE MOUNTAIN,GA,30083,,21,Suburb: Large,No,No,NA,307,1,307,60,2
1.30E+11,194,1302100,655,KG,5,EAST FANNIN ELEMENTARY SCHOOL,FANNIN COUNTY,FANNIN COUNTY,1 ELEMENTARY CIR,MORGANTON,GA,30560,3210,43,Rural: Remote,No,Yes,Yes,414,26.1,15.9,275,43
1.30E+11,1552,1302610,669,9,12,EAST HALL HIGH SCHOOL,HALL COUNTY,HALL COUNTY,3534 E HALL RD,GAINESVILLE,GA,30507,,41,Rural: Fringe,No,Yes,Yes,1059,61.7,17.2,669,89
1.30E+11,289,1302610,669,6,8,EAST HALL MIDDLE SCHOOL,HALL COUNTY,HALL COUNTY,4120 E HALL RD,GAINESVILLE,GA,30507,,41,Rural: Fringe,No,Yes,Yes,944,68,13.9,711,68
1.30E+11,107,1302940,678,9,12,EAST JACKSON COMPREHENSIVE HIGH SCHOOL,JACKSON COUNTY,JACKSON COUNTY,1435 HOODS MILL RD,COMMERCE,GA,30529,,41,Rural: Fringe,No,No,NA,961,62.7,15.3,539,85
1.30E+11,104,1302940,678,PK,5,EAST JACKSON ELEMENTARY SCHOOL,JACKSON COUNTY,JACKSON COUNTY,1531 HOODS MILL RD,COMMERCE,GA,30529,,41,Rural: Fringe,No,Yes,Yes,503,34.1,14.8,248,44
1.30E+11,197,1302940,678,6,8,EAST JACKSON MIDDLE SCHOOL,JACKSON COUNTY,JACKSON COUNTY,1880 HOODS MILL RD,COMMERCE,GA,30529,,41,Rural: Fringe,No,Yes,Yes,778,58.4,13.3,457,67
1.30E+11,203,1302820,675,PK,5,EAST LAKE ELEMENTARY,HENRY COUNTY,HENRY COUNTY,199 E LAKE RD,MCDONOUGH,GA,30252,,41,Rural: Fringe,No,No,NA,660,42,15.7,130,36
1.30E+11,105,1301890,687,3,5,EAST LAURENS ELEMENTARY SCHOOL,LAURENS COUNTY,LAURENS COUNTY,960 US HIGHWAY 80 E,EAST DUBLIN,GA,31027,1480,41,Rural: Fringe,No,Yes,Yes,524,31.5,16.6,397,27
1.30E+11,197,1301890,687,9,12,EAST LAURENS HIGH SCHOOL,LAURENS COUNTY,LAURENS COUNTY,920 US HIGHWAY 80 E,DUBLIN,GA,31027,1480,41,Rural: Fringe,No,No,NA,628,41.5,15.1,403,67
1.30E+11,297,1301890,687,6,8,EAST LAURENS MIDDLE SCHOOL,LAURENS COUNTY,LAURENS COUNTY,930 US HIGHWAY 80 E,DUBLIN,GA,31027,3216,41,Rural: Fringe,No,Yes,Yes,497,36,13.8,384,37
1.30E+11,104,1301890,687,PK,2,EAST LAURENS PRIMARY SCHOOL,LAURENS COUNTY,LAURENS COUNTY,950 US HIGHWAY 80 E,DUBLIN,GA,31027,,41,Rural: Fringe,No,Yes,Yes,566,42,13.5,509,30
1.30E+11,1050,1303930,707,PK,5,EAST NEWTON ELEMENTARY SCHOOL,NEWTON COUNTY,NEWTON COUNTY,2286 DIXIE RD,COVINGTON,GA,30014,5444,41,Rural: Fringe,No,Yes,No,530,40.3,13.2,248,38
1.30E+11,292,1304020,710,9,12,EAST PAULDING HIGH SCHOOL,PAULDING COUNTY,PAULDING COUNTY,3320 E PAULDING DR,DALLAS,GA,30157,,21,Suburb: Large,No,No,NA,1650,84.8,19.5,469,115
1.30E+11,394,1304020,710,6,8,EAST PAULDING MIDDLE SCHOOL,PAULDING COUNTY,PAULDING COUNTY,2945 HIRAM ACWORTH HWY,DALLAS,GA,30157,,21,Suburb: Large,No,No,NA,814,47,17.3,222,65
1.30E+11,114,1301290,633,PK,5,EAST SIDE ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3850 ROSWELL RD,MARIETTA,GA,30062,6279,21,Suburb: Large,No,No,NA,1280,70.6,18.1,60,12
1.30E+11,295,1304560,727,PK,5,EASTANOLLEE ELEMENTARY SCHOOL,STEPHENS COUNTY,STEPHENS COUNTY,50 LIVESTOCK RD,EASTANOLLEE,GA,30538,9801,42,Rural: Distant,No,Yes,Yes,473,32.4,14.6,361,0
1.31E+11,475,1305700,755,6,8,EASTBROOK MIDDLE SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,700 HILL RD,DALTON,GA,30721,5963,23,Suburb: Small,No,Yes,Yes,671,44,15.3,540,75
1.30E+11,2198,1300026,891,9,10,EASTMAN REGIONAL YOUTH DETENTION CENTER,DEPARTMENT OF JUVENILE JUSTICE,DODGE COUNTY,181 INDUSTRIAL BLVD,EASTMAN,GA,31023,7113,32,Town: Distant,No,Yes,No,2,n/a,NA,0,0
1.30E+11,898,1300026,891,8,12,EASTMAN YOUTH DEVELOPMENT CAMPUS,DEPARTMENT OF JUVENILE JUSTICE,DODGE COUNTY,176 FREAMAN GRAHAM BLVD,EASTMAN,GA,31023,,32,Town: Distant,No,Yes,No,42,n/a,NA,n/a,n/a
1.30E+11,2052,1301500,638,PK,5,EASTSIDE ELEMENTARY SCHOOL,COWETA COUNTY,COWETA COUNTY,1225 EASTSIDE SCHOOL RD,SENOIA,GA,30276,9750,41,Rural: Fringe,No,Yes,Yes,490,33,14.8,171,56
1.30E+11,282,1301350,634,PK,5,EASTSIDE ELEMENTARY SCHOOL,COFFEE COUNTY,COFFEE COUNTY,603 MCDONALD AVE N,DOUGLAS,GA,31533,3428,33,Town: Remote,No,Yes,Yes,679,39.7,17.1,488,56
1.30E+11,498,1301860,648,KG,5,EASTSIDE ELEMENTARY SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY,8266 CONNALLY DR,DOUGLASVILLE,GA,30134,,21,Suburb: Large,No,Yes,Yes,474,32.9,14.4,391,31
1.30E+11,274,1304200,715,PK,5,EASTSIDE ELEMENTARY SCHOOL,POLK COUNTY,POLK COUNTY,425 PROSPECT RD,ROCKMART,GA,30153,,32,Town: Distant,No,Yes,Yes,853,48.9,17.4,708,0
1.30E+11,185,1302460,665,PK,5,EASTSIDE ELEMENTARY SCHOOL,GRADY COUNTY,GRADY COUNTY,1201 20TH ST NE,CAIRO,GA,39828,,41,Rural: Fringe,No,Yes,Yes,696,43.8,15.9,595,0
1.31E+11,1052,1305700,755,PK,5,EASTSIDE ELEMENTARY SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,102 HILL RD,DALTON,GA,30721,6023,23,Suburb: Small,No,Yes,Yes,563,41.5,13.6,479,51
1.30E+11,295,1303930,707,9,12,EASTSIDE HIGH SCHOOL,NEWTON COUNTY,NEWTON COUNTY,10245 BY PASS RD,COVINGTON,GA,30014,,21,Suburb: Large,No,Yes,No,1342,73.9,18.2,495,81
1.30E+11,5068,1301290,633,PK,5,EASTVALLEY ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,2570 LOWER ROSWELL RD,MARIETTA,GA,30068,3635,21,Suburb: Large,No,No,NA,673,49.4,13.6,193,26
