NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Locale Code*,Locale*,Charter,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*
1.30E+11,207,1300120,761,1,12,HILLSIDE CONANT SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,690 COURTENAY DR NE,ATLANTA,GA,30306,,11,City: Large,No,Yes,Yes,75,9.7,7.7,52,0
1.30E+11,202,1302280,660,PK,5,HILLSIDE ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,9250 SCOTT RD,ROSWELL,GA,30076,,13,City: Small,No,Yes,Yes,700,57.8,12.1,369,18
1.30E+11,309,1302880,676,PK,5,HILLTOP ELEMENTARY SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,301 ROBERT BRYSON SMITH PKWY,BONAIRE,GA,31005,,13,City: Small,No,No,NA,640,40.3,15.9,205,46
1.30E+11,5058,1301170,629,6,8,HILSMAN MIDDLE SCHOOL,CLARKE COUNTY,CLARKE COUNTY,870 GAINES SCHOOL RD,ATHENS,GA,30605,3132,12,City: Midsize,No,Yes,Yes,674,56.5,11.9,515,27
1.30E+11,5050,1304020,710,PK,5,HIRAM ELEMENTARY SCHOOL,PAULDING COUNTY,PAULDING COUNTY,200 SEABOARD AVE,HIRAM,GA,30141,2528,21,Suburb: Large,No,Yes,Yes,647,42,15.4,339,72
1.30E+11,101,1304020,710,9,12,HIRAM HIGH SCHOOL,PAULDING COUNTY,PAULDING COUNTY,702 VIRGIE BALLENTINE DR,HIRAM,GA,30141,,21,Suburb: Large,No,No,NA,1565,81,19.3,585,133
1.30E+11,2050,1300480,613,PK,6,HOBOKEN ELEMENTARY SCHOOL,BRANTLEY COUNTY,BRANTLEY COUNTY,224 CHURCH ST N,HOBOKEN,GA,31542,9763,42,Rural: Distant,No,Yes,Yes,597,42.3,14.1,315,40
1.30E+11,5058,1301020,625,PK,5,HODGE ELEMENTARY SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,975 CLINCH STREET,SAVANNAH,GA,31405,1656,12,City: Midsize,No,Yes,Yes,473,33,14.3,429,19
1.30E+11,397,1300001,741,PK,5,HOGANSVILLE ELEMENTARY SCHOOL,TROUP COUNTY,TROUP COUNTY,611 E MAIN ST,HOGANSVILLE,GA,30230,1507,42,Rural: Distant,No,Yes,Yes,451,29,15.6,349,26
1.30E+11,284,1302280,660,6,8,HOLCOMB BRIDGE MIDDLE SCHOOL,FULTON COUNTY,FULTON COUNTY,2700 HOLCOMB BRIDGE RD,ALPHARETTA,GA,30022,5307,13,City: Small,No,Yes,Yes,831,66.9,12.4,394,56
1.30E+11,194,1300001,741,PK,5,HOLLIS HAND ELEMENTARY SCHOOL,TROUP COUNTY,TROUP COUNTY,641 COUNTRY CLUB RD,LAGRANGE,GA,30240,1006,41,Rural: Fringe,No,Yes,Yes,559,37,15.1,271,14
1.30E+11,200,1301860,648,PK,5,HOLLY SPRINGS ELEMENTARY,DOUGLAS COUNTY,DOUGLAS COUNTY,4909 W CHAPEL HILL RD,DOUGLASVILLE,GA,30135,,41,Rural: Fringe,No,No,NA,517,32.5,15.9,187,32
1.30E+11,199,1301110,628,PK,6,HOLLY SPRINGS ELEMENTARY SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,1965 HICKORY RD,CANTON,GA,30115,,21,Suburb: Large,No,No,NA,977,51.5,19,360,75
1.30E+11,4560,1301290,633,PK,5,HOLLYDALE ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,2901 BAY BERRY DR SW,MARIETTA,GA,30008,5605,21,Suburb: Large,No,Yes,Yes,682,56,12.2,520,56
1.30E+11,4050,1300290,607,PK,5,HOLSENBECK ELEMENTARY SCHOOL,BARROW COUNTY,BARROW COUNTY,445 HOLSENBECK SCHOOL RD,WINDER,GA,30680,3749,41,Rural: Fringe,No,Yes,Yes,952,64.5,14.8,537,90
1.30E+11,174,1304410,722,PK,5,HONEY CREEK ELEMENTARY SCHOOL,ROCKDALE COUNTY,ROCKDALE COUNTY,700 HONEY CREEK RD SE,CONYERS,GA,30094,,21,Suburb: Large,No,Yes,Yes,550,37.5,14.7,280,47
1.30E+11,6396,1302550,667,NA,NA,HOOPER RENWICK CENTER,GWINNETT COUNTY,GWINNETT COUNTY,56 NEAL BLVD,LAWRENCEVILLE,GA,30045,,21,Suburb: Large,No,NA,NA,NA,24,NA,NA,NA
1.30E+11,105,1302280,660,6,8,HOPEWELL MIDDLE SCHOOL,FULTON COUNTY,FULTON COUNTY,13060 COGBURN RD,ALPHARETTA,GA,30004,,21,Suburb: Large,No,No,NA,1331,89.4,14.9,192,27
1.30E+11,285,1302550,667,PK,5,HOPKINS ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1315 DICKENS RD NW,LILBURN,GA,30047,3519,21,Suburb: Large,No,Yes,Yes,1934,130.4,14.8,1730,106
1.30E+11,6413,1303390,692,NA,NA,HORIZON ACADEMY,LOWNDES COUNTY,LOWNDES COUNTY,1500 LANKFORD DR,VALDOSTA,GA,31601,,13,City: Small,No,NA,NA,NA,16.5,NA,NA,NA
1.30E+11,5050,1304410,722,PK,5,HOUSE ELEMENTARY SCHOOL,ROCKDALE COUNTY,ROCKDALE COUNTY,2930 HIGHWAY 20 NE,CONYERS,GA,30012,,21,Suburb: Large,No,Yes,Yes,666,48,13.9,569,35
1.30E+11,300,1302880,676,10,12,HOUSTON COUNTY CAREER ACADEMY,HOUSTON COUNTY,HOUSTON COUNTY,1311 CORDER RD,WARNER ROBINS,GA,31088,,13,City: Small,Yes,No,NA,47,9.2,5.1,27,5
1.30E+11,116,1302880,676,NA,NA,HOUSTON COUNTY CROSSROADS CENTER,HOUSTON COUNTY,NA,215 SCOTT BLVD,WARNER ROBINS,GA,31088,,NA,N,No,NA,NA,NA,NA,NA,NA,NA
1.30E+11,192,1302880,676,9,12,HOUSTON COUNTY HIGH SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,920 GA HIGHWAY 96,WARNER ROBINS,GA,31088,2502,13,City: Small,No,No,NA,1712,104.4,16.4,352,95
1.30E+11,291,1301170,629,PK,5,HOWARD B. STROUD ELEMENTARY SCHOOL,CLARKE COUNTY,CLARKE COUNTY,715 FOURTH ST,ATHENS,GA,30601,,12,City: Midsize,No,Yes,Yes,390,35.5,11,381,6
1.30E+11,1060,1301020,625,PK,5,HOWARD ELEMENTARY SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,115 WILMINGTON ISLAND RD,SAVANNAH,GA,31410,3801,21,Suburb: Large,No,No,NA,773,55,14.1,156,15
1.30E+11,105,1300420,611,9,12,HOWARD HIGH SCHOOL,BIBB COUNTY,BIBB COUNTY,6400 FORSYTH RD,MACON,GA,31210,,41,Rural: Fringe,No,Yes,Yes,1137,68.4,16.6,614,83
1.30E+11,205,1300420,611,6,8,HOWARD MIDDLE SCHOOL,BIBB COUNTY,BIBB COUNTY,6600 FORSYTH RD,MACON,GA,31210,,41,Rural: Fringe,No,Yes,Yes,1024,61.5,16.7,627,71
1.30E+11,2060,1301020,625,6,8,HUBERT MIDDLE SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,768 GRANT ST,SAVANNAH,GA,31401,6113,12,City: Midsize,No,Yes,Yes,546,46.1,11.8,483,23
1.30E+11,180,1302130,656,PK,5,HUDDLESTON ELEMENTARY SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,200 MCINTOSH TRL,PEACHTREE CITY,GA,30269,2129,21,Suburb: Large,No,No,NA,658,41.5,15.9,134,46
1.30E+11,5054,1301230,631,PK,5,HUIE ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,1260 ROCKCUT RD,FOREST PARK,GA,30297,3630,21,Suburb: Large,No,Yes,Yes,690,44.1,15.6,687,0
1.30E+11,297,1302550,667,6,8,HULL MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1950 OLD PEACHTREE RD,DULUTH,GA,30097,3422,21,Suburb: Large,No,No,NA,2297,130.7,17.6,737,158
1.30E+11,101,1303480,695,PK,5,HULL-SANFORD ELEMENTARY SCHOOL,MADISON COUNTY,MADISON COUNTY,9193 FORTSON STORE RD,HULL,GA,30646,,41,Rural: Fringe,No,Yes,Yes,548,39.7,13.8,352,39
1.30E+11,5562,1300120,761,PK,5,HUMPHRIES ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,3029 HUMPHRIES DR SE,ATLANTA,GA,30354,2437,11,City: Large,No,Yes,Yes,356,28,12.7,353,0
1.30E+11,210,1304050,711,PK,5,HUNT ELEMENTARY SCHOOL,PEACH COUNTY,PEACH COUNTY,1750 HIGHWAY 341 NORTH,FORT VALLEY,GA,31030,3433,41,Rural: Fringe,No,Yes,Yes,645,41.5,15.5,543,34
1.30E+11,105,1302880,676,6,8,HUNTINGTON MIDDLE SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,206 WELLBORN RD,WARNER ROBINS,GA,31088,4457,13,City: Small,No,Yes,Yes,790,56.2,14.1,495,78
1.30E+11,5058,1301740,644,PK,5,HUNTLEY HILLS ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2112 SEAMAN CIR,CHAMBLEE,GA,30341,1524,21,Suburb: Large,No,Yes,Yes,463,33.7,13.7,281,31
1.30E+11,1063,1300120,761,PK,5,HUTCHINSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,650 CLEVELAND AVE SW,ATLANTA,GA,30315,7904,11,City: Large,No,Yes,Yes,395,31.9,12.4,392,0
1.30E+11,2052,1301710,643,5,6,HUTTO MIDDLE SCHOOL,DECATUR COUNTY,DECATUR COUNTY,1201 MARTIN LUTHER KING JR DR,BAINBRIDGE,GA,39817,,32,Town: Distant,No,Yes,Yes,777,47.4,16.4,768,0
1.30E+11,219,1302220,658,6,12,I-ACHIEVE ACADEMY,FORSYTH COUNTY,FORSYTH COUNTY,1130 DAHLONEGA HWY,CUMMING,GA,30040,,21,Suburb: Large,No,No,NA,82,0.5,164,0,0
1.30E+11,1059,1301740,644,PK,5,IDLEWOOD ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1484 IDLEWOOD RD,TUCKER,GA,30084,7721,21,Suburb: Large,No,Yes,Yes,915,56.3,16.3,836,46
1.30E+11,4050,1303480,695,PK,5,ILA ELEMENTARY SCHOOL,MADISON COUNTY,MADISON COUNTY,P.O. BOX 48,ILA,GA,30647,48,42,Rural: Distant,No,Yes,Yes,455,34.5,13.2,242,34
1.30E+11,386,1302280,660,9,12,INDEPENDENCE HIGH SCHOOL,FULTON COUNTY,FULTON COUNTY,86 SCHOOL DR,ALPHARETTA,GA,30009,4407,13,City: Small,No,No,NA,258,20.6,12.5,90,17
1.30E+11,100,1301350,634,PK,5,INDIAN CREEK ELEMENTARY,COFFEE COUNTY,COFFEE COUNTY,2033 GA HIGHWAY 158 W,DOUGLAS,GA,31535,,41,Rural: Fringe,No,Yes,Yes,707,42.9,16.5,417,61
1.30E+11,2059,1301740,644,PK,5,INDIAN CREEK ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,724 N INDIAN CREEK DR,CLARKSTON,GA,30021,2346,21,Suburb: Large,No,Yes,Yes,1093,70.9,15.4,1028,23
1.30E+11,398,1303930,707,6,8,INDIAN CREEK MIDDLE SCHOOL,NEWTON COUNTY,NEWTON COUNTY,11051 BY PASS RD,COVINGTON,GA,30014,,41,Rural: Fringe,No,Yes,Yes,1068,67,15.9,551,93
1.30E+11,116,1301110,628,PK,6,INDIAN KNOLL ELEMENTARY,CHEROKEE COUNTY,CHEROKEE COUNTY,3635 UNIVETER RD,CANTON,GA,30115,,21,Suburb: Large,No,No,NA,1059,56,18.9,286,75
1.30E+11,3067,1300420,611,PK,5,INGRAM/PYE ELEMENTARY SCHOOL,BIBB COUNTY,BIBB COUNTY,1870 PIO NONO AVE,MACON,GA,31204,6266,13,City: Small,No,Yes,Yes,668,40.9,16.3,652,9
1.30E+11,111,1302130,656,PK,5,INMAN ELEMENTARY,FAYETTE COUNTY,FAYETTE COUNTY,677 INMAN RD,FAYETTEVILLE,GA,30215,,41,Rural: Fringe,No,Yes,Yes,508,32.1,15.8,139,34
1.30E+11,1563,1300120,761,6,8,INMAN MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,774 VIRGINIA AVE NE,ATLANTA,GA,30306,3631,11,City: Large,No,Yes,Yes,981,63.1,15.5,345,34
1.30E+11,110,1301290,633,KG,8,INTERNATIONAL ACADEMY OF SMYRNA,COBB COUNTY,COBB COUNTY,2144 SOUTH COBB DRIVE,SMYRNA,GA,30080,,21,Suburb: Large,Yes,No,NA,993,61,16.3,355,99
1.30E+11,805,1301740,644,KG,5,INTERNATIONAL COMMUNITY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2418 WOOD TRAIL LN,DECATUR,GA,30033,,21,Suburb: Large,Yes,Yes,Yes,383,34,11.3,212,21
1.30E+11,1100,1301740,644,7,8,INTERNATIONAL STUDENT CENTER,DEKALB COUNTY,DEKALB COUNTY,2383 N DRUID HILLS RD NE,ATLANTA,GA,30329,,21,Suburb: Large,No,Yes,Yes,266,32.5,8.2,263,0
1.30E+11,5056,1301830,647,KG,5,INTERNATIONAL STUDIES ELEMENTARY CHARTER SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,2237 CUTTS DR,ALBANY,GA,31705,3810,13,City: Small,Yes,Yes,Yes,433,30,14.4,430,0
1.30E+11,124,1300120,761,KG,8,INTOWN CHARTER ACADEMY,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,386 PINE ST NE,ATLANTA,GA,30308,,11,City: Large,Yes,Yes,Yes,325,29.7,10.9,322,0
1.30E+11,404,1304020,710,6,8,IRMA C. AUSTIN MIDDLE SCHOOL,PAULDING COUNTY,PAULDING COUNTY,3490 RIDGE RD,DOUGLASVILLE,GA,30134,,21,Suburb: Large,No,No,NA,866,52,16.7,288,83
1.30E+11,188,1302910,677,PK,5,IRWIN COUNTY ELEMENTARY SCHOOL,IRWIN COUNTY,IRWIN COUNTY,521 LAX HWY,OCILLA,GA,31774,9801,41,Rural: Fringe,No,Yes,Yes,937,56.4,16.6,623,43
1.30E+11,2050,1302910,677,9,12,IRWIN COUNTY HIGH SCHOOL,IRWIN COUNTY,IRWIN COUNTY,149 CHIEFTAIN CIR,OCILLA,GA,31774,2231,41,Rural: Fringe,No,No,NA,443,36.6,12.1,236,43
1.30E+11,173,1302910,677,6,8,IRWIN COUNTY MIDDLE SCHOOL,IRWIN COUNTY,IRWIN COUNTY,149 CHIEFTAIN CIR,OCILLA,GA,31774,2231,41,Rural: Fringe,No,Yes,Yes,423,25.1,16.9,262,38
1.30E+11,411,1301020,625,9,12,ISLANDS HIGH SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,170 WHITEMARSH ISLAND RD,SAVANNAH,GA,31410,,21,Suburb: Large,No,No,NA,931,54.7,17,209,58
1.30E+11,3060,1301020,625,PK,8,ISLE OF HOPE SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,5330 MONTGOMERY ST,SAVANNAH,GA,31405,,12,City: Midsize,No,Yes,Yes,710,49,14.5,471,53
1.30E+11,1310,1302280,660,PK,5,ISON SPRINGS ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,8261 ISON ROAD,SANDY SPRINGS,GA,30350,,13,City: Small,No,Yes,Yes,762,53.9,14.1,530,56
1.30E+11,405,1300840,622,PK,5,ITHICA ELEMENTARY,CARROLL COUNTY,CARROLL COUNTY,75 WHITWORTH RD,VILLA RICA,GA,30180,,41,Rural: Fringe,No,Yes,Yes,645,36.6,17.6,361,41
1.30E+11,305,1302550,667,PK,5,IVY CREEK ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3443 RIDGE RD,BUFORD,GA,30519,,21,Suburb: Large,No,No,NA,896,50.6,17.7,243,62
1.30E+11,612,1300226,7820612,KG,8,IVY PREP ACADEMY AT KIRKWOOD FOR GIRLS SCHOOL,STATE CHARTER SCHOOLS- IVY PREP ACADEMY AT KIRKWOOD FOR GIR,DEKALB COUNTY,1807 MEMORIAL DR SE,ATLANTA,GA,30317,,21,Suburb: Large,Yes,Yes,Yes,339,22,15.4,243,27
1.30E+11,110,1300215,7830110,6,11,IVY PREPARATORY ACADEMY SCHOOL,COMMISSION CHARTER SCHOOLS- IVY PREPARATORY ACADEMY SCHOOL,GWINNETT COUNTY,3705 ENGINEERING DR,NORCROSS,GA,30092,,21,Suburb: Large,Yes,Yes,Yes,359,20.2,17.8,166,35
1.30E+11,512,1300229,7820512,KG,8,IVY PREPARATORY YOUNG MEN'S LEADERSHIP ACADEMY SCH,STATE CHARTER SCHOOLS- IVY PREPARATORY YOUNG MEN'S LEADERSH,DEKALB COUNTY,1807 MEMORIAL DR SE,ATLANTA,GA,30317,,21,Suburb: Large,Yes,Yes,Yes,330,24,13.8,223,27
1.30E+11,1105,1302550,667,PK,5,J. A. ALFORD ELEMENTARY,GWINNETT COUNTY,GWINNETT COUNTY,2625 LAWRENCEVILLE HWY,LAWRENCEVILLE,GA,30044,,21,Suburb: Large,No,Yes,Yes,1001,68.5,14.6,701,95
1.30E+11,297,1304020,710,6,8,J. A. DOBBINS MIDDLE SCHOOL,PAULDING COUNTY,PAULDING COUNTY,637 WILLIAMS LAKE RD,POWDER SPRINGS,GA,30127,,21,Suburb: Large,No,No,NA,842,47,17.9,384,93
1.31E+11,2050,1305340,793,PK,1,J. D. DICKERSON PRIMARY SCHOOL,VIDALIA CITY,TOOMBS COUNTY,800 NORTH ST E,VIDALIA,GA,30474,4047,33,Town: Remote,No,Yes,Yes,565,29,19.5,406,32
1.30E+11,509,1301110,628,PK,6,J. KNOX ELEMENTARY,CHEROKEE COUNTY,CHEROKEE COUNTY,151 RIVER BEND WAY,CANTON,GA,30114,,21,Suburb: Large,No,No,NA,862,46.6,18.5,211,36
1.31E+11,106,1305310,792,PK,5,J. L. LOMAX ELEMENTARY SCHOOL,VALDOSTA CITY,LOWNDES COUNTY,1450 HOWELL RD,VALDOSTA,GA,31601,,13,City: Small,No,Yes,Yes,605,45.9,13.2,589,0
1.31E+11,173,1305340,793,6,8,J. R. TRIPPE MIDDLE SCHOOL,VIDALIA CITY,TOOMBS COUNTY,2200 MCINTOSH ST,VIDALIA,GA,30474,4808,33,Town: Remote,No,Yes,Yes,584,38.3,15.2,345,28
1.30E+11,1052,1304980,737,6,6,J. T. REDDICK SCHOOL,TIFT COUNTY,TIFT COUNTY,404 MARTIN LUTHER KING JR DR,TIFTON,GA,31794,5799,32,Town: Distant,No,Yes,Yes,614,38.9,15.8,582,0
1.31E+11,200,1305670,754,PK,2,JACK P NIX PRIMARY,WHITE COUNTY,WHITE COUNTY,342 W KYTLE ST,CLEVELAND,GA,30528,,32,Town: Distant,No,Yes,Yes,468,27.5,17,261,40
1.30E+11,191,1302940,678,9,12,JACKSON COUNTY HIGH SCHOOL,JACKSON COUNTY,JACKSON COUNTY,P.O. BOX 159,JEFFERSON,GA,30549,159,31,Town: Fringe,No,No,NA,1048,63,16.6,320,97
1.30E+11,395,1302550,667,PK,5,JACKSON ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1970 SEVER RD,LAWRENCEVILLE,GA,30043,4020,21,Suburb: Large,No,No,NA,1628,94.4,17.2,815,166
1.30E+11,175,1302280,660,PK,5,JACKSON ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,1400 MARTIN RD,ROSWELL,GA,30076,3177,13,City: Small,No,Yes,Yes,636,49.8,12.8,383,34
1.30E+11,111,1300690,618,PK,5,JACKSON ELEMENTARY SCHOOL,BUTTS COUNTY,BUTTS COUNTY,1105 BROWNLEE RD,JACKSON,GA,30233,,41,Rural: Fringe,No,Yes,Yes,542,35.7,15.2,419,0
1.30E+11,2563,1300120,761,PK,5,JACKSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1325 MOUNT PARAN RD NW,ATLANTA,GA,30327,3705,11,City: Large,No,No,NA,918,61,15,56,7
1.30E+11,105,1301830,647,PK,5,JACKSON HEIGHTS ELEMENTARY SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1305 E 2ND AVE,ALBANY,GA,31705,,13,City: Small,No,Yes,Yes,663,37.6,17.6,660,0
1.30E+11,190,1300690,618,9,12,JACKSON HIGH SCHOOL,BUTTS COUNTY,BUTTS COUNTY,717 S HARKNESS ST,JACKSON,GA,30233,1855,41,Rural: Fringe,No,Yes,Yes,962,56.3,17.1,744,0
1.30E+11,6012,1302400,663,NA,NA,JACKSON LEARNING CENTER,GLYNN COUNTY,GLYNN COUNTY,1405 H ST,BRUNSWICK,GA,31520,,13,City: Small,No,NA,NA,NA,5,NA,NA,NA
1.30E+11,1052,1302520,726,PK,5,JACKSON ROAD ELEMENTARY SCHOOL,SPALDING COUNTY,SPALDING COUNTY,1233 JACKSON RD,GRIFFIN,GA,30223,3727,21,Suburb: Large,No,Yes,Yes,467,28.9,16.2,339,31
1.30E+11,5066,1301020,625,PK,5,JACOB G. SMITH ELEMENTARY SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,210 LAMARA DR,SAVANNAH,GA,31405,4216,12,City: Midsize,No,Yes,Yes,428,32,13.4,160,21
1.30E+11,304,1301230,631,PK,5,JAMES JACKSON ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,7711 MOUNT ZION BLVD,JONESBORO,GA,30236,,21,Suburb: Large,No,Yes,Yes,1023,59.3,17.3,1020,0
1.30E+11,189,1304380,721,PK,5,JAMESTOWN ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,3637 HIERS BLVD,HEPHZIBAH,GA,30815,6386,12,City: Midsize,No,Yes,Yes,406,24,16.9,393,0
1.30E+11,114,1302400,663,6,8,JANE MACON MIDDLE,GLYNN COUNTY,GLYNN COUNTY,201 MCKENZIE DR,BRUNSWICK,GA,31523,3634,41,Rural: Fringe,No,Yes,Yes,747,45.7,16.3,457,71
1.30E+11,108,1302970,679,9,12,JASPER COUNTY HIGH SCHOOL,JASPER COUNTY,JASPER COUNTY,14477 GA HIGHWAY 11 N,MONTICELLO,GA,31064,,41,Rural: Fringe,No,Yes,Yes,603,37.3,16.2,342,45
1.30E+11,201,1302970,679,6,8,JASPER COUNTY MIDDLE SCHOOL,JASPER COUNTY,JASPER COUNTY,1289 COLLEGE ST,MONTICELLO,GA,31064,,41,Rural: Fringe,No,Yes,Yes,522,30.6,17.1,337,42
1.30E+11,195,1302970,679,PK,2,JASPER COUNTY PRIMARY SCHOOL,JASPER COUNTY,JASPER COUNTY,495 GA HIGHWAY 212 W,MONTICELLO,GA,31064,9804,41,Rural: Fringe,No,Yes,Yes,690,43.2,16,480,55
1.30E+11,203,1304110,712,KG,5,JASPER ELEMENTARY SCHOOL,PICKENS COUNTY,PICKENS COUNTY,158 STEGALL DR,JASPER,GA,30143,,32,Town: Distant,No,Yes,Yes,510,30.9,16.5,271,45
1.30E+11,403,1304110,712,6,8,JASPER MIDDLE SCHOOL,PICKENS COUNTY,PICKENS COUNTY,339 W CHURCH ST,JASPER,GA,30143,,32,Town: Distant,No,Yes,Yes,546,32.4,16.9,244,47
1.30E+11,175,1303000,680,3,5,JEFF DAVIS ELEMENTARY SCHOOL,JEFF DAVIS COUNTY,JEFF DAVIS COUNTY,81 PAT DIXON RD,HAZLEHURST,GA,31539,2314,33,Town: Remote,No,Yes,Yes,692,39.8,17.4,672,0
1.30E+11,199,1303000,680,9,12,JEFF DAVIS HIGH SCHOOL,JEFF DAVIS COUNTY,JEFF DAVIS COUNTY,156 COLLINS ST,HAZLEHURST,GA,31539,2999,33,Town: Remote,No,Yes,Yes,792,45.4,17.4,425,62
1.30E+11,111,1303000,680,6,8,JEFF DAVIS MIDDLE SCHOOL,JEFF DAVIS COUNTY,JEFF DAVIS COUNTY,93 COLLINS ST,HAZLEHURST,GA,31539,,33,Town: Remote,No,Yes,Yes,680,42.1,16.2,660,0
1.30E+11,105,1303000,680,PK,2,JEFF DAVIS PRIMARY SCHOOL,JEFF DAVIS COUNTY,JEFF DAVIS COUNTY,71 BURKETTS FERRY RD,HAZLEHURST,GA,31539,2005,33,Town: Remote,No,Yes,Yes,954,46.6,20.5,926,0
1.30E+11,107,1303030,779,3,5,JEFFERSON ACADEMY,JEFFERSON CITY,JACKSON COUNTY,99 DRAGON DR,JEFFERSON,GA,30549,,31,Town: Fringe,No,Yes,No,713,37.8,18.9,182,57
1.30E+11,196,1303060,681,9,12,JEFFERSON COUNTY HIGH SCHOOL,JEFFERSON COUNTY,JEFFERSON COUNTY,1157 WARRIOR TRL,LOUISVILLE,GA,30434,4504,42,Rural: Distant,No,Yes,Yes,751,57.8,13,543,56
1.30E+11,3050,1303030,779,PK,2,JEFFERSON ELEMENTARY SCHOOL,JEFFERSON CITY,JACKSON COUNTY,415 HOSCHTON ST,JEFFERSON,GA,30549,2770,31,Town: Fringe,No,No,NA,751,48,15.6,208,54
1.30E+11,174,1303030,779,9,12,JEFFERSON HIGH SCHOOL,JEFFERSON CITY,JACKSON COUNTY,575 WASHINGTON ST,JEFFERSON,GA,30549,507,31,Town: Fringe,No,No,NA,862,46.1,18.7,174,42
1.30E+11,101,1303030,779,6,8,JEFFERSON MIDDLE SCHOOL,JEFFERSON CITY,JACKSON COUNTY,100 DRAGON DR,JEFFERSON,GA,30549,,31,Town: Fringe,No,Yes,No,723,38.2,18.9,182,49
1.30E+11,195,1301500,638,PK,5,JEFFERSON PARKWAY ELEMENTARY SCHOOL,COWETA COUNTY,COWETA COUNTY,154 MILLARD FARMER IND BLVD,NEWNAN,GA,30263,1090,21,Suburb: Large,No,Yes,Yes,582,41,14.2,381,55
1.31E+11,107,1305220,743,PK,4,JEFFERSONVILLE ELEMENTARY,TWIGGS COUNTY,TWIGGS COUNTY,675 BULLARD RD,JEFFERSONVILLE,GA,31044,,42,Rural: Distant,No,Yes,Yes,374,27,13.9,352,0
1.31E+11,114,1305220,743,5,11,JEFFERSONVILLE SCHOOL,TWIGGS COUNTY,TWIGGS COUNTY,375 WATSON DR,JEFFERSONVILLE,GA,31044,,42,Rural: Distant,No,No,NA,28,1,28,25,0
1.30E+11,1050,1303090,682,PK,5,JENKINS COUNTY ELEMENTARY SCHOOL,JENKINS COUNTY,JENKINS COUNTY,220 LANDRUM DR,MILLEN,GA,30442,6720,41,Rural: Fringe,No,Yes,Yes,683,45.7,14.9,680,0
1.30E+11,201,1303090,682,9,12,JENKINS COUNTY HIGH SCHOOL,JENKINS COUNTY,JENKINS COUNTY,433 BARNEY AVE,MILLEN,GA,30442,1903,33,Town: Remote,No,Yes,Yes,392,32.3,12.1,389,0
1.30E+11,101,1303090,682,6,8,JENKINS COUNTY MIDDLE SCHOOL,JENKINS COUNTY,JENKINS COUNTY,409 BARNEY AVE,MILLEN,GA,30442,,33,Town: Remote,No,Yes,Yes,287,23.2,12.4,284,0
1.30E+11,1015,1302550,667,PK,5,JENKINS ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,12 VILLAGE WAY,LAWRENCEVILLE,GA,30046,,21,Suburb: Large,No,Yes,Yes,1046,64.2,16.3,800,100
1.30E+11,5060,1301020,625,9,12,JENKINS HIGH SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,1800 E DERENNE AVE,SAVANNAH,GA,31406,2148,12,City: Midsize,No,No,NA,1012,70.4,14.4,576,75
