,year,sysID,sysName,schoolID,schoolName,adress,latitude,longitude,grd,ccrpi,titleI,chrtr,cluster
367,2015,632,Clinch County,201,Clinch County Middle School,"575 Woodlake Dr,Homerville,Ga,31634",31.04461,-82.773981,M,61.3,Yes,No,3
368,2015,632,Clinch County,1050,Clinch County High School,"863 Carswell St,Homerville,Ga,31634",31.048995,-82.75011,M,58.8,No,No,1
369,2015,632,Clinch County,1050,Clinch County High School,"863 Carswell St,Homerville,Ga,31634",31.048995,-82.75011,H,77.1,No,No,1
370,2015,633,Cobb County,101,Kennesaw Mountain High School,"1898 Kennesaw Due West Rd Nw,Kennesaw,Ga,30152",33.9998,-84.624024,H,90.1,No,No,1
371,2015,633,Cobb County,102,Riverside Intermediate School,"285 S Gordon Rd Sw,Mableton,Ga,30126",33.790438,-84.561492,E,51.3,Yes,No,2
372,2015,633,Cobb County,103,Kell High School,"4770 Lee Waters Rd,Marietta,Ga,30066",34.064256,-84.513116,H,81.8,No,No,1
373,2015,633,Cobb County,104,Bullard Elementary School,"3656 Old Stilesboro Rd Nw,Kennesaw,Ga,30152",34.002065,-84.656954,E,75.1,No,No,1
374,2015,633,Cobb County,114,East Side Elementary School,"3850 Roswell Rd,Marietta,Ga,30062",33.97592,-84.438752,E,93.3,No,No,1
375,2015,633,Cobb County,117,Clarkdale Elementary School,"4725 Ewing Rd,Austell,Ga,30106",33.841086,-84.633813,E,71.3,Yes,No,2
376,2015,633,Cobb County,118,Mableton Elementary School,"5220 Church St Sw,Mableton,Ga,30126",33.824435,-84.583929,E,54.0,Yes,No,3
377,2015,633,Cobb County,173,Birney Elementary School,"775 Smyrna Powder Springs Rd,Marietta,Ga,30060",33.879332,-84.575741,E,70.5,Yes,No,3
378,2015,633,Cobb County,175,Walton High School,"1590 Bill Murdock Rd,Marietta,Ga,30062",33.99038,-84.440231,H,96.8,No,Yes,1
379,2015,633,Cobb County,178,Mabry Middle School,"2700 Jims Rd Ne,Marietta,Ga,30066",34.061746,-84.464725,M,92.2,No,No,1
380,2015,633,Cobb County,180,Still Elementary School,"870 Casteel Rd,Powder Springs,Ga,30127",33.933045,-84.663923,E,85.8,No,No,1
381,2015,633,Cobb County,185,Garrison Mill Elementary School,"4111 Wesley Chapel Rd,Marietta,Ga,30062",34.050283,-84.435269,E,93.5,No,No,1
382,2015,633,Cobb County,187,Keheley Elementary School,"1985 Kemp Rd,Marietta,Ga,30066",34.061463,-84.495883,E,82.6,No,No,1
383,2015,633,Cobb County,188,Pope High School,"3001 Hembree Rd Ne,Marietta,Ga,30062",34.024909,-84.451958,H,94.2,No,No,1
384,2015,633,Cobb County,190,Dowell Elementary School,"2121 W Sandtown Rd Sw,Marietta,Ga,30064",33.90188,-84.635088,E,74.6,Yes,No,3
385,2015,633,Cobb County,191,Varner Elementary School,"4761 Gaydon Rd,Powder Springs,Ga,30127",33.894156,-84.692383,E,75.9,No,No,1
386,2015,633,Cobb County,192,Harrison High School,"4500 Due West Rd Nw,Kennesaw,Ga,30152",33.967087,-84.683093,H,92.0,No,No,1
387,2015,633,Cobb County,194,Hayes Elementary School,"1501 Kennesaw Due West Rd Nw,Kennesaw,Ga,30152",33.990898,-84.630868,E,69.8,Yes,No,3
388,2015,633,Cobb County,197,Vaughan Elementary School,"5950 Nichols Rd,Powder Springs,Ga,30127",33.960122,-84.724118,E,85.9,No,No,1
389,2015,633,Cobb County,198,Chalker Elementary School,"325 N Booth Rd Nw,Kennesaw,Ga,30144",34.045274,-84.561445,E,81.9,No,No,1
390,2015,633,Cobb County,199,Nickajack Elementary School,"4555 Mavell Rd Se,Smyrna,Ga,30082",33.843599,-84.515912,E,79.4,No,No,1
391,2015,633,Cobb County,202,Lindley Middle School,"50 Veterans Memorial Hwy Se,Mableton,Ga,30126",33.813527,-84.554027,M,60.8,Yes,No,2
392,2015,633,Cobb County,203,Kemp Elementary School,"865 Corner Rd,Powder Springs,Ga,30127",33.930199,-84.702188,E,90.7,No,No,1
393,2015,633,Cobb County,204,Pitner Elementary School,"4575 Wade Green Rd Nw,Acworth,Ga,30102",34.065464,-84.591051,E,73.2,No,No,1
394,2015,633,Cobb County,207,Austell Elementary School,"5600 Mulberry St,Austell,Ga,30106",33.816623,-84.634309,E,66.1,Yes,No,3
395,2015,633,Cobb County,209,Allatoona High School,"3300 Dallas Acworth Hwy Nw,Acworth,Ga,30101",34.03533,-84.735539,H,90.6,No,No,1
396,2015,633,Cobb County,214,Smyrna Elementary School,"1099 Fleming St Se,Smyrna,Ga,30080",33.890783,-84.521716,E,58.1,Yes,No,3
397,2015,633,Cobb County,273,Kincaid Elementary School,"1410 Kincaid Rd,Marietta,Ga,30066",34.000793,-84.510216,E,87.2,No,No,1
398,2015,633,Cobb County,275,Dodgen Middle School,"1725 Bill Murdock Rd,Marietta,Ga,30062",33.991036,-84.445034,M,98.4,No,No,1
399,2015,633,Cobb County,278,Mount Bethel Elementary School,"1210 Johnson Ferry Rd,Marietta,Ga,30068",33.979729,-84.417308,E,94.2,No,No,1
400,2015,633,Cobb County,280,Pine Mountain Middle School,"2720 Pine Mountain Cir Nw,Kennesaw,Ga,30152",34.017197,-84.625755,M,73.3,Yes,No,3
401,2015,633,Cobb County,281,Dickerson Middle School,"855 Woodlawn Dr Ne,Marietta,Ga,30068",33.969293,-84.416734,M,94.7,No,No,1
402,2015,633,Cobb County,287,Lewis Elementary School,"4179 Jim Owens Rd Nw,Kennesaw,Ga,30152",34.014425,-84.673058,E,72.3,No,No,1
403,2015,633,Cobb County,288,Mountain View Elementary School,"3448 Sandy Plains Rd,Marietta,Ga,30066",34.032107,-84.466249,E,83.2,No,No,1
404,2015,633,Cobb County,289,Addison Elementary School,"3055 Ebenezer Rd,Marietta,Ga,30066",34.02526,-84.491418,E,84.4,No,No,1
405,2015,633,Cobb County,290,Campbell Middle School,"3295 South Atlanta Road,Smyrna,Ga,30080",33.836027,-84.46998,M,69.4,Yes,No,3
406,2015,633,Cobb County,291,Shallowford Falls Elementary School,"3529 Lassiter Rd,Marietta,Ga,30062",34.033947,-84.435628,E,86.8,No,No,1
407,2015,633,Cobb County,292,Ford Elementary School,"1345 Mars Hill Rd Nw,Acworth,Ga,30101",34.015811,-84.675561,E,90.1,No,No,1
408,2015,633,Cobb County,294,Smitha Middle School,"2025 Powder Springs Rd Sw,Marietta,Ga,30064",33.889668,-84.612928,M,67.9,Yes,No,3
409,2015,633,Cobb County,297,Frey Elementary School,"2865 Mars Hill Rd Nw,Acworth,Ga,30101",34.019745,-84.682866,E,80.8,No,No,1
410,2015,633,Cobb County,298,Cheatham Hill Elementary School,"1350 John Ward Rd Sw,Marietta,Ga,30064",33.92029,-84.619936,E,74.3,No,No,1
411,2015,633,Cobb County,299,Durham Middle School,"2891 Mars Hill Road. Northeast,Acworth,Ga,30101",34.026362,-84.700138,M,81.6,No,No,1
412,2015,633,Cobb County,302,Acworth Intermediate School,"4220 Cantrell Rd Nw,Acworth,Ga,30101",34.057879,-84.653126,E,76.4,Yes,No,3
413,2015,633,Cobb County,304,Kennesaw Charter School,"3010 Cobb Pkwy Nw,Kennesaw,Ga,30152",34.029234,-84.640416,E,74.9,No,Yes,1
414,2015,633,Cobb County,304,Kennesaw Charter School,"3010 Cobb Pkwy Nw,Kennesaw,Ga,30152",34.029234,-84.640416,M,55.3,No,Yes,1
415,2015,633,Cobb County,373,Sprayberry High School,"2525 Sandy Plains Rd,Marietta,Ga,30066",34.011765,-84.497256,H,80.9,No,No,1
416,2015,633,Cobb County,375,Murdock Elementary School,"2320 Murdock Rd,Marietta,Ga,30062",34.006521,-84.462208,E,91.7,No,No,1
417,2015,633,Cobb County,378,Rocky Mount Elementary School,"2400 Rocky Mountain Rd Ne,Marietta,Ga,30066",34.047317,-84.479245,E,86.9,No,No,1
418,2015,633,Cobb County,381,Lassiter High School,"2601 Shallowford Rd,Marietta,Ga,30066",34.042364,-84.473911,H,98.7,No,No,1
419,2015,633,Cobb County,388,Davis Elementary School,"2433 Jamerson Rd,Marietta,Ga,30066",34.073312,-84.480958,E,81.5,No,No,1
420,2015,633,Cobb County,389,Simpson Middle School,"3340 Trickum Rd Ne,Marietta,Ga,30066",34.032888,-84.477732,M,87.6,No,No,1
421,2015,633,Cobb County,391,Nicholson Elementary School,"1599 Shallowford Rd,Marietta,Ga,30066",34.050439,-84.504317,E,75.2,No,No,1
422,2015,633,Cobb County,394,Hightower Trail Middle School,"3905 Post Oak Tritt Rd,Marietta,Ga,30062",34.017398,-84.437776,M,96.5,No,No,1
423,2015,633,Cobb County,397,Green Acres Elementary School,"2000 Gober Ave Se,Smyrna,Ga,30080",33.904502,-84.535811,E,55.0,Yes,No,3
424,2015,633,Cobb County,398,Sanders Elementary School,"1550 Anderson Mill Rd,Austell,Ga,30106",33.847582,-84.599816,E,63.0,Yes,No,2
425,2015,633,Cobb County,399,Blackwell Elementary School,"3470 Canton Rd,Marietta,Ga,30066",34.036563,-84.526253,E,79.4,No,No,1
426,2015,633,Cobb County,402,Hendricks Elementary School,"5243 Meadows Rd,Powder Springs,Ga,30127",33.827559,-84.674748,E,71.1,Yes,No,2
427,2015,633,Cobb County,407,Barber Middle School,"4222 Cantrell Rd Nw,Acworth,Ga,30101",34.059281,-84.652323,M,71.5,Yes,No,3
428,2015,633,Cobb County,475,Tapp Middle School,"3900 Macedonia Rd,Powder Springs,Ga,30127",33.875237,-84.66688,M,79.2,Yes,No,2
429,2015,633,Cobb County,478,Sope Creek Elementary School,"3320 Paper Mill Rd Se,Marietta,Ga,30067",33.935803,-84.453363,E,95.5,No,No,1
430,2015,633,Cobb County,489,Powder Springs Elementary School,"4570 Grady Grier Dr,Powder Springs,Ga,30127",33.853516,-84.680636,E,66.4,Yes,No,2
431,2015,633,Cobb County,491,Timber Ridge Elementary School,"5000 Timber Ridge Rd,Marietta,Ga,30068",33.995275,-84.405689,E,92.7,No,No,1
432,2015,633,Cobb County,499,Lost Mountain Middle School,"700 Old Mountain Rd Nw,Kennesaw,Ga,30152",33.971997,-84.691415,M,87.2,No,No,1
433,2015,633,Cobb County,502,Cooper Middle School,"4605 Ewing Rd,Austell,Ga,30106",33.842277,-84.634561,M,63.2,Yes,No,2
434,2015,633,Cobb County,504,Big Shanty Elementary School,"1575 Ben King Rd Nw,Kennesaw,Ga,30144",34.027307,-84.596922,E,79.6,No,No,1
435,2015,633,Cobb County,592,Bryant Elementary School,"6800 Factory Shoals Rd Sw,Mableton,Ga,30126",33.787722,-84.575784,E,64.1,Yes,No,2
436,2015,633,Cobb County,602,Palmer Middle School,"690 N Booth Rd Nw,Kennesaw,Ga,30144",34.051664,-84.571846,M,78.6,No,No,1
437,2015,633,Cobb County,607,Lovinggood Middle School,"3825 Luther Ward Rd,Powder Springs,Ga,30127",33.926427,-84.663589,M,81.3,No,No,1
438,2015,633,Cobb County,707,Hillgrove High School,"4165 Luther Ward Rd,Powder Springs,Ga,30127",33.926407,-84.667422,H,94.7,No,No,1
439,2015,633,Cobb County,807,Devereux Ackerman Academy,"1291 Stanley Rd Nw,Kennesaw,Ga,30152",33.987179,-84.60899,H,36.9,Yes,No,3
440,2015,633,Cobb County,1052,Belmont Hills Elementary School,"605 Glendale Pl Se,Smyrna,Ga,30080",33.890948,-84.535685,E,53.7,Yes,No,3
441,2015,633,Cobb County,1054,Campbell High School,"5265 Ward St Se,Smyrna,Ga,30080",33.889047,-84.526234,H,66.2,No,No,1
442,2015,633,Cobb County,1056,East Cobb Middle School,"380 Holt Rd Ne,Marietta,Ga,30068",33.960149,-84.476296,M,77.9,Yes,No,3
443,2015,633,Cobb County,1060,Garrett Middle School,"5235 Austell Powder Springs Rd,Austell,Ga,30106",33.828106,-84.64383,M,64.2,Yes,No,2
444,2015,633,Cobb County,1066,Norton Park Elementary School,"3041 Gray Rd Se,Smyrna,Ga,30082",33.880341,-84.551455,E,57.8,Yes,No,3
445,2015,633,Cobb County,1067,Powers Ferry Elementary School,"403 Powers Ferry Rd Se,Marietta,Ga,30067",33.943135,-84.493764,E,62.6,Yes,No,3
446,2015,633,Cobb County,1069,Wheeler High School,"375 Holt Rd Ne,Marietta,Ga,30068",33.95954,-84.478878,H,82.0,No,No,1
447,2015,633,Cobb County,2050,Argyle Elementary School,"2420 Spring Rd Se,Smyrna,Ga,30080",33.883185,-84.483493,E,60.3,Yes,No,3
448,2015,633,Cobb County,2056,North Cobb High School,"3400 Old 41 Hwy Nw,Kennesaw,Ga,30144",34.03943,-84.64877,H,81.7,No,No,1
449,2015,633,Cobb County,2062,King Springs Elementary School,"1041 Reed Rd Se,Smyrna,Ga,30082",33.854657,-84.523085,E,83.8,No,No,1
450,2015,633,Cobb County,2066,Osborne High School,"2451 Favor Rd Sw,Marietta,Ga,30060",33.891474,-84.565711,H,70.2,Yes,No,3
451,2015,633,Cobb County,2560,Griffin Middle School,"4010 King Springs Rd Se,Smyrna,Ga,30082",33.856267,-84.520876,M,74.4,Yes,No,3
452,2015,633,Cobb County,3054,Clay Elementary School,"730 Boggs Rd Sw,Mableton,Ga,30126",33.804148,-84.575467,E,59.2,Yes,No,3
453,2015,633,Cobb County,3056,South Cobb High School,"1920 Clay Rd,Austell,Ga,30106",33.833353,-84.610468,H,67.8,No,No,1
454,2015,633,Cobb County,3058,Fair Oaks Elementary School,"407 Barber Rd Se,Marietta,Ga,30060",33.917355,-84.547352,E,60.8,Yes,No,3
455,2015,633,Cobb County,3060,Harmony-Leland Elementary School,"5891 Dodgen Rd Sw,Mableton,Ga,30126",33.810208,-84.557785,E,73.2,Yes,No,2
456,2015,633,Cobb County,3064,Milford Elementary School,"2390 Austell Rd Sw,Marietta,Ga,30008",33.895074,-84.576613,E,59.8,Yes,No,3
457,2015,633,Cobb County,3067,Russell Elementary School,"3920 S Hurt Rd Sw,Smyrna,Ga,30082",33.858829,-84.568203,E,62.8,Yes,No,3
458,2015,633,Cobb County,3556,Compton Elementary School,"3450 New Macland Rd,Powder Springs,Ga,30127",33.870261,-84.67587,E,63.4,Yes,No,2
459,2015,633,Cobb County,4050,Awtrey Middle School,"3601 Nowlin Rd Nw,Kennesaw,Ga,30144",34.042432,-84.647476,M,76.0,No,No,1
460,2015,633,Cobb County,4056,Daniell Middle School,"2900 Scott Rd,Marietta,Ga,30066",34.022039,-84.531521,M,79.0,No,No,1
461,2015,633,Cobb County,4066,Pebblebrook High School,"991 Old Alabama Rd Sw,Mableton,Ga,30126",33.806882,-84.581855,H,64.1,Yes,No,2
462,2015,633,Cobb County,4068,Teasley Elementary School,"3640 Spring Hill Rd Se,Smyrna,Ga,30080",33.865235,-84.486055,E,77.7,No,No,1
463,2015,633,Cobb County,4560,Hollydale Elementary School,"2901 Bay Berry Dr Sw,Marietta,Ga,30008",33.882759,-84.612082,E,69.7,Yes,No,3
464,2015,633,Cobb County,5050,Bells Ferry Elementary School,"2600 Bells Ferry Rd,Marietta,Ga,30066",34.015847,-84.548365,E,82.3,No,No,1
465,2015,633,Cobb County,5052,Brumby Elementary School,"1306 Powers Ferry Rd Se,Marietta,Ga,30067",33.919877,-84.468609,E,66.5,Yes,No,3
466,2015,633,Cobb County,5056,Due West Elementary School,"3900 Due West Rd Nw,Marietta,Ga,30064",33.969925,-84.666992,E,84.2,No,No,1
467,2015,633,Cobb County,5058,Floyd Middle School,"4803 Floyd Rd Sw,Mableton,Ga,30126",33.838152,-84.574951,M,67.4,Yes,No,3
468,2015,633,Cobb County,5067,Sedalia Park Elementary School,"2230 Lower Roswell Rd,Marietta,Ga,30068",33.947285,-84.487328,E,74.3,Yes,Yes,3
469,2015,633,Cobb County,5068,Eastvalley Elementary School,"2570 Lower Roswell Rd,Marietta,Ga,30068",33.94296,-84.477228,E,86.7,No,No,1
470,2015,634,Coffee County,100,Indian Creek Elementary,"2033 Ga Highway 158 W,Douglas,Ga,31535",31.497065,-82.833189,E,83.2,Yes,No,3
471,2015,634,Coffee County,108,Coffee Middle School,"901 Connector 206 N,Douglas,Ga,31533",31.54075,-82.833438,M,71.4,Yes,No,3
472,2015,634,Coffee County,114,Coffee County Career Academy,"1303 Peterson Ave S,Douglas,Ga,31533",31.490068,-82.852431,H,52.4,Yes,No,3
473,2015,634,Coffee County,182,Satilla Elementary School,"5325 Old Axson Rd,Douglas,Ga,31535",31.449298,-82.796153,E,73.4,Yes,No,3
474,2015,634,Coffee County,191,Broxton-Mary Hayes Elementary,"102 Little Ave W,Broxton,Ga,31519",31.622523,-82.882237,E,88.9,Yes,No,3
475,2015,634,Coffee County,195,Coffee County High School,"159 Trojan Way,Douglas,Ga,31533",31.554398,-82.857869,H,67.7,Yes,No,3
476,2015,634,Coffee County,282,Eastside Elementary School,"603 Mcdonald Ave N,Douglas,Ga,31533",31.514796,-82.840077,E,90.7,Yes,No,2
477,2015,634,Coffee County,291,Nicholls Elementary School,"P.O. Box 368,Nicholls,Ga,31554",31.517422,-82.63486,E,82.7,Yes,No,3
478,2015,634,Coffee County,308,George Washington Carver Freshman Campus,"1020 Gaskin Ave S,Douglas,Ga,31533",31.496309,-82.845245,H,76.0,Yes,No,3
479,2015,634,Coffee County,3052,West Green Elementary School,"106 School Circle Rd,West Green,Ga,31567",31.611799,-82.736651,E,83.0,Yes,No,3
480,2015,634,Coffee County,5050,Westside Elementary School,"311 Westside Dr,Douglas,Ga,31533",31.512454,-82.863558,E,85.0,Yes,No,3
481,2015,635,Colquitt County,111,Willie J. Williams Middle School,"950 4Th St Sw,Moultrie,Ga,31768",31.170718,-83.793596,M,66.9,Yes,No,3
482,2015,635,Colquitt County,112,Colquitt County Achievement Center,"1800 Park Ave Se,Moultrie,Ga,31768",31.17166,-83.762042,H,41.9,Yes,No,3
483,2015,635,Colquitt County,178,Doerun Elementary School,"P.O. Box 188,Doerun,Ga,31744",31.319627,-83.917122,E,59.7,Yes,No,3
484,2015,635,Colquitt County,187,Odom Elementary School,"2902 Sardis Church Rd,Moultrie,Ga,31788",31.116815,-83.664735,E,67.5,Yes,No,3
485,2015,635,Colquitt County,278,Norman Park Elementary School,"249 Weeks Ave,Norman Park,Ga,31771",31.276673,-83.689883,E,69.8,Yes,No,3
486,2015,635,Colquitt County,1554,Colquitt County High School,"1800 Park Ave Se,Moultrie,Ga,31768",31.17166,-83.762042,H,85.7,Yes,No,3
487,2015,635,Colquitt County,2052,Funston Elementary School,"P.O. Box 40,Funston,Ga,31753",31.200458,-83.872317,E,58.6,Yes,No,3
488,2015,635,Colquitt County,2056,Wright Elementary School,"1812 2Nd St Se,Moultrie,Ga,31768",31.155148,-83.787451,E,84.1,Yes,No,3
489,2015,635,Colquitt County,3050,Stringfellow Elementary School,"200 5Th Ave Sw,Moultrie,Ga,31768",31.174913,-83.790085,E,64.3,Yes,No,2
490,2015,635,Colquitt County,3054,Okapilco Elementary School,"3300 Ga Highway 33 N,Moultrie,Ga,31768",31.246571,-83.805435,E,80.6,Yes,No,3
491,2015,635,Colquitt County,4050,Cox Elementary School,"1275 11Th Ave Se,Moultrie,Ga,31768",31.168522,-83.773919,E,55.5,Yes,No,2
492,2015,635,Colquitt County,4052,Hamilton Elementary School,"5110 Ga Highway 111,Hartsfield,Ga,31756",31.126202,-83.95181,E,66.4,Yes,No,3
493,2015,635,Colquitt County,5054,Sunset Elementary School,"698 Us Highway 319 S,Moultrie,Ga,31768",31.211912,-83.775341,E,70.8,Yes,No,3
494,2015,636,Columbia County,101,Greenbrier Middle School,"5120 Riverwood Pkwy,Evans,Ga,30809",33.588306,-82.187365,M,82.8,No,No,1
495,2015,636,Columbia County,102,Lewiston Elementary School,"5426 Hereford Farm Rd,Evans,Ga,30809",33.515345,-82.200124,E,81.3,No,No,1
496,2015,636,Columbia County,103,Grovetown Middle School,"5463 Harlem Grovetown Rd,Grovetown,Ga,30813",33.453329,-82.220231,M,79.1,Yes,No,3
497,2015,636,Columbia County,106,River Ridge Elementary,"4109 Mullikin Rd,Evans,Ga,30809",33.573808,-82.107845,E,96.0,No,No,1
498,2015,636,Columbia County,107,Evans Middle School,"4785 Hereford Farm Rd,Evans,Ga,30809",33.532358,-82.159831,M,79.4,No,No,1
499,2015,636,Columbia County,108,Stallings Island Middle School,"3830 Blackstone Camp Rd,Martinez,Ga,30907",33.560404,-82.080543,M,89.3,No,No,1
500,2015,636,Columbia County,112,Grovetown High School,"2010 Warrior Way,Grovetown,Ga,30813",33.499347,-82.236529,H,88.4,No,No,1
501,2015,636,Columbia County,173,Westmont Elementary School,"4558 Oakley Pirkle Rd,Martinez,Ga,30907",33.49589,-82.14714,E,87.7,Yes,No,3
502,2015,636,Columbia County,183,Harlem High School,"1070 Appling Harlem Rd,Harlem,Ga,30814",33.457648,-82.313166,H,83.0,No,No,1
503,2015,636,Columbia County,186,Evans Elementary School,"618 Gibbs Rd,Evans,Ga,30809",33.540642,-82.155846,E,86.8,No,No,1
504,2015,636,Columbia County,188,Blue Ridge Elementary School,"550 Blue Ridge Dr,Evans,Ga,30809",33.538259,-82.104702,E,85.9,No,No,1
505,2015,636,Columbia County,189,Lakeside High School,"533 Blue Ridge Dr,Evans,Ga,30809",33.537093,-82.101064,H,84.1,No,No,1
506,2015,636,Columbia County,190,Brookwood Elementary School,"455 S Old Belair Rd,Grovetown,Ga,30813",33.483819,-82.154726,E,85.7,Yes,No,3
507,2015,636,Columbia County,192,Stevens Creek Elementary School,"3780 Evans To Locks Rd,Martinez,Ga,30907",33.550663,-82.080608,E,90.8,No,No,1
508,2015,636,Columbia County,193,Riverside Middle School,"1095 Furys Ferry Rd,Evans,Ga,30809",33.572992,-82.116309,M,84.8,No,No,1
509,2015,636,Columbia County,194,Riverside Elementary School,"4431 Hardy Mcmanus Rd,Evans,Ga,30809",33.579148,-82.130149,E,90.4,No,No,1
510,2015,636,Columbia County,197,Greenbrier High School,"5114 Riverwood Pkwy,Evans,Ga,30809",33.588837,-82.192276,H,84.1,No,No,1
511,2015,636,Columbia County,208,Cedar Ridge Elementary School,"1000 Trudeau Trail,Grovetown,Ga,30813",33.4561,-82.218959,E,82.0,Yes,No,3
512,2015,636,Columbia County,283,Harlem Middle School,"P.O. Box 730,Harlem,Ga,30814",33.414583,-82.312624,M,79.8,Yes,No,3
513,2015,636,Columbia County,290,Lakeside Middle School,"527 Blue Ridge Dr,Evans,Ga,30809",33.53592,-82.101507,M,72.6,Yes,No,3
514,2015,636,Columbia County,297,Greenbrier Elementary School,"5116 Riverwood Pkwy,Evans,Ga,30809",33.591517,-82.179769,E,83.4,No,No,1
515,2015,636,Columbia County,397,Euchee Creek Elementary School,"795 Louisville Rd,Grovetown,Ga,30813",33.476503,-82.267784,E,68.8,Yes,No,3
516,2015,636,Columbia County,2050,Columbia Middle School,"2013 Raider Way,Grovetown,Ga,30813",33.495693,-82.231231,M,79.9,No,No,1
517,2015,636,Columbia County,2052,Martinez Elementary School,"325 N Belair Rd,Evans,Ga,30809",33.52285,-82.13868,E,86.4,Yes,No,3
518,2015,636,Columbia County,3052,North Columbia Elementary School,"2874 Ray Owens Rd,Appling,Ga,30802",33.5872,-82.318965,E,87.7,No,No,1
519,2015,636,Columbia County,4050,Evans High School,"4550 Cox Rd,Evans,Ga,30809",33.524549,-82.147164,H,79.0,No,No,1
520,2015,636,Columbia County,4052,North Harlem Elementary School,"P.O. Box 670,Harlem,Ga,30814",33.414583,-82.312624,E,60.0,Yes,No,3
521,2015,636,Columbia County,5050,Grovetown Elementary School,"P.O. Box 640,Grovetown,Ga,30813",33.450416,-82.198176,E,72.6,Yes,No,3
522,2015,636,Columbia County,5052,South Columbia Elementary School,"325 Mccormick Rd,Martinez,Ga,30907",33.523625,-82.105939,E,79.4,Yes,No,3
523,2015,637,Cook County,101,Cook County Middle School,"1601 N Elm St,Sparks,Ga,31647",31.154698,-83.437678,M,80.0,Yes,No,3
524,2015,637,Cook County,104,Cook Elementary School,"1512 N Elm St,Sparks,Ga,31647",31.155222,-83.435839,E,72.5,Yes,No,3
525,2015,637,Cook County,111,Cook High School,"9900 Ga Highway 37,Adel,Ga,31620",31.133149,-83.38374,H,77.4,No,No,1
526,2015,638,Coweta County,101,Arbor Springs Elementary,"4840 Highway 29 N,Newnan,Ga,30265",33.486391,-84.679331,E,84.2,No,No,1
527,2015,638,Coweta County,103,Willis Road Elementary,"430 Willis Rd,Sharpsburg,Ga,30277",33.361833,-84.648788,E,80.8,No,No,1
528,2015,638,Coweta County,106,Lee Middle School,"370 Willis Rd,Sharpsburg,Ga,30277",33.362117,-84.651177,M,76.4,No,No,1
529,2015,638,Coweta County,115,Brooks Elementary,"35 Genesee Point,Newnan,Ga,30265",33.380672,-84.799657,E,83.0,No,No,1
530,2015,638,Coweta County,189,White Oak Elementary School,"770 Lora Smith Rd,Newnan,Ga,30265",33.395138,-84.70189,E,75.5,Yes,No,3
531,2015,638,Coweta County,191,Canongate Elementary School,"200 Pete Rd,Sharpsburg,Ga,30277",33.463886,-84.648848,E,88.9,No,No,1
532,2015,638,Coweta County,192,Newnan Crossing Elementary School,"1267 Lower Fayetteville Rd,Newnan,Ga,30265",33.376769,-84.74928,E,76.5,Yes,No,3
533,2015,638,Coweta County,195,Jefferson Parkway Elementary School,"154 Millard Farmer Ind Blvd,Newnan,Ga,30263",33.400538,-84.772283,E,64.1,Yes,No,3
534,2015,638,Coweta County,196,Northgate High School,"3220 Fischer Rd,Newnan,Ga,30265",33.468206,-84.666045,H,85.6,No,No,1
535,2015,638,Coweta County,199,Poplar Road Elementary School,"2925 Poplar Rd,Sharpsburg,Ga,30277",33.342644,-84.688196,E,75.5,Yes,No,3
536,2015,638,Coweta County,201,Welch Elementary School,"240 Mary Freeman Rd,Newnan,Ga,30265",33.362099,-84.713843,E,67.2,Yes,No,3
537,2015,638,Coweta County,203,Glanton Elementary,"5725 Highway 29,Grantville,Ga,30220",33.233471,-84.826229,E,64.5,Yes,No,3
538,2015,638,Coweta County,289,East Coweta Middle School,"6291 Highway 16,Senoia,Ga,30276",33.304147,-84.598059,M,84.4,Yes,No,3
539,2015,638,Coweta County,295,Thomas Crossroads Elementary School,"3530 Highway 34 E,Sharpsburg,Ga,30277",33.408561,-84.668219,E,80.0,No,No,1
540,2015,638,Coweta County,299,Madras Middle School,"240 Edgeworth Rd,Newnan,Ga,30263",33.43907,-84.758878,M,84.7,No,No,1
541,2015,638,Coweta County,301,Smokey Road Middle School,"965 Smokey Rd,Newnan,Ga,30263",33.361922,-84.845591,M,66.0,Yes,No,3
542,2015,638,Coweta County,389,East Coweta High School,"400 Sharpsburg-Mccollum Rd.,Sharpsburg,Ga,30277",33.350807,-84.657336,H,79.5,No,No,1
543,2015,638,Coweta County,395,Arnall Middle School,"700 Lora Smith Rd,Newnan,Ga,30265",33.392673,-84.70223,M,78.3,Yes,No,3
544,2015,638,Coweta County,1050,Arnco-Sargent Elementary School,"2449 Highway 16 W,Newnan,Ga,30263",33.43806,-84.873312,E,69.2,Yes,No,3
545,2015,638,Coweta County,1054,Ruth Hill Elementary School,"57 Sunset Ln,Newnan,Ga,30263",33.372964,-84.816572,E,57.3,Yes,No,3
546,2015,638,Coweta County,1056,Evans Middle School,"1 Evans Dr,Newnan,Ga,30263",33.389132,-84.813616,M,68.2,Yes,No,3
547,2015,638,Coweta County,2050,Atkinson Elementary School,"14 Nimmons St,Newnan,Ga,30263",33.366483,-84.799777,E,76.4,Yes,No,3
548,2015,638,Coweta County,2052,Eastside Elementary School,"1225 Eastside School Rd,Senoia,Ga,30276",33.264094,-84.579517,E,59.8,Yes,No,3
549,2015,638,Coweta County,2056,Northside Elementary School,"720 Country Club Rd,Newnan,Ga,30263",33.423642,-84.796438,E,70.6,Yes,No,3
550,2015,638,Coweta County,3052,Elm Street Elementary School,"46 Elm St,Newnan,Ga,30263",33.383984,-84.806877,E,82.3,Yes,No,3
