,year,sysID,sysName,schoolID,schoolName,grd,ccrpi,street,city,county,state,zip,locClass,titleI,chrtr,totStudnts,crprlPun,dtntn,iss,oss,suspRt,altSchl,physRest,busSusp,explsn,other_discipline_action,pctDisc,bullyRt,bully,disCond,gngRelRt,gngRel,hom,sexOffnsRt,sexRelated,drugAlcRt,drugAlc,weapons,thftRbry,violRt,violence,pctBehavrs,stdTchRatio,expPerStudent,salBenSum,freeLnch,reducedLnch,pctMobile,pctAbs5orLess,pctAbsSix-Fiftn,pctOverFiftn,pctSnapTanfHmls,pctAsian,pctNative,pctBlck,pctHisp,pctMulti,pctWhite,pctMigrant,pctSPED,pctESOL,pctAltProg,pctGiftd,2012ccrpi,2013ccrpi,2014ccrpi
1276,2015,662,Glascock County,196,Glascock County Consolidated School,E,72.2,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,79.1,75.2
1277,2015,662,Glascock County,196,Glascock County Consolidated School,E,72.2,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.2,78
1278,2015,662,Glascock County,196,Glascock County Consolidated School,E,72.2,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.2,76.6
1279,2015,662,Glascock County,196,Glascock County Consolidated School,E,72.2,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.2,75.2
1280,2015,662,Glascock County,196,Glascock County Consolidated School,E,72.2,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.7,78
1281,2015,662,Glascock County,196,Glascock County Consolidated School,E,72.2,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.7,76.6
1282,2015,662,Glascock County,196,Glascock County Consolidated School,E,72.2,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.7,75.2
1283,2015,662,Glascock County,196,Glascock County Consolidated School,E,72.2,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,79.1,78
1284,2015,662,Glascock County,196,Glascock County Consolidated School,E,72.2,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,79.1,76.6
1285,2015,662,Glascock County,196,Glascock County Consolidated School,E,72.2,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,79.1,75.2
1286,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.2,78
1287,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.2,76.6
1288,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.2,75.2
1289,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.7,78
1290,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.7,76.6
1291,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.7,75.2
1292,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,79.1,78
1293,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,79.1,76.6
1294,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,79.1,75.2
1295,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.2,78
1296,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.2,76.6
1297,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.2,75.2
1298,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.7,78
1299,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.7,76.6
1300,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.7,75.2
1301,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,79.1,78
1302,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,79.1,76.6
1303,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,79.1,75.2
1304,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.2,78
1305,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.2,76.6
1306,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.2,75.2
1307,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.7,78
1308,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.7,76.6
1309,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.7,75.2
1310,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,79.1,78
1311,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,79.1,76.6
1312,2015,662,Glascock County,196,Glascock County Consolidated School,H,75.1,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,79.1,75.2
1313,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.2,78
1314,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.2,76.6
1315,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.2,75.2
1316,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.7,78
1317,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.7,76.6
1318,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,75.7,75.2
1319,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,79.1,78
1320,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,79.1,76.6
1321,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,77.2,79.1,75.2
1322,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.2,78
1323,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.2,76.6
1324,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.2,75.2
1325,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.7,78
1326,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.7,76.6
1327,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,75.7,75.2
1328,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,79.1,78
1329,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,79.1,76.6
1330,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,73,79.1,75.2
1331,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.2,78
1332,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.2,76.6
1333,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.2,75.2
1334,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.7,78
1335,2015,662,Glascock County,196,Glascock County Consolidated School,M,77.5,1230 Panther Way,Gibson,Glascock County,GA,30810,43,Yes,No,602,17,193,176,56,0.38538206,1,0,4,0,96,0.742524917,0.014950166,9,194,0,0,0,0.006644518,4,0.021594684,13,5,2,0.03820598,23,0.415282392,16,5036.26,2741635.59,293,69,0.081967212,37.9,48.5,13.6,30,0,0,7,0,1,91,0,7,0,0.5,6.8,75.9,75.7,76.6
