,year,sysID,sysName,schoolID,schoolName,grd,ccrpi,street,city,county,state,zip,locClass,titleI,chrtr,totStudnts,crprlPun,dtntn,iss,oss,suspRt,altSchl,physRest,busSusp,explsn,other_discipline_action,pctDisc,bullyRt,bully,disCond,gngRelRt,gngRel,hom,sexOffnsRt,sexRelated,drugAlcRt,drugAlc,weapons,thftRbry,violRt,violence,pctBehavrs,stdTchRatio,expPerStudent,salBenSum,freeLnch,reducedLnch,pctMobile,pctAbs5orLess,pctAbsSix-Fiftn,pctOverFiftn,pctSnapTanfHmls,pctAsian,pctNative,pctBlck,pctHisp,pctMulti,pctWhite,pctMigrant,pctSPED,pctESOL,pctAltProg,pctGiftd,2012ccrpi,2013ccrpi,2014ccrpi
956,2015,647,Dougherty County,103,Robert A. Cross Middle Magnet,M,91.5,324 Lockett Station Rd,Albany,Dougherty County,GA,31721,23,No,No,479,0,0,6,3,0.018789144,0,0,0,0,2,0.018789144,0,0,1,0,0,0,0,0,0,0,0,0,0.002087683,1,0.004175365,17.4,4476.42,72982145.96,509,0,0.07789474,71.4,28.2,0.4,37,1,4,80,1,2,12,0,0.8,0,0.4,,87.2,89,98.6
957,2015,647,Dougherty County,105,Jackson Heights Elementary School,E,55.4,1305 E 2Nd Ave,Albany,Dougherty County,GA,31705,13,Yes,No,791,0,0,1,6,0.008849558,0,0,0,0,4,0.008849558,0,0,4,0,0,0,0,0,0.002528445,2,0,0,0.01011378,8,0.017699115,17.6,4811.68,72982145.96,660,0,0.29567644,60.2,31.9,8,74,0,0,99,0,1,0,0,9.9,0,1.3,,41.6,60.3,63.5
958,2015,647,Dougherty County,106,Radium Springs Middle School,M,53.8,2600 Radium Springs Rd,Albany,Dougherty County,GA,31705,23,Yes,No,797,0,0,130,364,0.619824341,0,0,1,1,26,0.622333752,0.008782936,7,173,0.011292346,9,0,0.016311167,13,0.008782936,7,1,13,0.107904642,86,0.38770389,16.7,3751.02,72982145.96,732,0,0.25179857,64.7,25.5,9.8,70,0,1,88,3,1,7,0,9.6,2,4.6,,56.2,57.2,62
959,2015,647,Dougherty County,205,Lincoln Elementary Magnet School,E,83.8,518 W Society Ave,Albany,Dougherty County,GA,31701,13,No,No,860,0,0,0,5,0.005813953,0,0,11,0,0,0.018604651,0,0,14,0,0,0,0.001162791,1,0,0,0,0,0,0,0.01744186,19.6,4733.08,72982145.96,878,0,0.061445784,81.3,17.6,1.2,44,0,1,91,1,0,6,0,2.3,1,0,,83.2,78.5,90
960,2015,647,Dougherty County,299,Alice Coachman Elementary School,E,52.6,1425 W Oakridge Dr,Albany,Dougherty County,GA,31707,13,Yes,No,653,0,2,0,26,0.039816233,0,0,0,0,43,0.04287902,0,0,39,0,0,0,0.001531394,1,0.001531394,1,0,0,0.036753446,24,0.099540582,17.6,5304.88,72982145.96,534,0,0.353153139,57.7,34.3,8,72,0,0,91,1,0,8,0,8.6,0,1.1,0.4,51.6,57.4,57
961,2015,647,Dougherty County,1050,Albany High School,H,75.9,801 W Residence Ave,Albany,Dougherty County,GA,31701,13,Yes,No,922,0,0,250,223,0.513015184,5,0,2,1,38,0.521691974,0.001084599,1,147,0,0,0,0.010845987,10,0.007592191,7,0,1,0.032537961,30,0.212581345,17.5,4744.54,72982145.96,909,0,0.19491525,52,29.6,18.4,51,0,2,88,1,1,7,0,9,1.1,10.8,3.4,54.1,64.4,65.3
962,2015,647,Dougherty County,1058,Monroe High School,H,60.9,900 Lippitt Dr,Albany,Dougherty County,GA,31701,13,Yes,No,1171,0,2,112,395,0.432963279,0,0,2,6,15,0.441502989,0.003415884,4,182,0.000853971,1,0,0.010247652,12,0.006831768,8,1,11,0.053800171,63,0.240819812,17.3,4467.55,72982145.96,1110,0,0.194057569,58.2,23.8,17.9,63,0,0,97,0,0,2,0,7.4,0,13.4,0.3,50.8,53.7,57.5
963,2015,647,Dougherty County,2052,Dougherty Comprehensive High School,H,64.3,1800 Pearce Ave,Albany,Dougherty County,GA,31705,13,Yes,No,1021,0,0,198,427,0.612144956,0,0,1,1,13,0.61410382,0.001958864,2,301,0.002938296,3,0,0.006856024,7,0.011753183,12,5,3,0.043095005,44,0.369245837,17.3,4016.81,72982145.96,951,0,0.257014602,43.6,33.6,22.8,62,0,0,93,1,1,4,0,7.5,0,16.6,0.3,48.4,52.7,54.5
964,2015,647,Dougherty County,2058,Morningside Elementary School,E,49.3,120 Sunset Ln,Albany,Dougherty County,GA,31705,13,Yes,No,458,0,0,1,39,0.087336245,0,0,20,0,7,0.131004367,0,0,30,0,0,0,0.019650655,9,0,0,1,1,0.024017467,11,0.113537118,16,6505.57,72982145.96,434,0,0.402666658,59,33.8,7.2,78,0,0,95,3,0,2,0,11.2,2.9,0.9,0.6,43.5,52.6,54.8
965,2015,647,Dougherty County,3058,Northside Elementary School,E,53.3,901 14Th Ave,Albany,Dougherty County,GA,31701,13,Yes,No,536,0,0,2,131,0.248134328,0,0,1,0,19,0.25,0.009328358,5,78,0,0,0,0.009328358,5,0,0,0,1,0.080223881,43,0.246268657,15.9,5519.39,72982145.96,444,0,0.450331122,53,35.8,11.2,71,0,0,83,2,4,11,0,15.5,0,0.2,0.2,45.7,56.5,56.1
966,2015,647,Dougherty County,3062,Turner Elementary School,E,57.1,2001 Leonard Ave,Albany,Dougherty County,GA,31705,13,Yes,No,627,0,0,0,56,0.089314195,0,0,1,0,11,0.090909091,0.011164274,7,44,0,0,0,0.003189793,2,0,0,1,0,0.011164274,7,0.097288676,15.7,5031.06,72982145.96,522,0,0.342007428,60.8,30.9,8.3,75,0,1,82,5,3,8,0,11.9,4.3,0.4,0.6,44.9,62.9,54.2
967,2015,647,Dougherty County,4054,Lake Park Elementary School,E,88.1,605 Meadowlark Dr,Albany,Dougherty County,GA,31707,13,No,No,606,0,0,2,23,0.041254125,0,0,2,0,9,0.044554455,0.001650165,1,9,0,0,0,0.001650165,1,0,0,0,0,0.02970297,18,0.047854785,19.4,4247.25,72982145.96,561,0,0.14513275,70.5,28.5,1,22,2,1,40,3,3,50,0,6.7,2.9,0.4,27.8,82.4,85.4,93.2
968,2015,647,Dougherty County,4056,Merry Acres Middle School,M,75.4,1601 Florence Dr,Albany,Dougherty County,GA,31707,13,Yes,No,971,0,11,340,376,0.73738414,0,0,78,0,38,0.829042225,0.011328527,11,328,0,0,0,0.009268795,9,0.001029866,1,2,8,0.150360453,146,0.520082389,17.4,4771.03,72982145.96,895,0,0.165720776,66.3,27,6.7,53,0,0,88,1,2,9,0,9.5,0,4.3,17.3,76.4,72.5,78.7
969,2015,647,Dougherty County,4060,Sherwood Acres Elementary School,E,66.3,2201 Doncaster Dr,Albany,Dougherty County,GA,31707,13,Yes,No,817,0,0,1,4,0.006119951,0,0,0,0,3,0.006119951,0,0,3,0,0,0,0.00122399,1,0,0,0,0,0.003671971,3,0.008567931,17.9,4725.3,72982145.96,804,0,0.191489369,76.6,20.2,3.2,51,2,1,83,2,1,10,0,9.3,3.5,0.7,6.2,75.6,77.4,61.2
970,2015,647,Dougherty County,4062,Westover High School,H,63.2,2600 Partridge Dr,Albany,Dougherty County,GA,31707,13,No,No,1284,0,4,143,132,0.214174455,0,0,4,0,9,0.220404984,0,0,59,0,0,0,0.00623053,8,0.005451713,7,3,1,0.02258567,29,0.083333333,17,3993.02,72982145.96,1178,0,0.117258467,61.4,26.8,11.8,37,1,0,86,1,1,11,0,5.8,0,7.2,10.1,65.4,69.4,57.8
971,2015,647,Dougherty County,5056,International Studies Elementary Charter School,E,78.2,2237 Cutts Dr,Albany,Dougherty County,GA,31705,13,Yes,Yes,444,0,0,0,4,0.009009009,0,0,0,0,0,0.009009009,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.006756757,14.4,5691.93,72982145.96,430,0,0.027713627,69.6,27.3,3.2,52,0,1,70,19,3,7,0,4.4,13.2,0,5.1,73.6,75,81.8
972,2015,647,Dougherty County,5058,Radium Springs Elementary School,E,67.5,2400 Roxanna Rd,Albany,Dougherty County,GA,31705,23,Yes,No,735,0,0,0,27,0.036734694,0,0,0,0,3,0.036734694,0,0,13,0,0,0,0,0,0.001360544,1,0,0,0.005442177,4,0.024489796,15.9,4712.66,72982145.96,618,0,0.379705399,55.6,34.8,9.5,63,0,0,83,5,0,11,0,12.3,2.6,0.5,3.6,64.6,68.4,65.9
973,2015,647,Dougherty County,5060,Southside Middle School,M,52.1,1615 Newton Rd,Albany,Dougherty County,GA,31701,13,Yes,No,656,0,0,123,544,1.016768293,0,0,4,0,51,1.022865854,0.006097561,4,417,0.00152439,1,0,0.018292683,12,0.00152439,1,1,6,0.118902439,78,0.792682927,15.5,4699.59,72982145.96,600,0,0.247771829,52,33.5,14.5,78,0,0,98,0,0,2,0,11.4,0,7.9,,57.9,56,52.6
974,2015,647,Dougherty County,5062,West Town Elementary School,E,67.8,1113 University St,Albany,Dougherty County,GA,31707,13,Yes,No,460,0,0,14,53,0.145652174,0,0,0,0,44,0.145652174,0,0,63,0,0,0,0.002173913,1,0,0,0,1,0.069565217,32,0.210869565,17.5,5894.18,72982145.96,436,0,0.199519232,73.5,23.3,3.3,69,0,0,98,0,0,1,0,9.7,0,2.5,0.2,48.8,71,57.6
975,2015,648,Douglas County,100,Chapel Hill High School,H,81.9,4899 Chapel Hill Rd,Douglasville,Douglas County,GA,30135,41,No,No,1348,0,3,661,102,0.566023739,12,4,9,1,30,0.587537092,0.004451039,6,56,0.003709199,5,0,0.009643917,13,0.006676558,9,1,9,0.022997033,31,0.096439169,17.1,4770.32,124414591.5,425,86,0.135674387,55.2,35.9,8.9,18,1,0,52,8,4,35,0,10.1,0.4,4.1,12.1,67.3,75.9,71.1
976,2015,648,Douglas County,103,Yeager Middle School,M,60.5,4000 Kings Hwy,Douglasville,Douglas County,GA,30135,21,No,No,619,0,8,311,109,0.678513732,12,2,63,0,20,0.815831987,0.019386107,12,23,0,0,0,0.038772213,24,0,0,1,4,0.067851373,42,0.171243942,15.8,5542.79,124414591.5,316,67,0.205607474,46.4,42.8,10.8,35,2,0,42,15,6,35,0,16.6,1.7,1.7,19.6,69.6,70.3,67.5
977,2015,648,Douglas County,104,North Douglas Elementary School,E,65.6,1630 Dorris Rd,Douglasville,Douglas County,GA,30134,41,Yes,No,776,0,0,0,9,0.011597938,1,69,12,0,86,0.117268041,0.023195876,18,61,0,0,0,0,0,0,0,0,0,0.006443299,5,0.108247423,14.1,5222.44,124414591.5,487,53,0.287390023,55.3,38.5,6.2,47,0,0,73,17,2,7,1,13.6,10.9,0,3.2,58.8,73.8,62.1
978,2015,648,Douglas County,107,Bill Arp Elementary School,E,74,6550 Alexander Pkwy,Douglasville,Douglas County,GA,30135,21,No,No,711,0,0,0,12,0.016877637,1,45,27,0,0,0.11954993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,5504.02,124414591.5,334,60,0.199044585,54.1,41.2,4.6,27,3,0,28,15,7,47,0,13.2,7.5,0,12.6,70,72.8,72
979,2015,648,Douglas County,108,Factory Shoals Middle School,M,67.7,3301 Shoals School Rd,Douglasville,Douglas County,GA,30135,41,No,No,961,0,0,706,192,0.934443288,11,13,99,0,33,1.062434964,0.004162331,4,117,0,0,0,0.018730489,18,0.001040583,1,1,14,0.072840791,70,0.234131113,18.6,4740.32,124414591.5,482,112,0.187573269,57.2,33.8,8.9,32,1,0,75,9,4,11,0,12.9,1.5,0.5,13.5,72,67.4,69.3
980,2015,648,Douglas County,112,Mason Creek Elementary School,E,83.9,3400 Johnston Rd,Winston,Douglas County,GA,30187,41,No,No,567,0,0,0,7,0.012345679,1,57,12,0,14,0.135802469,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.012345679,14.7,6141.11,124414591.5,238,32,0.165369645,58.2,36.2,5.6,23,1,0,31,9,6,53,0,10.5,3.4,0,13,81.1,86.6,87.2
981,2015,648,Douglas County,113,Mason Creek Middle School,M,75.2,7777 Mason Creek Road,Winston,Douglas County,GA,30187,41,No,No,947,0,0,344,47,0.412882788,4,2,115,0,21,0.540654699,0.006335797,6,8,0,0,0,0.02217529,21,0.007391763,7,0,3,0.028511088,27,0.076029567,17.6,4665.41,124414591.5,359,75,0.114186853,55.3,35.9,8.8,23,1,0,36,13,4,45,0,11.6,1.3,0.1,28.5,73.2,80,75.7
982,2015,648,Douglas County,175,Lithia Springs Comprehensive High School,H,75,2520 E County Line Rd,Lithia Springs,Douglas County,GA,30122,21,No,No,1672,0,15,1634,1051,1.605861244,7,0,7,0,21,1.623205742,0.002392344,4,55,0.008971292,15,0,0.002392344,4,0.022727273,38,2,10,0.029904306,50,0.10645933,16.8,4871.22,124414591.5,942,117,0.224475995,34,38.7,27.3,33,1,0,54,20,4,21,0,11.8,2.5,4.2,8.3,57.3,65.3,70.9
983,2015,648,Douglas County,178,Arbor Station Elementary School,E,86.6,9999 Parkway S,Douglasville,Douglas County,GA,30135,21,No,No,707,0,0,0,28,0.03960396,2,7,5,0,0,0.059405941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,4746.53,124414591.5,325,36,0.214642256,68,29.7,2.3,28,2,0,49,10,7,32,0,10.8,6.5,0,7.2,76,91.3,74.5
984,2015,648,Douglas County,180,Fairplay Middle School,M,74.4,8311 Highway 166,Douglasville,Douglas County,GA,30135,41,No,No,568,0,1,186,4,0.334507042,1,0,8,0,2,0.352112676,0.00528169,3,4,0,0,0,0.01584507,9,0,0,0,2,0.021126761,12,0.052816901,16,5244.22,124414591.5,118,26,0.111320756,53,42.3,4.8,13,0,0,13,5,5,76,0,6.4,0.2,0.4,31.5,82.9,85.3,81.5
985,2015,648,Douglas County,184,Dorsett Shoals Elementary School,E,81.9,5866 Dorsett Shoals Rd,Douglasville,Douglas County,GA,30135,21,No,No,477,0,0,0,18,0.037735849,1,13,20,0,1,0.109014675,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.004192872,13.9,7263.8,124414591.5,244,35,0.195754722,50.3,41.3,8.4,31,0,0,32,13,5,49,0,13.9,4.2,0,13,60.2,88.1,83.1
986,2015,648,Douglas County,187,Alexander High School,H,72.4,6500 Alexander Pkwy,Douglasville,Douglas County,GA,30135,21,No,No,1844,0,41,334,63,0.215292842,10,0,41,1,19,0.265726681,0.000542299,1,5,0.000542299,1,0,0.002711497,5,0.018980477,35,0,9,0.005422993,10,0.035791757,16.9,4928.23,124414591.5,526,99,0.108985506,49.2,38.3,12.5,18,1,0,24,8,4,63,0,10.2,0.2,2.7,18.2,74.3,74.4,77.3
987,2015,648,Douglas County,188,Chestnut Log Middle School,M,66.6,2544 Pope Rd,Douglasville,Douglas County,GA,30135,21,Yes,No,832,0,20,509,259,0.923076923,5,18,22,0,16,1.001201923,0.004807692,4,55,0.002403846,2,0,0.03125,26,0.006009615,5,0,13,0.116586538,97,0.242788462,16.3,5196.57,124414591.5,565,62,0.234042555,55.5,34.5,10,41,2,0,56,16,5,21,0,16.2,3.5,1.4,11.8,65.4,67.6,63.2
988,2015,648,Douglas County,193,South Douglas Elementary School,E,86.9,8299 Highway 166,Douglasville,Douglas County,GA,30135,41,No,No,641,0,0,2,1,0.004680187,0,11,2,0,5,0.024960998,0.003120125,2,0,0,0,0,0,0,0,0,1,1,0.003120125,2,0.009360374,16.6,5377.37,124414591.5,106,34,0.132653058,52.1,40.7,7.2,9,1,1,7,3,4,83,0,10.5,0.2,0,14,85.5,92.9,92.4
989,2015,648,Douglas County,198,Bright Star Elementary School,E,84.9,6300 John West Rd,Douglasville,Douglas County,GA,30134,21,Yes,No,522,0,0,1,14,0.028735632,0,27,8,0,39,0.095785441,0.001915709,1,42,0,0,0,0,0,0,0,0,0,0.003831418,2,0.086206897,14.5,5945.55,124414591.5,299,40,0.236607149,59,37.5,3.4,32,2,0,56,14,3,23,0,10,13.5,0,9.1,68.1,74.4,79.2
990,2015,648,Douglas County,200,Holly Springs Elementary,E,91.7,4909 W Chapel Hill Rd,Douglasville,Douglas County,GA,30135,41,No,No,559,0,0,0,12,0.021466905,1,7,17,0,6,0.066189624,0,0,3,0,0,0,0,0,0,0,0,0,0.003577818,2,0.008944544,15.9,5410.46,124414591.5,187,32,0.176125243,67.1,30.4,2.5,20,2,0,57,10,4,27,0,9.8,4.8,0,13.6,89.6,91.2,91.3
991,2015,648,Douglas County,203,New Manchester Elementary School,E,78.1,2242 Old Lower River Rd,Douglasville,Douglas County,GA,30135,21,No,No,981,0,0,6,49,0.05606524,1,10,168,0,35,0.23853211,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0.047910296,16.3,4997.14,124414591.5,489,89,0.213714287,63.7,31.2,5.1,27,1,0,76,9,3,10,0,8.4,4.1,0,11.1,61.9,75.2,72.1
992,2015,648,Douglas County,208,Chapel Hill Elementary School,E,88,4433 Coursey Lake Rd,Douglasville,Douglas County,GA,30135,41,No,No,792,0,0,0,26,0.032828283,1,131,24,0,36,0.22979798,0,0,34,0,0,0,0,0,0,0,1,0,0,0,0.044191919,16.1,5838.56,124414591.5,323,60,0.148514852,61.2,34.3,4.4,24,1,0,54,11,6,28,0,13.1,3.2,0,13.1,73.4,83.3,83
993,2015,648,Douglas County,212,New Manchester High School,H,80.1,4925 Highway 92/166,Douglasville,Douglas County,GA,30135,21,No,No,1842,0,0,1518,389,1.035287731,25,4,34,0,357,1.069489685,0.009771987,18,558,0.007057546,13,0,0.009771987,18,0.015200869,28,1,6,0.050488599,93,0.399022801,17.8,4676.74,124414591.5,923,211,0.16607143,45.4,37.4,17.2,29,1,0,76,9,4,10,0,11.3,1.1,4.4,8.1,53.8,67.2,66.3
994,2015,648,Douglas County,298,Sweetwater Elementary School,E,68.7,2505 E County Line Rd,Lithia Springs,Douglas County,GA,30122,21,Yes,No,659,0,0,1,31,0.048558422,0,64,18,0,9,0.172989378,0,0,1,0,0,0,0.003034901,2,0,0,1,0,0.007587253,5,0.013657056,14.9,4969.9,124414591.5,414,47,0.197573662,55.2,37.3,7.4,41,1,0,53,23,5,17,0,9.8,19,0,6,63.2,60.7,72.3
995,2015,648,Douglas County,303,Mirror Lake Elementary School,E,90.7,2613 Tyson Rd,Villa Rica,Douglas County,GA,30180,21,No,No,552,0,0,0,27,0.048913043,1,67,19,0,3,0.206521739,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.005434783,14.6,6583.24,124414591.5,219,51,0.247078463,59.1,38,2.9,19,4,0,39,10,4,43,0,9.1,3.7,0,11.8,93,88.1,86.6
996,2015,648,Douglas County,398,Burnett Elementary School,E,62.4,8277 Connally Dr,Douglasville,Douglas County,GA,30134,21,Yes,No,597,0,0,0,80,0.13400335,7,224,148,0,18,0.768844221,0.001675042,1,18,0,0,0,0.010050251,6,0,0,1,1,0.077051926,46,0.122278057,13.9,5181.42,124414591.5,394,25,0.366315782,51.9,37.4,10.7,55,1,0,78,9,3,9,0,11.4,5.5,0,1.9,58,64.2,59.7
997,2015,648,Douglas County,407,Brighten Academy,M,83.9,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,86.5,81.2,87.1
998,2015,648,Douglas County,407,Brighten Academy,M,83.9,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,86.5,81.2,72.3
999,2015,648,Douglas County,407,Brighten Academy,M,83.9,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,86.5,93.3,87.1
1000,2015,648,Douglas County,407,Brighten Academy,M,83.9,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,86.5,93.3,72.3
1001,2015,648,Douglas County,407,Brighten Academy,M,83.9,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,89.6,81.2,87.1
1002,2015,648,Douglas County,407,Brighten Academy,M,83.9,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,89.6,81.2,72.3
1003,2015,648,Douglas County,407,Brighten Academy,M,83.9,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,89.6,93.3,87.1
1004,2015,648,Douglas County,407,Brighten Academy,M,83.9,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,89.6,93.3,72.3
1005,2015,648,Douglas County,407,Brighten Academy,E,78.3,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,86.5,81.2,87.1
1006,2015,648,Douglas County,407,Brighten Academy,E,78.3,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,86.5,81.2,72.3
1007,2015,648,Douglas County,407,Brighten Academy,E,78.3,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,86.5,93.3,87.1
1008,2015,648,Douglas County,407,Brighten Academy,E,78.3,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,86.5,93.3,72.3
1009,2015,648,Douglas County,407,Brighten Academy,E,78.3,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,89.6,81.2,87.1
1010,2015,648,Douglas County,407,Brighten Academy,E,78.3,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,89.6,81.2,72.3
1011,2015,648,Douglas County,407,Brighten Academy,E,78.3,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,89.6,93.3,87.1
1012,2015,648,Douglas County,407,Brighten Academy,E,78.3,5897 Prestley Mill Rd,Douglasville,Douglas County,GA,30135,21,No,Yes,635,0,0,1,11,0.018897638,1,0,0,0,15,0.020472441,0.003149606,2,15,0,0,0,0,0,0,0,0,0,0.006299213,4,0.033070866,19.8,4992.45,124414591.5,118,30,0.038709678,71.2,25.7,3.1,10,1,0,46,5,3,45,0,7.3,0,0,25.5,89.6,93.3,72.3
1013,2015,648,Douglas County,498,Eastside Elementary School,E,80.2,8266 Connally Dr,Douglasville,Douglas County,GA,30134,21,Yes,No,630,0,0,13,94,0.16984127,0,0,39,0,11,0.231746032,0,0,15,0,0,0,0.007936508,5,0,0,0,3,0.042857143,27,0.079365079,14.4,5276.48,124414591.5,391,31,0.341513306,56.3,35.7,7.9,38,1,0,63,19,4,13,0,8.6,9,0,3.7,73.9,80.4,82.8
1014,2015,648,Douglas County,1054,Winston Elementary School,E,82.3,7465 Highway 78,Winston,Douglas County,GA,30187,41,No,No,478,0,0,1,3,0.008368201,0,0,16,0,7,0.041841004,0,0,0,0,0,0,0,0,0,0,0,0,0.0041841,2,0.0041841,14.3,5856.07,124414591.5,243,25,0.173076928,55.6,39.5,4.8,32,0,0,30,22,3,44,0,9.1,12,0,7.4,89.3,93.8,94.3
1015,2015,648,Douglas County,2050,Beulah Elementary School,E,75.8,1150 S Burnt Hickory Rd,Douglasville,Douglas County,GA,30134,21,Yes,No,497,0,0,0,2,0.004024145,0,11,1,0,2,0.028169014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.004024145,14.3,5485.96,124414591.5,312,23,0.15384616,56.7,36.4,6.8,34,1,0,25,43,3,27,0,13.2,27.4,0,5,61.9,73,75.9
1016,2015,648,Douglas County,2054,Turner Middle School,M,69.1,7101 Turner Dr,Lithia Springs,Douglas County,GA,30122,21,Yes,No,899,0,0,96,186,0.313681869,2,14,7,0,5,0.339265851,0.004449388,4,0,0,0,0,0,0,0,0,2,3,0.010011123,9,0.020022247,18.5,4685.44,124414591.5,572,51,0.230088502,47.1,40.9,12,41,1,0,47,30,2,18,0,14.3,4.5,0.4,10.5,69.8,74.1,72.2
