Country,19.4316666667
Electronica,18.6666666667
Gospel,20.0
Jazz,5.0
Latin,21.6820809249
Pop,19.0729927007
R&B,14.5632183908
Rap,19.6618876941
Reggae,15.0
Rock,24.3475067646
