Country,61.6875
Electronica,62.8472222222
Gospel,67.75
Jazz,51.8
Latin,47.6531791908
Pop,54.9635036496
R&B,67.632183908
Rap,56.2365591398
Reggae,72.4
Rock,42.206803247
